ID,Name,Position,Shoots,Drafted_Team,Round,Draft_Pick,Draft_Year,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
445461,Austin Plaine,F,,,,,,1991,07,15,USA,MN,,USA,178,161,2009-10,19.1698630136986,Team North,UMHSEHL,23,4,5,9,8,""
445461,Austin Plaine,F,,,,,,1991,07,15,USA,MN,,USA,178,161,2009-10,19.1698630136986,Sartell-St. Stephen High,USHS-MN,23,16,16,32,14,""
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2011-12,18.4054794520548,New Mexico Mustangs,NAHL,54,3,5,8,36,-18
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2012-13,19.4054794520548,Washington Little Capitals U18,T1EHL U18,14,5,3,8,2,""
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2012-13,19.4054794520548,Topeka Roadrunners,NAHL,7,1,1,2,0,1
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2013-14,20.4054794520548,Philadelphia Flyers Elite,USPHL Premier,47,20,27,47,30,""
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2014-15,21.4054794520548,Brookings Blizzard,NAHL,4,0,0,0,0,-2
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2014-15,21.4054794520548,South Shore Kings,USPHL Premier,22,5,17,22,6,""
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2015-16,22.4054794520548,Hobart College,NCAA III,13,1,5,6,0,""
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2016-17,23.4054794520548,Hobart College,NCAA III,18,3,8,11,6,""
151526,Brandon Bistodeau,F,,,,,,1994,04,20,USA,MN,Elk River,USA,175,181,2017-18,24.4054794520548,Hobart College,NCAA III,6,0,3,3,0,""
346633,John Skrbec,F,,,,,,1992,02,20,USA,MN,Grand Rapids,USA,183,165,2009-10,18.5671232876712,Team North,UMHSEHL,15,2,4,6,12,""
346633,John Skrbec,F,,,,,,1992,02,20,USA,MN,Grand Rapids,USA,183,165,2009-10,18.5671232876712,"Grand Rapids High 
                                                                    “C”",USHS-MN,25,15,17,32,6,""
125245,Matt Lindquist,F,,,,,,1991,09,22,USA,MN,Thief River Falls,USA,188,209,2009-10,18.9808219178082,Thief River Falls High,USHS-MN,25,15,17,32,44,""
125245,Matt Lindquist,F,,,,,,1991,09,22,USA,MN,Thief River Falls,USA,188,209,2010-11,19.9808219178082,Minnesota Wildcats,MNJHL,41,17,25,42,46,""
125245,Matt Lindquist,F,,,,,,1991,09,22,USA,MN,Thief River Falls,USA,188,209,2011-12,20.9808219178082,Minot Minotauros,NAHL,31,4,4,8,36,-19
125245,Matt Lindquist,F,,,,,,1991,09,22,USA,MN,Thief River Falls,USA,188,209,2011-12,20.9808219178082,Hudson Crusaders,MNJHL,11,5,11,16,2,""
151005,Riley Colvard,F,L,,,,,1992,09,06,USA,MN,Lino Lakes,USA,191,207,2009-10,18.0246575342466,Team Northeast,UMHSEHL,20,4,4,8,29,""
151005,Riley Colvard,F,L,,,,,1992,09,06,USA,MN,Lino Lakes,USA,191,207,2009-10,18.0246575342466,Centennial High,USHS-MN,25,14,18,32,36,""
151005,Riley Colvard,F,L,,,,,1992,09,06,USA,MN,Lino Lakes,USA,191,207,2010-11,19.0246575342466,Centennial High,USHS-MN,25,20,18,38,28,""
151005,Riley Colvard,F,L,,,,,1992,09,06,USA,MN,Lino Lakes,USA,191,207,2011-12,20.0246575342466,Austin Bruins,NAHL,12,2,4,6,14,2
151005,Riley Colvard,F,L,,,,,1992,09,06,USA,MN,Lino Lakes,USA,191,207,2012-13,21.0246575342466,"Austin Bruins 
                                                                    “C”",NAHL,50,11,17,28,87,6
151005,Riley Colvard,F,L,,,,,1992,09,06,USA,MN,Lino Lakes,USA,191,207,2013-14,22.0246575342466,Univ. of Wisconsin-Stout,NCAA III,25,2,4,6,42,""
151005,Riley Colvard,F,L,,,,,1992,09,06,USA,MN,Lino Lakes,USA,191,207,2014-15,23.0246575342466,Univ. of Wisconsin-Stout,NCAA III,20,1,5,6,25,""
151005,Riley Colvard,F,L,,,,,1992,09,06,USA,MN,Lino Lakes,USA,191,207,2015-16,24.0246575342466,Univ. of Wisconsin-Stout,NCAA III,28,4,10,14,57,""
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2009-10,17.5315068493151,Monticello/Annandale/Maple Lake,USHS-MN,22,13,19,32,18,""
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2010-11,18.5315068493151,Alaska Avalanche,NAHL,58,6,9,15,62,-9
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2011-12,19.5315068493151,Alaska Avalanche,NAHL,34,8,17,25,41,12
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2012-13,20.5315068493151,Johnstown Tomahawks,NAHL,9,1,3,4,6,-4
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2012-13,20.5315068493151,Brookings Blizzard,NAHL,46,15,22,37,20,4
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2013-14,21.5315068493151,Brookings Blizzard,NAHL,58,16,28,44,94,-19
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2014-15,22.5315068493151,Augsburg College,NCAA III,26,2,13,15,24,""
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2015-16,23.5315068493151,Augsburg College,NCAA III,22,1,4,5,16,""
90016,Evan Hesse,F,,,,,,1993,03,05,USA,MN,Monticello,USA,173,165,2016-17,24.5315068493151,Augsburg College,NCAA III,28,5,11,16,32,""
94700,Josh Lunde-Wentz,F,R,,,,,1991,12,22,USA,MN,Cloquet,USA,178,161,2009-10,18.7315068493151,Duluth Marshall School,USHS-MN,25,11,21,32,12,""
94700,Josh Lunde-Wentz,F,R,,,,,1991,12,22,USA,MN,Cloquet,USA,178,161,2010-11,19.7315068493151,Duluth Clydesdales,SIJHL,49,9,7,16,20,""
94700,Josh Lunde-Wentz,F,R,,,,,1991,12,22,USA,MN,Cloquet,USA,178,161,2011-12,20.7315068493151,Peoria Mustangs,NA3HL,47,17,29,46,53,""
94700,Josh Lunde-Wentz,F,R,,,,,1991,12,22,USA,MN,Cloquet,USA,178,161,2012-13,21.7315068493151,Robert Morris U Maroon,ACHA II,28,7,8,15,12,""
94700,Josh Lunde-Wentz,F,R,,,,,1991,12,22,USA,MN,Cloquet,USA,178,161,2013-14,22.7315068493151,Robert Morris U Maroon,ACHA II,34,10,27,37,30,""
94700,Josh Lunde-Wentz,F,R,,,,,1991,12,22,USA,MN,Cloquet,USA,178,161,2014-15,23.7315068493151,Robert Morris U Maroon,ACHA II,16,6,7,13,4,""
94700,Josh Lunde-Wentz,F,R,,,,,1991,12,22,USA,MN,Cloquet,USA,178,161,2015-16,24.7315068493151,Robert Morris Univ. Maroon,ACHA II,1,0,1,1,0,""
118017,Micah Ranum,F,R,,,,,1992,06,21,USA,MN,Thief River Falls,USA,185,205,2009-10,18.2356164383562,Thief River Falls High,USHS-MN,25,23,8,31,44,""
118017,Micah Ranum,F,R,,,,,1992,06,21,USA,MN,Thief River Falls,USA,185,205,2009-10,18.2356164383562,Alaska Avalanche,NAHL,3,0,0,0,0,0
118017,Micah Ranum,F,R,,,,,1992,06,21,USA,MN,Thief River Falls,USA,185,205,2010-11,19.2356164383562,Team Great Plains,UMHSEHL,10,1,2,3,13,""
118017,Micah Ranum,F,R,,,,,1992,06,21,USA,MN,Thief River Falls,USA,185,205,2010-11,19.2356164383562,Thief River Falls High,USHS-MN,25,20,20,40,16,""
118017,Micah Ranum,F,R,,,,,1992,06,21,USA,MN,Thief River Falls,USA,185,205,2011-12,20.2356164383562,Coulee Region Chill,NAHL,55,4,7,11,118,-10
118017,Micah Ranum,F,R,,,,,1992,06,21,USA,MN,Thief River Falls,USA,185,205,2012-13,21.2356164383562,Aberdeen Wings,NAHL,1,0,0,0,0,-3
118017,Micah Ranum,F,R,,,,,1992,06,21,USA,MN,Thief River Falls,USA,185,205,2012-13,21.2356164383562,Brookings Blizzard,NAHL,17,2,1,3,4,-1
118017,Micah Ranum,F,R,,,,,1992,06,21,USA,MN,Thief River Falls,USA,185,205,2012-13,21.2356164383562,Springfield Jr. Blues,NAHL,29,4,1,5,44,-16
140511,Michael Hantge,F,L,,,,,1991,12,19,USA,MN,,USA,180,194,2009-10,18.7397260273973,Hutchinson High,USHS-MN,24,17,14,31,32,""
