ID,Name,Position,Shoots,Drafted_Team,Round,Draft_Pick,Draft_Year,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
56152,George DeMello,F,L,,,,,1990,05,09,USA,MA,Hyannis,USA,185,190,2008-09,19.3534246575342,Tabor Academy,USHS-Prep,25,3,5,8,-,""
56152,George DeMello,F,L,,,,,1990,05,09,USA,MA,Hyannis,USA,185,190,2009-10,20.3534246575342,Stonehill College,NCAA III,27,6,2,8,12,""
56152,George DeMello,F,L,,,,,1990,05,09,USA,MA,Hyannis,USA,185,190,2010-11,21.3534246575342,Stonehill College,NCAA III,18,2,3,5,10,""
56152,George DeMello,F,L,,,,,1990,05,09,USA,MA,Hyannis,USA,185,190,2011-12,22.3534246575343,Stonehill College,NCAA III,15,1,1,2,4,""
56152,George DeMello,F,L,,,,,1990,05,09,USA,MA,Hyannis,USA,185,190,2012-13,23.3534246575343,Stonehill College,NCAA III,12,0,2,2,6,""
197023,Patrick Coulombe,LD,L,,,,,1990,06,30,CAN,QC,Granby,Canada,183,179,2006-07,17.2109589041096,JonquiÃ¨re Ãlites,QMAAA,44,1,5,6,58,""
197023,Patrick Coulombe,LD,L,,,,,1990,06,30,CAN,QC,Granby,Canada,183,179,2008-09,19.2109589041096,The Winchendon School,USHS-Prep,28,3,5,8,-,""
197023,Patrick Coulombe,LD,L,,,,,1990,06,30,CAN,QC,Granby,Canada,183,179,2009-10,20.2109589041096,The Winchendon School,USHS-Prep,27,5,12,17,-,""
177724,Tyler Ledford,F,R,,,,,1994,04,29,USA,CA,Folsom,USA,175,161,2010-11,17.3808219178082,Culver Military Academy Prep,USHS-Prep,39,13,34,47,2,11
177724,Tyler Ledford,F,R,,,,,1994,04,29,USA,CA,Folsom,USA,175,161,2011-12,18.3808219178082,Culver Military Academy Prep,USHS-Prep,-,-,-,-,-,""
177724,Tyler Ledford,F,R,,,,,1994,04,29,USA,CA,Folsom,USA,175,161,2012-13,19.3808219178082,Wichita Falls Wildcats,NAHL,58,9,26,35,19,-5
177724,Tyler Ledford,F,R,,,,,1994,04,29,USA,CA,Folsom,USA,175,161,2013-14,20.3808219178082,Wichita Falls Wildcats,NAHL,60,9,31,40,45,-8
177724,Tyler Ledford,F,R,,,,,1994,04,29,USA,CA,Folsom,USA,175,161,2014-15,21.3808219178082,Air Force Academy,NCAA,41,2,16,18,12,-7
177724,Tyler Ledford,F,R,,,,,1994,04,29,USA,CA,Folsom,USA,175,161,2015-16,22.3808219178082,Air Force Academy,NCAA,37,7,20,27,16,5
177724,Tyler Ledford,F,R,,,,,1994,04,29,USA,CA,Folsom,USA,175,161,2016-17,23.3808219178082,Air Force Academy,NCAA,41,7,15,22,18,0
177724,Tyler Ledford,F,R,,,,,1994,04,29,USA,CA,Folsom,USA,175,161,2017-18,24.3808219178082,"Air Force Academy 
                                                                    “A”",NCAA,30,6,18,24,10,7
111807,Brendan Fadden,F,,,,,,1991,04,21,USA,MA,Concord,USA,178,190,2008-09,18.4027397260274,Belmont Hill High,USHS-Prep,30,2,6,8,-,""
111807,Brendan Fadden,F,,,,,,1991,04,21,USA,MA,Concord,USA,178,190,2009-10,19.4027397260274,Belmont Hill High,USHS-Prep,31,14,12,26,-,""
111807,Brendan Fadden,F,,,,,,1991,04,21,USA,MA,Concord,USA,178,190,2010-11,20.4027397260274,Tufts Univ.,NCAA III,19,0,1,1,34,""
