ID,Name,Position,Shoots,Drafted_Team,Round,Draft_Pick,Draft_Year,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2005-06,17.5671232876712,Dynamo Moskva-2,Russia3,48,13,16,29,76,""
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2006-07,18.5671232876712,Dynamo Moskva-2,Russia3,45,9,16,25,97,""
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2007-08,19.5671232876712,SKA St. Petersburg,Russia,13,0,0,0,2,-1
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2007-08,19.5671232876712,SKA St. Petersburg-2,Russia3,35,14,21,35,54,""
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2008-09,20.5671232876712,Sibir Novosibirsk,KHL,9,0,4,4,4,-1
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2008-09,20.5671232876712,Sibir Novosibirsk-2,Russia3,6,1,5,6,0,""
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2008-09,20.5671232876712,Yugra Khanty-Mansiysk,Russia2,8,0,1,1,4,0
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2008-09,20.5671232876712,Yugra-Universitet Khanty-M.,Russia3,11,4,2,6,12,""
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2009-10,21.5671232876712,HK Sarov,Russia2,54,10,11,21,22,-10
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2010-11,22.5671232876712,HK Sarov,VHL,49,8,9,17,54,2
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2011-12,23.5671232876712,HK Sarov,VHL,52,12,17,29,56,-8
20993,Vladimir Bakika,C,L,,,,,1989,02,20,UKR,,Zaporozhye,Russia,180,192,2012-13,24.5671232876712,HK Sarov,VHL,50,12,13,25,54,-2
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2004-05,17.7041095890411,Sibir Novosibirsk,Russia,1,0,0,0,0,-2
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2005-06,18.7041095890411,Sibir Novosibirsk-2,Russia3,34,7,5,12,16,""
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2006-07,19.7041095890411,Sibir Novosibirsk-2,Russia3,47,10,18,28,38,""
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2007-08,20.7041095890411,Sibir Novosibirsk,Russia,49,2,4,6,20,-6
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2007-08,20.7041095890411,Sibir Novosibirsk-2,Russia3,3,0,2,2,0,""
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2008-09,21.7041095890411,Sibir Novosibirsk,KHL,10,1,2,3,8,-3
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2008-09,21.7041095890411,Sibir Novosibirsk-2,Russia3,2,1,1,2,0,""
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2009-10,22.7041095890411,Sibir Novosibirsk,KHL,25,1,0,1,10,-8
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2009-10,22.7041095890411,Sibirskie Snaipery Novosibirsk,MHL,15,3,8,11,20,-11
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2010-11,23.7041095890411,Arlan Kokshetau,Kazakhstan,39,4,13,17,32,9
19564,Daniil Karpyuk,F,R,,,,,1988,01,01,RUS,,Novosibirsk,Russia,179,174,2011-12,24.7041095890411,Arlan Kokshetau,Kazakhstan,8,3,1,4,6,2
13645,Alexander Polukhin,F,L,,,,,1988,12,19,RUS,,Moskva,Russia,186,181,2005-06,17.7397260273973,Dynamo Moskva-2,Russia3,64,15,17,32,66,""
