ID,Name,Position,Shoots,Drafted_Team,Draft_Year,Round,Draft_Pick,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1992-93,17.2219178082192,Windsor Bulldogs,WOHL,48,7,46,53,88,""
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1993-94,18.2219178082192,Windsor Spitfires,OHL,62,15,35,50,221,""
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1994-95,19.2219178082192,Windsor Spitfires,OHL,50,23,42,65,198,""
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1994-95,19.2219178082192,Canada U20,WJC-20,7,2,0,2,4,""
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1995-96,20.2219178082192,Florida Panthers,NHL,70,10,11,21,137,-3
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1996-97,21.2219178082192,Florida Panthers,NHL,61,7,16,23,172,-1
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1997-98,22.2219178082192,Florida Panthers,NHL,81,9,14,23,158,-12
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1997-98,22.2219178082192,Canada,WC,6,2,1,3,6,4
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1998-99,23.2219178082192,Florida Panthers,NHL,41,3,13,16,82,-4
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1998-99,23.2219178082192,Vancouver Canucks,NHL,31,2,9,11,44,-5
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1999-00,24.2219178082192,Vancouver Canucks,NHL,75,5,21,26,54,-3
9035,Ed Jovanovski,LD,L,Florida Panthers,1994,1,1,1976,06,26,CAN,ON,Windsor,Canada,191,220,1999-00,24.2219178082192,Canada,WC,9,1,1,2,8,3
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1992-93,17.3287671232877,Krylia Sovetov Moskva,Russia,21,0,1,1,6,""
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1992-93,17.3287671232877,Krylia Sovetov-2 Moskva,Russia2,29,11,14,25,28,""
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1992-93,17.3287671232877,Russia U18,EJC-18,6,1,2,3,0,""
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1993-94,18.3287671232877,Krylia Sovetov Moskva,Russia,46,4,10,14,22,""
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1993-94,18.3287671232877,Krylia Sovetov Moskva-2,Russia2,3,3,1,4,10,""
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1993-94,18.3287671232877,Russia U18,EJC-18,5,1,9,10,22,8
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1993-94,18.3287671232877,Russia U20,WJC-20,7,1,5,6,6,3
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1994-95,19.3287671232877,Mighty Ducks of Anaheim,NHL,36,3,9,12,14,-6
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1994-95,19.3287671232877,Brandon Wheat Kings,WHL,7,1,4,5,4,""
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1995-96,20.3287671232877,Mighty Ducks of Anaheim,NHL,51,7,15,22,35,0
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1995-96,20.3287671232877,Winnipeg Jets,NHL,31,0,8,8,6,-7
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1995-96,20.3287671232877,Russia,WCup,4,1,0,1,0,0
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1995-96,20.3287671232877,Russia,WC,3,0,1,1,0,0
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1996-97,21.3287671232877,Phoenix Coyotes,NHL,82,10,45,55,30,-5
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1997-98,22.3287671232877,Phoenix Coyotes,NHL,46,7,12,19,12,1
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1997-98,22.3287671232877,Hamilton Bulldogs,AHL,9,8,6,14,2,12
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1998-99,23.3287671232877,Phoenix Coyotes,NHL,82,7,18,25,32,11
8656,Oleg Tverdovsky,LD,L,Mighty Ducks of Anaheim,1994,1,2,1976,05,18,UKR,,Donetsk,Russia,185,209,1999-00,24.3287671232877,Mighty Ducks of Anaheim,NHL,82,15,36,51,30,5
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1992-93,17.6821917808219,AC ZPS ZlÃ­n,Czech,23,4,3,7,10,-4
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1993-94,18.6821917808219,Las Vegas Thunder,IHL,76,42,45,87,208,42
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1994-95,19.6821917808219,Las Vegas Thunder,IHL,33,7,13,20,62,-8
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1994-95,19.6821917808219,Ottawa Senators,NHL,42,3,8,11,28,-5
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1994-95,19.6821917808219,Prince Edward Island Senators,AHL,0,0,0,0,0,""
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1995-96,20.6821917808219,Ottawa Senators,NHL,76,16,19,35,36,-5
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1995-96,20.6821917808219,Czech Republic,WCup,3,1,0,1,0,-4
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1995-96,20.6821917808219,Czech Republic,WC,8,2,2,4,14,3
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1995-96,20.6821917808219,Czech Republic (all),International,16,4,2,6,14,""
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1996-97,21.6821917808219,Ottawa Senators,NHL,53,5,13,18,14,-4
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1997-98,22.6821917808219,Ottawa Senators,NHL,65,7,9,16,16,-13
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1998-99,23.6821917808219,Ottawa Senators,NHL,81,16,16,32,48,15
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1999-00,24.6821917808219,Ottawa Senators,NHL,80,23,37,60,53,-2
8671,Radek Bonk,C,L,Ottawa Senators,1994,1,3,1976,01,09,CZE,,Krnov,Czech Rep.,188,209,1999-00,24.6821917808219,HC IPB PojiÅ¡Å¥ovna Pardubice,Czech,3,1,0,1,4,-2
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1992-93,17.4191780821918,Newmarket Royals,OHL,66,22,20,42,6,""
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1993-94,18.4191780821918,Newmarket Royals,OHL,17,7,17,24,22,""
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1993-94,18.4191780821918,Niagara Falls Thunder,OHL,41,15,47,62,41,""
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1993-94,18.4191780821918,USA U20,WJC-20,7,0,0,0,26,-3
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1993-94,18.4191780821918,Team USA,International,5,0,2,2,0,""
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1994-95,19.4191780821918,Niagara Falls Thunder,OHL,26,12,21,33,51,""
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1994-95,19.4191780821918,Sudbury Wolves,OHL,23,15,14,29,45,""
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1994-95,19.4191780821918,Edmonton Oilers,NHL,1,1,0,1,0,-1
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1994-95,19.4191780821918,USA U20,WJC-20,7,2,2,4,6,""
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1995-96,20.4191780821918,Sudbury Wolves,OHL,18,10,16,26,37,""
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1995-96,20.4191780821918,Edmonton Oilers,NHL,20,0,2,2,4,-6
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1995-96,20.4191780821918,Cape Breton Oilers,AHL,12,1,4,5,12,-10
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1996-97,21.4191780821918,Hamilton Bulldogs,AHL,78,21,33,54,78,-19
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1997-98,22.4191780821918,Tampa Bay Lightning,NHL,35,2,8,10,22,-11
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1997-98,22.4191780821918,Hamilton Bulldogs,AHL,8,0,2,2,14,3
7114,Jason Bonsignore,C,R,Edmonton Oilers,1994,1,4,1976,04,15,USA,NY,Rochester,USA,191,218,1997-98,22.4191780821918,San Antonio Dragons,IHL,22,3,8,11,34,-1
