ID,Name,Position,Shoots,Drafted_Team,Round,Draft_Pick,Draft_Year,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
233826,Ondrej Vaverka,F,R,,,,,1986,01,06,,,,Czech Rep.,168,130,2002-03,17.6904109589041,HC Kometa Brno U18,Czech U18,41,9,4,13,18,""
233826,Ondrej Vaverka,F,R,,,,,1986,01,06,,,,Czech Rep.,168,130,2004-05,19.6904109589041,HC Kometa Brno U20,Czech U20,7,0,0,0,2,-2
233826,Ondrej Vaverka,F,R,,,,,1986,01,06,,,,Czech Rep.,168,130,2004-05,19.6904109589041,VSK Technika Brno,Czech3,1,0,0,0,0,""
233826,Ondrej Vaverka,F,R,,,,,1986,01,06,,,,Czech Rep.,168,130,2005-06,20.6904109589041,VSK Technika Brno U20,Czech U20 2,-,-,-,-,-,""
233826,Ondrej Vaverka,F,R,,,,,1986,01,06,,,,Czech Rep.,168,130,2006-07,21.6904109589041,SK Boskovice,Czech4,-,7,8,15,-,""
233826,Ondrej Vaverka,F,R,,,,,1986,01,06,,,,Czech Rep.,168,130,2007-08,22.6904109589041,SK Boskovice,Czech4,-,1,1,2,-,""
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2002-03,17.6438356164384,HC Olomouc U18,Czech U18,29,3,4,7,126,""
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2003-04,18.6438356164384,HC Poruba U20,Czech U20,25,1,0,1,16,1
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2005-06,20.6438356164384,HC Prerov,Czech3,11,1,0,1,18,""
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2006-07,21.6438356164384,HC Prerov,Czech3,42,2,7,9,106,""
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2007-08,22.6438356164384,HC Unicov,Czech3,20,3,3,6,34,""
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2007-08,22.6438356164384,VSK Technika Brno,Czech3,9,0,0,0,35,""
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2007-08,22.6438356164384,VSK Technika Brno,Czech2 Q,-,-,-,-,-,""
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2008-09,23.6438356164384,HC Prerov,Czech3,39,3,9,12,135,""
163269,Tomas Halouska,LD,L,,,,,1986,01,23,,,,Czech Rep.,184,214,2009-10,24.6438356164384,HC Prerov,Czech3,41,3,10,13,38,""
242980,Patrik Rozlilek,F,L,,,,,1985,09,02,,,,Czech Rep.,173,148,2001-02,17.0356164383562,HC Hradec Kralove U18,Czech U18 2,29,5,3,8,6,""
239340,Vaclav Gelner,F,L,,,,,1984,05,05,,,,Czech Rep.,180,139,2000-01,17.3643835616438,HC Poruba U18,Czech U18,5,0,0,0,0,1
239340,Vaclav Gelner,F,L,,,,,1984,05,05,,,,Czech Rep.,180,139,2000-01,17.3643835616438,HC Koprivnice U18,Czech U18 2,14,4,5,9,2,""
248779,Petr Gasparik,F,L,,,,,1986,05,02,,,,Czech Rep.,185,159,2002-03,17.372602739726,HC Pardubice U18,Czech U18,35,6,15,21,38,""
248779,Petr Gasparik,F,L,,,,,1986,05,02,,,,Czech Rep.,185,159,2002-03,17.372602739726,HC Pardubice U20,Czech U20,6,1,0,1,2,""
248779,Petr Gasparik,F,L,,,,,1986,05,02,,,,Czech Rep.,185,159,2003-04,18.372602739726,HC Pardubice U20,Czech U20,49,5,9,14,65,-9
248779,Petr Gasparik,F,L,,,,,1986,05,02,,,,Czech Rep.,185,159,2004-05,19.372602739726,HC Karlovy Vary U20,Czech U20,66,7,25,32,20,-3
248779,Petr Gasparik,F,L,,,,,1986,05,02,,,,Czech Rep.,185,159,2005-06,20.372602739726,HC Karlovy Vary U20,Czech U20,66,11,40,51,120,11
248992,Radim Bily,LD,L,,,,,1986,01,01,,,,Czech Rep.,168,132,2002-03,17.7041095890411,HC Poruba U18,Czech U18,48,0,11,11,58,""
248992,Radim Bily,LD,L,,,,,1986,01,01,,,,Czech Rep.,168,132,2003-04,18.7041095890411,HC Poruba U20,Czech U20,29,0,2,2,12,-7
248992,Radim Bily,LD,L,,,,,1986,01,01,,,,Czech Rep.,168,132,2004-05,19.7041095890411,HC Poruba U20,Czech U20,61,2,10,12,32,-19
248992,Radim Bily,LD,L,,,,,1986,01,01,,,,Czech Rep.,168,132,2005-06,20.7041095890411,HC Poruba U20,Czech U20,53,1,4,5,36,-20
248992,Radim Bily,LD,L,,,,,1986,01,01,,,,Czech Rep.,168,132,2006-07,21.7041095890411,HC Frydek-Mistek U20,Czech U20 2,2,0,0,0,6,-2
232900,Vaclav Ruzek,RD,R,,,,,1985,04,05,,,,Czech Rep.,186,159,2001-02,17.4465753424658,HC Kladno U18,Czech U18,36,1,7,8,22,6
232900,Vaclav Ruzek,RD,R,,,,,1985,04,05,,,,Czech Rep.,186,159,2001-02,17.4465753424658,HC Kladno U20,Czech U20,0,0,0,0,0,""
232900,Vaclav Ruzek,RD,R,,,,,1985,04,05,,,,Czech Rep.,186,159,2004-05,20.4465753424658,HK Slany,Czech3,4,0,0,0,2,""
232900,Vaclav Ruzek,RD,R,,,,,1985,04,05,,,,Czech Rep.,186,159,2005-06,21.4465753424658,HK Lev Slany,Czech3,3,0,0,0,4,""
230969,Ondrej Hrad,LD,L,,,,,1986,02,22,,,,Czech Rep.,173,143,2002-03,17.5616438356164,HC Vsetin U18,Czech U18,44,0,8,8,28,""
230969,Ondrej Hrad,LD,L,,,,,1986,02,22,,,,Czech Rep.,173,143,2003-04,18.5616438356164,HC Vsetin U20,Czech U20,39,2,1,3,22,1
230969,Ondrej Hrad,LD,L,,,,,1986,02,22,,,,Czech Rep.,173,143,2004-05,19.5616438356164,HC Vsetin U20,Czech U20,20,0,1,1,6,4
230969,Ondrej Hrad,LD,L,,,,,1986,02,22,,,,Czech Rep.,173,143,2004-05,19.5616438356164,HC Prerov,Czech3,0,0,0,0,0,""
230969,Ondrej Hrad,LD,L,,,,,1986,02,22,,,,Czech Rep.,173,143,2005-06,20.5616438356164,HC Vsetin U20,Czech U20,42,0,3,3,26,1
230969,Ondrej Hrad,LD,L,,,,,1986,02,22,,,,Czech Rep.,173,143,2005-06,20.5616438356164,HC Prerov,Czech3,4,0,0,0,2,""
