ID,Name,Position,Shoots,Drafted_Team,Round,Draft_Pick,Draft_Year,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
361167,Alexei Zhilin,F,L,,,,,1999,08,22,,,,Russia,182,172,2015-16,17.0657534246575,Rus Moskva U17,Russia U17,36,7,21,28,26,""
361167,Alexei Zhilin,F,L,,,,,1999,08,22,,,,Russia,182,172,2016-17,18.0657534246575,Team FSO Moskva U18,Russia U18,19,7,10,17,6,""
361167,Alexei Zhilin,F,L,,,,,1999,08,22,,,,Russia,182,172,2017-18,19.0657534246575,Kapitan Stupino,MHL,64,19,15,34,24,-4
361167,Alexei Zhilin,F,L,,,,,1999,08,22,,,,Russia,182,172,2018-19,20.0657534246575,HK Sochi,KHL,8,0,0,0,0,0
361167,Alexei Zhilin,F,L,,,,,1999,08,22,,,,Russia,182,172,2018-19,20.0657534246575,Kapitan Stupino,MHL,54,13,13,26,20,-2
361167,Alexei Zhilin,F,L,,,,,1999,08,22,,,,Russia,182,172,2019-20,21.0657534246575,HK Tambov,VHL,-,-,-,-,-,""
361167,Alexei Zhilin,F,L,,,,,1999,08,22,,,,Russia,182,172,2019-20,21.0657534246575,Kapitan Stupino,MHL,7,3,5,8,4,8
360973,Nikita Goncharov,F,R,,,,,1999,06,15,RUS,,Orel,Russia,180,207,2015-16,17.2520547945205,Vityaz Podolsk U17,Russia U17,34,26,16,42,22,""
360973,Nikita Goncharov,F,R,,,,,1999,06,15,RUS,,Orel,Russia,180,207,2016-17,18.2520547945205,Russkie Vityazi Chekhov,MHL,50,5,3,8,43,-6
360973,Nikita Goncharov,F,R,,,,,1999,06,15,RUS,,Orel,Russia,180,207,2017-18,19.2520547945205,Russkie Vityazi Chekhov,MHL,61,16,12,28,79,6
360973,Nikita Goncharov,F,R,,,,,1999,06,15,RUS,,Orel,Russia,180,207,2018-19,20.2520547945205,Vityaz Podolsk,KHL,13,0,0,0,0,-2
360973,Nikita Goncharov,F,R,,,,,1999,06,15,RUS,,Orel,Russia,180,207,2018-19,20.2520547945205,Russkie Vityazi Chekhov,MHL,51,26,10,36,26,13
360973,Nikita Goncharov,F,R,,,,,1999,06,15,RUS,,Orel,Russia,180,207,2019-20,21.2520547945205,Vityaz Podolsk,KHL,1,0,0,0,0,0
360973,Nikita Goncharov,F,R,,,,,1999,06,15,RUS,,Orel,Russia,180,207,2019-20,21.2520547945205,Dynamo St. Petersburg,VHL,1,0,0,0,0,-1
360973,Nikita Goncharov,F,R,,,,,1999,06,15,RUS,,Orel,Russia,180,207,2019-20,21.2520547945205,Russkie Vityazi Chekhov,MHL,-,-,-,-,-,""
382859,Vladimir Sychushkin,LD,L,,,,,1999,05,23,RUS,,Moskva,Russia,182,187,2015-16,17.3150684931507,Dynamo Moskva U17,Russia U17,26,1,4,5,16,""
382859,Vladimir Sychushkin,LD,L,,,,,1999,05,23,RUS,,Moskva,Russia,182,187,2016-17,18.3150684931507,Severstal Cherepovets U18,Russia U17,16,2,6,8,12,""
382859,Vladimir Sychushkin,LD,L,,,,,1999,05,23,RUS,,Moskva,Russia,182,187,2016-17,18.3150684931507,Almaz Cherepovets,MHL,35,0,0,0,43,4
382859,Vladimir Sychushkin,LD,L,,,,,1999,05,23,RUS,,Moskva,Russia,182,187,2017-18,19.3150684931507,Almaz Cherepovets,MHL,64,1,6,7,116,28
382859,Vladimir Sychushkin,LD,L,,,,,1999,05,23,RUS,,Moskva,Russia,182,187,2018-19,20.3150684931507,Severstal Cherepovets,KHL,22,0,0,0,12,-4
382859,Vladimir Sychushkin,LD,L,,,,,1999,05,23,RUS,,Moskva,Russia,182,187,2018-19,20.3150684931507,Almaz Cherepovets,MHL,32,2,8,10,64,12
382859,Vladimir Sychushkin,LD,L,,,,,1999,05,23,RUS,,Moskva,Russia,182,187,2019-20,21.3150684931507,Molot-Prikamie Perm,VHL,1,0,0,0,0,0
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2007-08,17.3369863013699,PyPo,II-divisioona,9,5,3,8,10,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2008-09,18.3369863013699,"PyPo U20 
                                                                    “A”",Jr. A III-divisioona,11,17,28,45,20,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2008-09,18.3369863013699,PyPo,II-divisioona,21,18,19,37,26,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2009-10,19.3369863013699,PyPo,II-divisioona,21,16,21,37,52,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2010-11,20.3369863013699,Hokki U20,Jr. A I-divisioona Q,7,6,9,15,2,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2010-11,20.3369863013699,Hokki U20,Jr. A II-divisioona,18,25,36,61,34,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2010-11,20.3369863013699,PyPo,II-divisioona,2,2,3,5,4,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2011-12,21.3369863013699,Hokki U20,Jr. A I-divisioona Q,1,0,0,0,2,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2011-12,21.3369863013699,Hokki U20,Jr. A II-divisioona,4,7,9,16,4,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2011-12,21.3369863013699,Hokki,Mestis,31,4,7,11,18,-1
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2012-13,22.3369863013699,Hokki,Mestis,33,4,7,11,14,5
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2012-13,22.3369863013699,IPK,Suomi-sarja,1,1,2,3,0,""
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2013-14,23.3369863013699,Hokki,Mestis,52,8,22,30,34,3
57442,Miska Humaloja,C,L,,,,,1991,05,15,FIN,,Pyhäjärvi,Finland,182,198,2014-15,24.3369863013699,Hokki,Mestis,40,6,11,17,24,10
49631,Eetu Rissanen,F,L,,,,,1991,11,22,FIN,,Nurmes,Finland,168,154,2008-09,17.813698630137,Jokipojat U18,Jr. B II-divisioona,18,19,14,33,12,""
49631,Eetu Rissanen,F,L,,,,,1991,11,22,FIN,,Nurmes,Finland,168,154,2009-10,18.813698630137,Jokipojat U20,Jr. A I-divisioona Q,9,2,5,7,0,""
49631,Eetu Rissanen,F,L,,,,,1991,11,22,FIN,,Nurmes,Finland,168,154,2009-10,18.813698630137,Jokipojat U20,Jr. A I-divisioona,27,6,9,15,41,""
49631,Eetu Rissanen,F,L,,,,,1991,11,22,FIN,,Nurmes,Finland,168,154,2010-11,19.813698630137,Jokipojat U20,Jr. A I-divisioona Q,7,2,1,3,0,""
49631,Eetu Rissanen,F,L,,,,,1991,11,22,FIN,,Nurmes,Finland,168,154,2010-11,19.813698630137,Jokipojat U20,Jr. A I-divisioona,19,2,1,3,20,""
49631,Eetu Rissanen,F,L,,,,,1991,11,22,FIN,,Nurmes,Finland,168,154,2010-11,19.813698630137,Hurtat,Suomi-sarja,1,0,0,0,0,""
49631,Eetu Rissanen,F,L,,,,,1991,11,22,FIN,,Nurmes,Finland,168,154,2011-12,20.813698630137,Jokipojat U20,Jr. A I-divisioona Q,7,5,10,15,2,""
