ID,Name,Position,Shoots,Drafted_Team,Round,Draft_Pick,Draft_Year,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2012-13,17.2356164383562,BorlÃ¤nge HF J18,J18 Div.1,15,6,4,10,29,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2013-14,18.2356164383562,BorlÃ¤nge HF J18,J18 Div.1,20,9,7,16,35,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2013-14,18.2356164383562,BorlÃ¤nge HF J20,J20 Elit,9,0,0,0,4,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2014-15,19.2356164383562,BorlÃ¤nge HF J18,J18 Div.1,3,1,1,2,2,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2014-15,19.2356164383562,BorlÃ¤nge HF J20,J20 Div.1,7,2,1,3,6,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2014-15,19.2356164383562,BorlÃ¤nge HF J20,J20 Elit,13,2,1,3,14,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2015-16,20.2356164383562,BorlÃ¤nge HF J20,J20 Elit,21,3,1,4,14,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2016-17,21.2356164383562,Skedvi/SÃ¤ter,Division 2,25,1,1,2,8,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2017-18,22.2356164383562,Skedvi/SÃ¤ter,Division 2,22,0,1,1,30,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2018-19,23.2356164383562,Skedvi/SÃ¤ter,Division 2,32,5,6,11,43,""
219678,Isak Ullenius Olofsson,C,L,,,,,1996,06,21,,,,Sweden,195,198,2019-20,24.2356164383562,Skedvi/SÃ¤ter,Division 2,-,-,-,-,-,""
349386,Gustav Eurenius,C,L,,,,,2001,06,07,,,,Sweden,190,194,2017-18,17.2739726027397,LinkÃ¶ping HC J18,J18 Elit,22,8,9,17,6,8
349386,Gustav Eurenius,C,L,,,,,2001,06,07,,,,Sweden,190,194,2017-18,17.2739726027397,LinkÃ¶ping HC J18,J18 Allsvenskan,18,8,8,16,2,5
349386,Gustav Eurenius,C,L,,,,,2001,06,07,,,,Sweden,190,194,2018-19,18.2739726027397,LinkÃ¶ping HC J18,J18 Elit,9,1,5,6,2,3
349386,Gustav Eurenius,C,L,,,,,2001,06,07,,,,Sweden,190,194,2018-19,18.2739726027397,LinkÃ¶ping HC J18,J18 Allsvenskan,16,4,10,14,27,5
349386,Gustav Eurenius,C,L,,,,,2001,06,07,,,,Sweden,190,194,2018-19,18.2739726027397,LinkÃ¶ping HC J20,SuperElit,1,0,0,0,0,1
349386,Gustav Eurenius,C,L,,,,,2001,06,07,,,,Sweden,190,194,2019-20,19.2739726027397,LinkÃ¶ping HC J20,SuperElit,4,1,1,2,0,0
178215,Jonathan Svensson,RW,L,,,,,1997,07,10,SWE,,Karlskrona,Sweden,174,148,2013-14,17.1835616438356,Karlskrona HK J18,J18 Div.1,21,5,8,13,14,""
178215,Jonathan Svensson,RW,L,,,,,1997,07,10,SWE,,Karlskrona,Sweden,174,148,2014-15,18.1835616438356,Karlskrona HK J18,J18 Div.1,15,3,8,11,10,""
178215,Jonathan Svensson,RW,L,,,,,1997,07,10,SWE,,Karlskrona,Sweden,174,148,2014-15,18.1835616438356,Karlskrona HK J20,J20 Div.1,15,0,2,2,12,""
178215,Jonathan Svensson,RW,L,,,,,1997,07,10,SWE,,Karlskrona,Sweden,174,148,2015-16,19.1835616438356,IF Troja-Ljungby J20,J20 Elit,30,12,6,18,10,8
178215,Jonathan Svensson,RW,L,,,,,1997,07,10,SWE,,Karlskrona,Sweden,174,148,2016-17,20.1835616438356,"IF Troja-Ljungby J20 
                                                                    “A”",J20 Elit,26,3,14,17,8,-3
178215,Jonathan Svensson,RW,L,,,,,1997,07,10,SWE,,Karlskrona,Sweden,174,148,2016-17,20.1835616438356,Ãstorps IK,Division 2,2,0,0,0,0,""
