ID,Name,Position,Shoots,Drafted_Team,Draft_Year,Round,Draft_Pick,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1982-83,17.9479452054795,"Laval Voisins 
                                                                    “A”",QMJHL,66,84,100,184,76,""
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1982-83,17.9479452054795,Canada U20,WJC-20,7,5,5,10,12,""
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1983-84,18.9479452054795,"Laval Voisins 
                                                                    “C”",QMJHL,70,133,149,282,92,""
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1984-85,19.9479452054795,Pittsburgh Penguins,NHL,73,43,57,100,54,-33
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1984-85,19.9479452054795,Canada,WC,9,4,6,10,2,""
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1985-86,20.9479452054795,Pittsburgh Penguins,NHL,79,48,93,141,43,-8
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1986-87,21.9479452054795,"Pittsburgh Penguins 
                                                                    “A”",NHL,63,54,53,107,57,12
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1986-87,21.9479452054795,Canada,CC,9,11,7,18,8,5
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1987-88,22.9479452054795,"Pittsburgh Penguins 
                                                                    “C”",NHL,77,70,98,168,92,23
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1988-89,23.9479452054795,"Pittsburgh Penguins 
                                                                    “C”",NHL,76,85,114,199,100,41
9679,Mario Lemieux,C,R,Pittsburgh Penguins,1984,1,1,1965,10,05,CAN,QC,Montréal,Canada,194,231,1989-90,24.9479452054795,"Pittsburgh Penguins 
                                                                    “C”",NHL,59,45,78,123,78,-18
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1982-83,17.6,Guelph Platers,OHL,66,52,60,112,41,""
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1983-84,18.6,Guelph Platers,OHL,49,31,63,94,27,""
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1983-84,18.6,Canada U20,WJC-20,7,2,1,3,16,""
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1983-84,18.6,Team Canada,International,21,4,3,7,6,""
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1983-84,18.6,Canada,OG,6,2,1,3,0,""
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1984-85,19.6,New Jersey Devils,NHL,80,17,37,54,69,-31
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1984-85,19.6,Canada,WC,10,2,2,4,12,""
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1985-86,20.6,New Jersey Devils,NHL,77,25,41,66,45,-20
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1985-86,20.6,Canada,WC,9,4,3,7,12,""
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1986-87,21.6,New Jersey Devils,NHL,79,26,50,76,75,-7
22413,Kirk Muller,C,L,New Jersey Devils,1984,1,2,1966,02,08,CAN,ON,Kingston,Canada,183,205,1986-87,21.6,Canada,WC,10,2,0,2,8,""
