ID,Name,Position,Shoots,Drafted_Team,Draft_Year,Round,Draft_Pick,Birth_Year,Birth_Month,Birth_Day,Birth_Country,Birth_State,Birth_City,Country,Height,Weight,Season,Age,Team,League,GP,G,A,TP,PIM,+/-
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1989-90,17.5452054794521,Compuware Ambassadors,NAHL,14,23,29,52,123,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1989-90,17.5452054794521,Oshawa Generals,OHL,25,17,19,36,61,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1989-90,17.5452054794521,Team Canada,International,3,1,0,1,4,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1989-90,17.5452054794521,Canada U20,WJC-20,7,4,0,4,14,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1990-91,18.5452054794521,Oshawa Generals,OHL,57,71,78,149,189,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1990-91,18.5452054794521,Canada U20,WJC-20,7,6,11,17,6,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1990-91,18.5452054794521,Canada,CC,8,3,2,5,8,-1
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1991-92,19.5452054794521,Oshawa Generals,OHL,13,9,22,31,54,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1991-92,19.5452054794521,Team Canada,International,24,19,16,35,34,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1991-92,19.5452054794521,"Canada U20 
                                                                    “C”",WJC-20,7,2,8,10,12,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1991-92,19.5452054794521,Canada,OG,8,5,6,11,5,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1992-93,20.5452054794521,Philadelphia Flyers,NHL,61,41,34,75,147,28
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1992-93,20.5452054794521,"Canada 
                                                                    “A”",WC,8,11,6,17,10,""
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1993-94,21.5452054794521,Philadelphia Flyers,NHL,65,44,53,97,103,16
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1994-95,22.5452054794521,"Philadelphia Flyers 
                                                                    “C”",NHL,46,29,41,70,60,27
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1995-96,23.5452054794521,"Philadelphia Flyers 
                                                                    “C”",NHL,73,47,68,115,163,26
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1995-96,23.5452054794521,Canada,WCup,8,3,3,6,10,-2
8998,Eric Lindros,C,R,Québec Nordiques,1991,1,1,1973,02,28,CAN,ON,London,Canada,194,240,1996-97,24.5452054794521,"Philadelphia Flyers 
                                                                    “C”",NHL,52,32,47,79,136,31
25617,Pat Falloon,RW,R,San Jose Sharks,1991,1,2,1972,09,22,CAN,MB,Foxwarren,Canada,180,201,1989-90,17.9835616438356,Spokane Chiefs,WHL,71,60,64,124,48,""
25617,Pat Falloon,RW,R,San Jose Sharks,1991,1,2,1972,09,22,CAN,MB,Foxwarren,Canada,180,201,1990-91,18.9835616438356,Spokane Chiefs,WHL,61,64,74,138,33,""
25617,Pat Falloon,RW,R,San Jose Sharks,1991,1,2,1972,09,22,CAN,MB,Foxwarren,Canada,180,201,1990-91,18.9835616438356,Canada U20,WJC-20,7,3,3,6,2,""
25617,Pat Falloon,RW,R,San Jose Sharks,1991,1,2,1972,09,22,CAN,MB,Foxwarren,Canada,180,201,1991-92,19.9835616438356,San Jose Sharks,NHL,79,25,34,59,16,-32
25617,Pat Falloon,RW,R,San Jose Sharks,1991,1,2,1972,09,22,CAN,MB,Foxwarren,Canada,180,201,1991-92,19.9835616438356,Canada,WC,6,2,1,3,6,""
25617,Pat Falloon,RW,R,San Jose Sharks,1991,1,2,1972,09,22,CAN,MB,Foxwarren,Canada,180,201,1992-93,20.9835616438356,San Jose Sharks,NHL,41,14,14,28,12,-25
