Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS
Ron Francis,1987-88,24,HAR,NHL,80,25,50,75,87,172,,"","",,,,,,,"",,,,,,,,104,51,71,10,-8,4.3,1.3,5.6
Ron Francis,1988-89,25,HAR,NHL,69,29,48,77,36,156,,"","",,,,,,,"",,,,,,,,116,49,83,20,4,5.2,1.1,6.3
Ron Francis,1989-90,26,HAR,NHL,80,32,69,101,73,170,,"","",,,,,,,"Byng-18,Selke-5",,,,,,,,137,61,77,14,13,6.6,1.6,8.2
Ron Francis,1990-91,27,TOT,NHL,81,23,64,87,72,174,,"","",,,,,,,Selke-21,,,,,,,,119,46,87,12,-2,5.5,1.2,6.6
Ron Francis,1991-92,28,PIT,NHL,70,21,33,54,30,121,,"","",,,,,,,"",,,,,,,,107,44,89,19,-7,3.1,0.4,3.5
Ron Francis,1992-93,29,PIT,NHL,84,24,76,100,68,215,,"","",,,,,,,Selke-6,,,,,,,,156,84,96,30,6,6.0,1.1,7.0
Ron Francis,1993-94,30,PIT,NHL,82,27,66,93,62,216,,"","",,,,,,,"AS-9,Selke-6",,,,,,,,134,60,111,34,-3,6.8,0.8,7.5
Ron Francis,1994-95,31,PIT,NHL,44,11,48,59,18,94,,"","",,,,,,,"AS-3,Byng-1,Selke-1",,,,,,,,77,25,43,21,30,4.6,1.2,5.8
Ron Francis,1995-96,32,PIT,NHL,77,27,92,119,56,158,,"","",,,,,,,"AS-7,AS-5,Byng-9,Selke-2",,,,,,,,189,92,101,29,25,9.3,1.3,10.5
Ron Francis,1996-97,33,PIT,NHL,81,27,63,90,20,183,,"","",,,,,,,"AS-8,Byng-4,Selke-8",,,,,,,,141,50,110,26,7,7.6,1.0,8.6
Ron Francis,1997-98,34,PIT,NHL,81,25,62,87,20,189,,"","",,,,,,,"AS-3,Byng-1,Hart-15,Selke-4",,,,,,,,126,50,73,9,12,8.2,1.6,9.8
Ron Francis,1998-99,35,CAR,NHL,82,21,31,52,34,133,,1797,21:55,,,,,,,"",,,,,,,,78,29,67,16,-2,2.8,1.7,4.6
Ron Francis,1999-00,36,CAR,NHL,78,23,50,73,18,150,,1714,21:58,,,,,,,"Byng-9,Selke-12",,,,,,,,104,43,59,8,10,5.2,2.7,7.9
Ron Francis,2000-01,37,CAR,NHL,82,15,50,65,32,130,,1661,20:15,,,,,,,"Byng-7,Selke-43",,,,,,,,93,47,71,10,-15,3.5,1.8,5.3
Ron Francis,2001-02,38,CAR,NHL,80,27,50,77,18,165,,1655,20:41,,,,,,,"AS-3,Byng-1,Clancy-1,Hart-6",,,,,,,,107,51,58,6,4,6.7,2.1,8.7
Ron Francis,2002-03,39,CAR,NHL,82,22,35,57,30,156,,1635,19:56,,,,,,,"Byng-8,Selke-38",,,,,,,,83,38,80,13,-22,4.0,1.3,5.4
Ron Francis,2003-04,40,TOT,NHL,80,13,27,40,14,91,,1266,15:49,,,,,,,Byng-10,,,,,,,,58,30,38,1,-9,2.5,1.2,3.6
Joe Cirella,1981-82,18,CLR,NHL,65,7,12,19,52,71,,"","",,,,,,,"",,,,,,,,57,10,90,7,-36,0.5,2.2,2.7
Joe Cirella,1982-83,19,NJD,NHL,2,0,1,1,4,3,,"","",,,,,,,"",,,,,,,,2,2,2,0,-2,0.0,0.0,0.0
Joe Cirella,1983-84,20,NJD,NHL,79,11,33,44,137,158,,"","",,,,,,,"",,,,,,,,101,37,125,18,-43,2.3,2.3,4.6
Joe Cirella,1984-85,21,NJD,NHL,66,6,18,24,141,97,,"","",,,,,,,"",,,,,,,,72,23,111,17,-44,0.8,1.5,2.3
Joe Cirella,1985-86,22,NJD,NHL,66,6,23,29,147,89,,"","",,,,,,,"",,,,,,,,97,25,116,32,-11,1.1,2.3,3.3
Joe Cirella,1986-87,23,NJD,NHL,65,9,22,31,111,115,,"","",,,,,,,"",,,,,,,,102,36,122,36,-21,1.7,1.5,3.2
Joe Cirella,1987-88,24,NJD,NHL,80,8,31,39,191,135,,"","",,,,,,,"",,,,,,,,111,32,124,60,15,1.8,5.0,6.7
Joe Cirella,1988-89,25,NJD,NHL,80,3,19,22,155,84,,"","",,,,,,,"",,,,,,,,61,5,142,72,-14,0.2,2.8,3.0
Joe Cirella,1989-90,26,QUE,NHL,56,4,14,18,67,76,,"","",,,,,,,"",,,,,,,,53,7,94,21,-27,0.5,1.2,1.7
Joe Cirella,1990-91,27,TOT,NHL,58,3,10,13,111,82,,"","",,,,,,,"",,,,,,,,55,15,95,28,-27,0.0,0.9,0.9
Joe Cirella,1991-92,28,NYR,NHL,67,3,12,15,121,58,,"","",,,,,,,"",,,,,,,,57,6,61,21,11,0.0,3.7,3.7
Joe Cirella,1992-93,29,NYR,NHL,55,3,6,9,85,37,,"","",,,,,,,"",,,,,,,,46,2,57,14,1,-0.2,2.5,2.3
Joe Cirella,1993-94,30,FLA,NHL,63,1,9,10,99,63,,"","",,,,,,,"",,,,,,,,54,3,76,33,8,-0.4,4.1,3.7
Joe Cirella,1994-95,31,FLA,NHL,20,0,1,1,21,13,,"","",,,,,,,"",,,,,,,,9,2,20,6,-7,-0.3,0.8,0.5
Joe Cirella,1995-96,32,OTT,NHL,6,0,0,0,4,3,,"","",,,,,,,"",,,,,,,,2,0,7,2,-3,-0.1,0.1,0.0
Jim Benning,1981-82,18,TOR,NHL,74,7,24,31,46,90,,"","",,,,,,,"",,,,,,,,82,25,91,7,-26,1.2,2.0,3.2
Jim Benning,1982-83,19,TOR,NHL,74,5,17,22,47,68,,"","",,,,,,,"",,,,,,,,78,29,58,1,-8,0.5,3.5,3.9
Jim Benning,1983-84,20,TOR,NHL,79,12,39,51,66,136,,"","",,,,,,,"",,,,,,,,139,54,109,20,-4,2.8,3.1,5.9
Jim Benning,1984-85,21,TOR,NHL,80,9,35,44,55,161,,"","",,,,,,,"",,,,,,,,110,52,101,4,-43,2.2,2.2,4.4
Jim Benning,1985-86,22,TOR,NHL,52,4,21,25,71,76,,"","",,,,,,,"",,,,,,,,78,23,64,5,-5,1.0,2.0,3.0
Jim Benning,1986-87,23,TOT,NHL,59,2,11,13,44,62,,"","",,,,,,,"",,,,,,,,62,13,43,3,9,-0.1,3.6,3.5
Jim Benning,1987-88,24,VAN,NHL,77,7,26,33,58,102,,"","",,,,,,,"",,,,,,,,97,29,92,24,0,1.4,4.0,5.3
Jim Benning,1988-89,25,VAN,NHL,65,3,9,12,48,55,,"","",,,,,,,"",,,,,,,,45,10,43,4,-4,-0.2,4.0,3.8
Jim Benning,1989-90,26,VAN,NHL,45,3,9,12,26,49,,"","",,,,,,,"",,,,,,,,42,6,41,9,4,0.2,2.6,2.9
Mark Hunter,1981-82,19,MTL,NHL,71,18,11,29,143,79,,"","",,,,,,,"",,,,,,,,43,4,29,0,11,0.2,1.1,1.3
Mark Hunter,1982-83,20,MTL,NHL,31,8,8,16,73,39,,"","",,,,,,,"",,,,,,,,25,2,18,0,4,0.5,0.4,0.9
Mark Hunter,1983-84,21,MTL,NHL,22,6,4,10,42,24,,"","",,,,,,,"",,,,,,,,14,1,15,0,-2,0.3,0.3,0.6
Mark Hunter,1984-85,22,MTL,NHL,72,21,12,33,123,107,,"","",,,,,,,"",,,,,,,,49,11,51,0,-13,1.0,0.7,1.8
Mark Hunter,1985-86,23,STL,NHL,78,44,30,74,171,204,,"","",,,,,,,AS-6,,,,,,,,108,36,64,7,13,5.0,1.3,6.3
Mark Hunter,1986-87,24,STL,NHL,74,36,33,69,167,178,,"","",,,,,,,"",,,,,,,,98,44,74,1,-22,4.9,0.5,5.5
Mark Hunter,1987-88,25,STL,NHL,66,32,31,63,136,164,,"","",,,,,,,"",,,,,,,,92,39,60,1,-6,4.4,0.8,5.2
Mark Hunter,1988-89,26,CGY,NHL,66,22,8,30,194,116,,"","",,,,,,,"",,,,,,,,56,25,27,0,4,1.3,0.8,2.1
Mark Hunter,1989-90,27,CGY,NHL,10,2,3,5,39,15,,"","",,,,,,,"",,,,,,,,9,4,5,0,0,0.1,0.1,0.2
Mark Hunter,1990-91,28,TOT,NHL,68,14,18,32,165,110,,"","",,,,,,,"",,,,,,,,51,19,30,0,2,1.0,0.7,1.7
Mark Hunter,1991-92,29,HAR,NHL,63,10,13,23,159,92,,"","",,,,,,,"",,,,,,,,37,12,39,6,-8,0.2,0.7,0.8
Mark Hunter,1992-93,30,WSH,NHL,7,0,0,0,14,5,,"","",,,,,,,"",,,,,,,,1,0,0,0,1,-0.3,0.1,-0.1
James Patrick,1983-84,20,NYR,NHL,12,1,7,8,2,15,,"","",,,,,,,"",,,,,,,,18,5,10,3,5,0.4,0.9,1.2
James Patrick,1984-85,21,NYR,NHL,75,8,28,36,71,102,,"","",,,,,,,"",,,,,,,,94,25,105,19,-18,1.5,2.8,4.3
James Patrick,1985-86,22,NYR,NHL,75,14,29,43,88,131,,"","",,,,,,,"",,,,,,,,100,34,85,33,12,2.4,4.9,7.3
James Patrick,1986-87,23,NYR,NHL,78,10,45,55,62,145,,"","",,,,,,,"AS-16,Norris-12",,,,,,,,125,37,95,20,13,3.2,4.1,7.3
James Patrick,1987-88,24,NYR,NHL,70,17,45,62,52,187,,"","",,,,,,,"AS-8,Norris-7",,,,,,,,120,52,78,26,16,4.2,4.8,9.0
James Patrick,1988-89,25,NYR,NHL,68,11,36,47,41,147,,"","",,,,,,,"",,,,,,,,107,49,80,25,3,2.8,3.4,6.1
James Patrick,1989-90,26,NYR,NHL,73,14,43,57,50,136,,"","",,,,,,,"",,,,,,,,125,54,99,32,4,3.8,4.7,8.5
James Patrick,1990-91,27,NYR,NHL,74,10,49,59,58,138,,"","",,,,,,,Norris-8,,,,,,,,115,60,83,23,-5,3.9,3.3,7.2
James Patrick,1991-92,28,NYR,NHL,80,14,57,71,54,148,,"","",,,,,,,AS-9,,,,,,,,143,52,82,25,34,5.0,5.6,10.6
James Patrick,1992-93,29,NYR,NHL,60,5,21,26,61,99,,"","",,,,,,,"",,,,,,,,82,28,80,27,1,1.1,2.8,3.9
James Patrick,1993-94,30,TOT,NHL,68,10,25,35,40,91,,"","",,,,,,,"",,,,,,,,72,27,70,20,-5,2.3,3.2,5.5
James Patrick,1994-95,31,CGY,NHL,43,0,10,10,14,43,,"","",,,,,,,"",,,,,,,,34,3,44,10,-3,0.0,1.6,1.7
James Patrick,1995-96,32,CGY,NHL,80,3,32,35,30,116,,"","",,,,,,,"",,,,,,,,81,31,79,32,3,1.8,4.5,6.3
James Patrick,1996-97,33,CGY,NHL,19,3,1,4,6,22,,"","",,,,,,,"",,,,,,,,15,2,16,5,2,0.3,1.2,1.5
James Patrick,1997-98,34,CGY,NHL,60,6,11,17,26,57,,"","",,,,,,,"",,,,,,,,54,8,64,16,-2,1.2,2.1,3.2
James Patrick,1998-99,35,BUF,NHL,45,1,7,8,16,31,,664,14:45,,,,,,,"",,,,,,,,25,0,22,9,12,0.3,2.2,2.5
James Patrick,1999-00,36,BUF,NHL,66,5,8,13,22,40,,1055,15:59,,,,,,,"",,,,,,,,38,0,43,13,8,0.8,2.8,3.6
James Patrick,2000-01,37,BUF,NHL,54,4,9,13,12,48,,932,17:16,,,,,,,"",,,,,,,,41,12,28,8,9,0.7,3.1,3.9
James Patrick,2001-02,38,BUF,NHL,56,5,8,13,16,45,,921,16:27,,,,,,,"",,,,,,,,30,4,29,6,3,1.0,2.4,3.4
James Patrick,2002-03,39,BUF,NHL,69,4,12,16,26,63,,1305,18:55,,,,,,,"",,,,,,,,45,11,52,15,-3,0.8,3.1,3.9
James Patrick,2003-04,40,BUF,NHL,55,4,7,11,12,44,,1044,18:59,,,,,,,"",,,,,,,,41,3,39,12,11,0.5,3.0,3.6
Garth Butcher,1981-82,19,VAN,NHL,5,0,0,0,9,7,,"","",,,,,,,"",,,,,,,,5,0,2,1,5,-0.1,0.6,0.5
Garth Butcher,1982-83,20,VAN,NHL,55,1,13,14,104,60,,"","",,,,,,,"",,,,,,,,50,3,58,4,-6,0.0,2.8,2.8
Garth Butcher,1983-84,21,VAN,NHL,28,2,0,2,34,33,,"","",,,,,,,"",,,,,,,,21,0,42,9,-12,-0.3,0.9,0.6
Garth Butcher,1984-85,22,VAN,NHL,75,3,9,12,152,59,,"","",,,,,,,"",,,,,,,,68,1,131,33,-31,-0.4,1.6,1.1
Garth Butcher,1985-86,23,VAN,NHL,70,4,7,11,188,57,,"","",,,,,,,"",,,,,,,,42,1,87,21,-26,-0.3,2.9,2.5
Garth Butcher,1986-87,24,VAN,NHL,70,5,15,20,207,97,,"","",,,,,,,"",,,,,,,,56,2,97,31,-10,0.5,3.1,3.6
Garth Butcher,1987-88,25,VAN,NHL,80,6,17,23,285,77,,"","",,,,,,,"",,,,,,,,66,10,95,25,-14,0.5,3.4,3.8
Garth Butcher,1988-89,26,VAN,NHL,78,0,20,20,227,101,,"","",,,,,,,"",,,,,,,,70,3,87,24,4,-0.1,5.3,5.2
Garth Butcher,1989-90,27,VAN,NHL,80,6,14,20,205,87,,"","",,,,,,,"",,,,,,,,71,3,114,36,-10,0.3,3.7,4.1
Garth Butcher,1990-91,28,TOT,NHL,82,6,16,22,289,75,,"","",,,,,,,"",,,,,,,,74,6,130,48,-14,0.5,3.4,3.9
Garth Butcher,1991-92,29,STL,NHL,68,5,15,20,189,50,,"","",,,,,,,"",,,,,,,,70,1,83,19,5,0.5,3.6,4.1
Garth Butcher,1992-93,30,STL,NHL,84,5,10,15,211,83,,"","",,,,,,,"",,,,,,,,74,4,92,22,0,-0.3,4.9,4.6
Garth Butcher,1993-94,31,TOT,NHL,77,4,15,19,143,66,,"","",,,,,,,"",,,,,,,,74,1,119,39,-7,0.3,3.1,3.4
Garth Butcher,1994-95,32,TOR,NHL,45,1,7,8,59,24,,"","",,,,,,,"",,,,,,,,36,0,51,10,-5,-0.1,2.2,2.1
Randy Moller,1982-83,19,QUE,NHL,75,2,12,14,145,75,,"","",,,,,,,"",,,,,,,,74,1,88,26,12,-0.4,3.1,2.8
Randy Moller,1983-84,20,QUE,NHL,74,4,14,18,147,78,,"","",,,,,,,"",,,,,,,,93,3,82,18,26,0.0,4.6,4.6
Randy Moller,1984-85,21,QUE,NHL,79,7,22,29,120,126,,"","",,,,,,,"",,,,,,,,101,5,94,27,28,0.9,5.4,6.3
Randy Moller,1985-86,22,QUE,NHL,69,5,18,23,141,105,,"","",,,,,,,"",,,,,,,,78,7,98,36,7,0.5,4.2,4.7
Randy Moller,1986-87,23,QUE,NHL,71,5,9,14,144,106,,"","",,,,,,,"",,,,,,,,70,1,102,22,-11,-0.1,3.8,3.7
Randy Moller,1987-88,24,QUE,NHL,66,3,22,25,169,116,,"","",,,,,,,"",,,,,,,,66,8,106,37,-11,0.6,3.0,3.6
Randy Moller,1988-89,25,QUE,NHL,74,7,22,29,136,117,,"","",,,,,,,"",,,,,,,,85,15,98,30,2,1.1,4.1,5.1
Randy Moller,1989-90,26,NYR,NHL,60,1,12,13,139,47,,"","",,,,,,,"",,,,,,,,46,1,63,17,-1,-0.2,3.6,3.5
Randy Moller,1990-91,27,NYR,NHL,61,4,19,23,161,75,,"","",,,,,,,"",,,,,,,,85,21,64,13,13,0.8,3.7,4.5
Randy Moller,1991-92,28,TOT,NHL,56,3,9,12,137,63,,"","",,,,,,,"",,,,,,,,39,3,66,16,-14,0.0,1.7,1.7
Randy Moller,1992-93,29,BUF,NHL,35,2,7,9,83,25,,"","",,,,,,,"",,,,,,,,30,1,33,10,6,0.1,2.0,2.1
Randy Moller,1993-94,30,BUF,NHL,78,2,11,13,154,77,,"","",,,,,,,"",,,,,,,,56,4,68,11,-5,-0.4,4.4,4.0
Randy Moller,1994-95,31,FLA,NHL,17,0,3,3,16,12,,"","",,,,,,,"",,,,,,,,7,0,14,2,-5,-0.1,0.8,0.7
Tony Tanti,1981-82,18,CBH,NHL,2,0,0,0,0,0,,"","",,,,,,,"",,,,,,,,1,0,1,0,0,-0.1,0.0,-0.1
Tony Tanti,1982-83,19,TOT,NHL,40,9,8,17,16,85,,"","",,,,,,,"",,,,,,,,31,10,30,0,-9,0.3,0.4,0.7
Tony Tanti,1983-84,20,VAN,NHL,79,45,41,86,50,247,,"","",,,,,,,AS-7,,,,,,,,123,48,95,8,-13,6.2,0.8,7.0
Tony Tanti,1984-85,21,VAN,NHL,68,39,20,59,45,217,,"","",,,,,,,"",,,,,,,,90,29,95,13,-21,4.4,0.4,4.8
Tony Tanti,1985-86,22,VAN,NHL,77,39,33,72,85,213,,"","",,,,,,,"",,,,,,,,114,53,73,4,-8,4.8,1.1,5.9
Tony Tanti,1986-87,23,VAN,NHL,77,41,38,79,84,242,,"","",,,,,,,AS-6,,,,,,,,113,40,75,7,4,6.1,1.3,7.4
Tony Tanti,1987-88,24,VAN,NHL,73,40,37,77,90,202,,"","",,,,,,,AS-11,,,,,,,,114,45,83,13,-1,6.0,1.1,7.0
Tony Tanti,1988-89,25,VAN,NHL,77,24,25,49,69,211,,"","",,,,,,,"",,,,,,,,75,32,60,7,-10,2.4,1.0,3.4
Tony Tanti,1989-90,26,TOT,NHL,78,28,36,64,72,192,,"","",,,,,,,"",,,,,,,,99,39,76,6,-10,3.7,0.8,4.5
Tony Tanti,1990-91,27,TOT,NHL,56,7,19,26,50,93,,"","",,,,,,,"",,,,,,,,48,18,27,0,3,0.5,0.6,1.1
Tony Tanti,1991-92,28,BUF,NHL,70,15,16,31,100,133,,"","",,,,,,,"",,,,,,,,52,18,55,17,-4,1.0,0.8,1.7
Ron Meighan,1981-82,18,MNS,NHL,7,1,1,2,2,4,,"","",,,,,,,"",,,,,,,,8,0,11,1,-1,0.1,0.4,0.4
Ron Meighan,1982-83,19,PIT,NHL,41,2,6,8,16,48,,"","",,,,,,,"",,,,,,,,36,5,47,6,-10,-0.1,1.5,1.4
Normand Leveille,1981-82,19,BOS,NHL,66,14,19,33,49,148,,"","",,,,,,,"",,,,,,,,58,4,38,0,15,0.5,1.3,1.8
Normand Leveille,1982-83,20,BOS,NHL,9,3,6,9,0,32,,"","",,,,,,,"",,,,,,,,12,4,7,0,0,0.5,0.1,0.6
Al MacInnis,1981-82,18,CGY,NHL,2,0,0,0,0,2,,"","",,,,,,,"",,,,,,,,1,0,1,0,0,0.0,0.1,0.1
Al MacInnis,1982-83,19,CGY,NHL,14,1,3,4,9,7,,"","",,,,,,,"",,,,,,,,13,0,14,1,0,0.1,0.7,0.8
Al MacInnis,1983-84,20,CGY,NHL,51,11,34,45,42,160,,"","",,,,,,,"",,,,,,,,84,47,38,1,-1,2.8,2.4,5.3
Al MacInnis,1984-85,21,CGY,NHL,67,14,52,66,75,259,,"","",,,,,,,"",,,,,,,,137,61,70,1,7,4.2,2.9,7.1
Al MacInnis,1985-86,22,CGY,NHL,77,11,57,68,76,241,,"","",,,,,,,AS-16,,,,,,,,165,76,80,29,37,3.9,4.9,8.8
Al MacInnis,1986-87,23,CGY,NHL,79,20,56,76,97,262,,"","",,,,,,,"AS-2,AS-4,Norris-6",,,,,,,,154,59,116,41,20,5.5,4.6,10.1
Al MacInnis,1987-88,24,CGY,NHL,80,25,58,83,114,245,,"","",,,,,,,AS-11,,,,,,,,166,76,108,31,13,6.3,3.1,9.4
Al MacInnis,1988-89,25,CGY,NHL,79,16,58,74,136,277,,"","",,,,,,,"AS-3,AS-2,Norris-3,Smythe-1",,,,,,,,189,84,102,35,38,5.1,6.1,11.1
