Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS
Ken McRae,1991-92,23,QUE,NHL,10,0,1,1,31,10,,"","",,,,,,,"",,,,,,,,1,0,6,0,-5,-0.3,0.0,-0.3
Ken McRae,1992-93,24,TOR,NHL,2,0,0,0,2,3,,"","",,,,,,,"",,,,,,,,0,0,1,0,-1,-0.1,0.0,-0.1
Ken McRae,1993-94,25,TOR,NHL,9,1,1,2,36,11,,"","",,,,,,,"",,,,,,,,5,0,4,0,1,-0.1,0.1,0.1
Jeff Greenlaw,1986-87,18,WSH,NHL,22,0,3,3,44,11,,"","",,,,,,,"",,,,,,,,7,0,6,1,2,-0.6,0.4,-0.3
Jeff Greenlaw,1990-91,22,WSH,NHL,10,2,0,2,10,9,,"","",,,,,,,"",,,,,,,,4,0,3,0,1,-0.1,0.2,0.1
Jeff Greenlaw,1991-92,23,WSH,NHL,5,0,1,1,34,3,,"","",,,,,,,"",,,,,,,,1,0,2,0,-1,-0.1,0.0,-0.1
Jeff Greenlaw,1992-93,24,WSH,NHL,16,1,1,2,18,15,,"","",,,,,,,"",,,,,,,,2,0,6,1,-3,-0.4,0.1,-0.3
Jeff Greenlaw,1993-94,25,FLA,NHL,4,0,1,1,2,6,,"","",,,,,,,"",,,,,,,,1,0,2,0,-1,-0.1,0.0,0.0
Kerry Huffman,1986-87,19,PHI,NHL,9,0,0,0,2,3,,"","",,,,,,,"",,,,,,,,6,1,0,0,5,-0.2,0.7,0.5
Kerry Huffman,1987-88,20,PHI,NHL,52,6,17,23,34,84,,"","",,,,,,,"",,,,,,,,52,19,48,4,-11,1.0,1.9,3.0
Kerry Huffman,1988-89,21,PHI,NHL,29,0,11,11,31,23,,"","",,,,,,,"",,,,,,,,32,14,18,0,0,0.2,1.5,1.7
Kerry Huffman,1989-90,22,PHI,NHL,43,1,12,13,34,70,,"","",,,,,,,"",,,,,,,,56,19,41,1,-3,0.2,1.8,2.0
Kerry Huffman,1990-91,23,PHI,NHL,10,1,2,3,10,14,,"","",,,,,,,"",,,,,,,,12,1,10,0,1,0.1,0.6,0.7
Kerry Huffman,1991-92,24,PHI,NHL,60,14,18,32,41,123,,"","",,,,,,,"",,,,,,,,66,20,57,12,1,2.3,3.4,5.7
Kerry Huffman,1992-93,25,QUE,NHL,52,4,18,22,54,86,,"","",,,,,,,"",,,,,,,,64,22,56,14,0,0.9,2.3,3.1
Kerry Huffman,1993-94,26,TOT,NHL,62,4,14,18,40,112,,"","",,,,,,,"",,,,,,,,55,21,77,15,-28,0.5,0.9,1.5
Kerry Huffman,1994-95,27,OTT,NHL,37,2,4,6,46,68,,"","",,,,,,,"",,,,,,,,30,9,50,12,-17,0.0,0.8,0.7
Kerry Huffman,1995-96,28,TOT,NHL,47,5,12,17,69,91,,"","",,,,,,,"",,,,,,,,47,25,46,6,-18,1.0,1.4,2.4
Kim Issel,1988-89,21,EDM,NHL,4,0,0,0,0,1,,"","",,,,,,,"",,,,,,,,1,0,2,0,-1,-0.2,0.0,-0.1
Adam Graves,1987-88,19,DET,NHL,9,0,1,1,8,9,,"","",,,,,,,"",,,,,,,,3,0,6,1,-2,-0.3,0.0,-0.2
Adam Graves,1988-89,20,DET,NHL,56,7,5,12,60,60,,"","",,,,,,,"",,,,,,,,22,1,26,0,-5,-0.8,0.5,-0.3
Adam Graves,1989-90,21,TOT,NHL,76,9,13,22,136,94,,"","",,,,,,,"",,,,,,,,36,3,35,2,0,-0.6,0.9,0.3
Adam Graves,1990-91,22,EDM,NHL,76,7,18,25,127,126,,"","",,,,,,,"",,,,,,,,42,10,56,3,-21,-0.4,0.3,-0.1
Adam Graves,1991-92,23,NYR,NHL,80,26,33,59,139,228,,"","",,,,,,,Selke-5,,,,,,,,99,15,81,16,19,3.6,1.4,5.0
Adam Graves,1992-93,24,NYR,NHL,84,36,29,65,148,275,,"","",,,,,,,"",,,,,,,,104,29,99,20,-4,4.5,1.0,5.5
Adam Graves,1993-94,25,NYR,NHL,84,52,27,79,127,291,,"","",,,,,,,"AS-2,Clancy-1,Hart-8,Selke-5",,,,,,,,137,54,85,29,27,7.8,1.9,9.8
Adam Graves,1994-95,26,NYR,NHL,47,17,14,31,51,185,,"","",,,,,,,"",,,,,,,,69,30,43,13,9,2.7,1.0,3.7
Adam Graves,1995-96,27,NYR,NHL,82,22,36,58,100,266,,"","",,,,,,,Selke-9,,,,,,,,121,48,96,41,18,3.6,1.5,5.1
Adam Graves,1996-97,28,NYR,NHL,82,33,28,61,66,269,,"","",,,,,,,"",,,,,,,,101,26,99,34,10,5.6,1.2,6.8
Adam Graves,1997-98,29,NYR,NHL,72,23,12,35,41,226,,"","",,,,,,,"",,,,,,,,60,33,73,16,-30,3.1,0.0,3.1
Adam Graves,1998-99,30,NYR,NHL,82,38,15,53,47,239,,1685,20:33,,,,,,,AS-8,,,,,,,,82,38,75,19,-12,4.8,1.5,6.3
Adam Graves,1999-00,31,NYR,NHL,77,23,17,40,14,194,,1445,18:46,,,,,,,"",,,,,,,,71,25,75,14,-15,2.4,1.1,3.5
Adam Graves,2000-01,32,NYR,NHL,82,10,16,26,77,136,,1290,15:44,,,,,,,Masterton-1,,,,,,,,60,28,61,13,-16,0.1,0.3,0.5
Adam Graves,2001-02,33,SJS,NHL,81,17,14,31,51,139,,1279,15:47,,,,,,,"",,,,,,,,50,5,48,14,11,1.7,1.5,3.2
Adam Graves,2002-03,34,SJS,NHL,82,9,9,18,32,118,,1070,13:03,,,,,,,"",,,,,,,,25,1,53,15,-14,-0.1,0.6,0.5
Dave Capuano,1989-90,21,TOT,NHL,33,3,5,8,12,26,,"","",,,,,,,"",,,,,,,,11,1,17,0,-7,-0.5,0.3,-0.2
Dave Capuano,1990-91,22,VAN,NHL,61,13,31,44,42,77,,"","",,,,,,,"",,,,,,,,56,17,38,0,1,2.2,1.0,3.2
Dave Capuano,1992-93,24,TBL,NHL,6,1,1,2,2,10,,"","",,,,,,,"",,,,,,,,3,3,4,0,-4,0.0,0.0,0.0
Dave Capuano,1993-94,25,SJS,NHL,4,0,1,1,0,5,,"","",,,,,,,"",,,,,,,,2,2,5,0,-5,-0.1,-0.1,-0.2
Greg Brown,1990-91,22,BUF,NHL,39,1,2,3,35,26,,"","",,,,,,,"",,,,,,,,22,3,39,0,-20,-0.5,0.7,0.2
Greg Brown,1992-93,24,BUF,NHL,10,0,1,1,6,10,,"","",,,,,,,"",,,,,,,,4,0,11,2,-5,-0.1,0.2,0.0
Greg Brown,1993-94,25,PIT,NHL,36,3,8,11,28,37,,"","",,,,,,,"",,,,,,,,28,5,26,4,1,0.4,1.5,1.9
Greg Brown,1994-95,26,WIN,NHL,9,0,3,3,17,12,,"","",,,,,,,"",,,,,,,,11,3,7,0,1,0.1,0.4,0.5
Benoit Brunet,1988-89,20,MTL,NHL,2,0,1,1,0,1,,"","",,,,,,,"",,,,,,,,2,0,2,0,0,0.0,0.0,0.0
Benoit Brunet,1990-91,22,MTL,NHL,17,1,3,4,0,12,,"","",,,,,,,"",,,,,,,,7,1,7,0,-1,-0.2,0.2,0.0
Benoit Brunet,1991-92,23,MTL,NHL,18,4,6,10,14,37,,"","",,,,,,,Calder-7,,,,,,,,15,6,5,0,4,0.4,0.4,0.8
Benoit Brunet,1992-93,24,MTL,NHL,47,10,15,25,19,71,,"","",,,,,,,"",,,,,,,,39,4,23,1,13,0.8,0.9,1.7
Benoit Brunet,1993-94,25,MTL,NHL,71,10,20,30,20,92,,"","",,,,,,,"",,,,,,,,42,0,44,16,14,0.6,1.3,2.0
Benoit Brunet,1994-95,26,MTL,NHL,45,7,18,25,16,80,,"","",,,,,,,"",,,,,,,,34,4,32,9,7,1.2,0.9,2.1
Benoit Brunet,1995-96,27,MTL,NHL,26,7,8,15,17,48,,"","",,,,,,,"",,,,,,,,19,6,27,10,-4,0.9,0.2,1.1
Benoit Brunet,1996-97,28,MTL,NHL,39,10,13,23,14,63,,"","",,,,,,,"",,,,,,,,36,5,36,11,6,1.5,0.6,2.1
Benoit Brunet,1997-98,29,MTL,NHL,68,12,20,32,61,87,,"","",,,,,,,"",,,,,,,,51,13,41,14,11,1.8,1.2,3.0
Benoit Brunet,1998-99,30,MTL,NHL,60,14,17,31,31,115,,1067,17:47,,,,,,,"",,,,,,,,43,10,46,12,-1,1.8,1.4,3.2
Benoit Brunet,1999-00,31,MTL,NHL,50,14,15,29,13,103,,899,17:59,,,,,,,"Byng-25,Selke-23",,,,,,,,41,18,30,10,3,2.0,1.4,3.4
Benoit Brunet,2000-01,32,MTL,NHL,35,3,11,14,12,61,,583,16:40,,,,,,,"",,,,,,,,20,5,28,9,-4,0.1,0.6,0.7
Benoit Brunet,2001-02,33,TOT,NHL,61,9,14,23,12,72,,847,13:53,,,,,,,"",,,,,,,,32,3,37,5,-3,1.2,0.8,1.9
Teppo Numminen,1988-89,20,WIN,NHL,69,1,14,15,36,85,"","","","","","","","","","",,,,,,,,65,13,73,10,-11,-0.2,2.4,2.2
Teppo Numminen,1989-90,21,WIN,NHL,79,11,32,43,20,105,"","","","","","","","","","",,,,,,,,88,22,92,22,-4,2.4,3.8,6.2
Teppo Numminen,1990-91,22,WIN,NHL,80,8,25,33,28,151,"","","","","","","","","","",,,,,,,,88,31,99,27,-15,1.5,3.7,5.1
Teppo Numminen,1991-92,23,WIN,NHL,80,5,34,39,32,143,"","","","","","","","","","",,,,,,,,106,38,85,32,15,1.7,5.9,7.7
Teppo Numminen,1992-93,24,WIN,NHL,66,7,30,37,33,103,"","","","","","","","","","",,,,,,,,92,26,96,34,4,1.9,3.3,5.2
Teppo Numminen,1993-94,25,WIN,NHL,57,5,18,23,28,89,"","","","","","","","","","",,,,,,,,68,24,108,41,-23,1.1,1.2,2.3
Teppo Numminen,1994-95,26,WIN,NHL,42,5,16,21,16,86,"","","","","","","","","","",,,,,,,,68,17,60,21,12,1.5,2.4,3.9
Teppo Numminen,1995-96,27,WIN,NHL,74,11,43,54,22,165,"","","","","","","","","","AS-12,Byng-19,Norris-11",,,,,,,,115,53,109,43,-4,4.3,2.6,6.9
Teppo Numminen,1996-97,28,PHX,NHL,82,2,25,27,28,135,"","","","","","","","","","",,,,,,,,93,20,102,26,-3,1.1,4.2,5.3
Teppo Numminen,1997-98,29,PHX,NHL,82,11,40,51,30,126,"","","","","","","","","","AS-10,Norris-9",,,,,,,,101,30,84,38,25,4.6,5.5,10.2
Teppo Numminen,1998-99,30,PHX,NHL,82,10,30,40,30,156,"",2004,24:26,"","","","","","",AS-18,,,,,,,,89,27,81,22,3,3.1,4.5,7.5
Teppo Numminen,1999-00,31,PHX,NHL,79,8,34,42,16,126,"",1866,23:37,"","","","","","","AS-13,Byng-15,Norris-11",,,,,,,,102,27,75,21,21,3.1,5.3,8.4
Teppo Numminen,2000-01,32,PHX,NHL,72,5,26,31,36,109,"",1762,24:28,"","","","","","",AS-18,,,,,,,,95,40,74,28,9,1.8,4.4,6.3
Teppo Numminen,2001-02,33,PHX,NHL,76,13,35,48,20,117,"",1813,23:51,"","","","","","","AS-6,Byng-8,Norris-7",,,,,,,,101,40,76,28,13,4.8,4.3,9.0
Teppo Numminen,2002-03,34,PHX,NHL,78,6,24,30,30,108,"",1861,23:51,"","","","","","","",,,,,,,,81,27,88,34,0,1.9,3.7,5.5
Teppo Numminen,2003-04,35,DAL,NHL,62,3,14,17,18,83,"",1343,21:40,"","","","","","","",,,,,,,,48,14,54,15,-5,0.7,3.2,3.9
Teppo Numminen,2005-06,37,BUF,NHL,75,2,38,40,36,60,"",1463,19:30,"","","","","","","",,,,,,,,89,37,60,14,6,2.4,3.9,6.3
Teppo Numminen,2006-07,38,BUF,NHL,79,2,27,29,32,69,"",1643,20:48,"","","","","","","",,,,,,,,100,26,91,34,17,1.2,3.1,4.4
Teppo Numminen,2007-08,39,BUF,NHL,1,0,0,0,0,1,2,16,16:03,0,0,2,0,0,0,"",9,16,6,11,0,0,100.0,0,0,0,0,0,0.0,0.0,0.0
Teppo Numminen,2008-09,40,BUF,NHL,57,2,15,17,22,34,78,998,17:30,0,0,45,12,14,23,"",720,761,557,586,31,36,98.6,43,11,40,4,-4,0.8,1.9,2.7
Neil Wilkinson,1989-90,22,MNS,NHL,36,0,5,5,100,36,,"","",,,,,,,"",,,,,,,,29,3,35,8,-1,-0.3,1.9,1.5
Neil Wilkinson,1990-91,23,MNS,NHL,50,2,9,11,117,55,,"","",,,,,,,"",,,,,,,,37,7,49,14,-5,0.0,2.5,2.4
Neil Wilkinson,1991-92,24,SJS,NHL,60,4,15,19,107,95,,"","",,,,,,,"",,,,,,,,59,12,80,22,-11,0.6,2.4,3.0
Neil Wilkinson,1992-93,25,SJS,NHL,59,1,7,8,96,51,,"","",,,,,,,"",,,,,,,,31,2,104,25,-50,-0.5,0.2,-0.4
Neil Wilkinson,1993-94,26,CHI,NHL,72,3,9,12,116,72,,"","",,,,,,,"",,,,,,,,50,5,52,9,2,-0.3,4.1,3.8
Neil Wilkinson,1994-95,27,WIN,NHL,40,1,4,5,75,25,,"","",,,,,,,"",,,,,,,,16,1,48,7,-26,-0.3,-0.3,-0.5
Neil Wilkinson,1995-96,28,TOT,NHL,62,3,14,17,120,59,,"","",,,,,,,"",,,,,,,,63,1,82,32,12,0.5,2.7,3.2
Neil Wilkinson,1996-97,29,PIT,NHL,23,0,0,0,36,16,,"","",,,,,,,"",,,,,,,,8,0,24,4,-12,-0.5,-0.1,-0.5
Neil Wilkinson,1997-98,30,PIT,NHL,34,2,4,6,24,19,,"","",,,,,,,"",,,,,,,,17,3,19,5,0,0.1,1.8,1.9
Neil Wilkinson,1998-99,31,PIT,NHL,24,0,0,0,22,11,,239,9:58,,,,,,,"",,,,,,,,7,0,9,0,-2,-0.2,0.2,0.0
Marc Laforge,1989-90,22,HAR,NHL,9,0,0,0,43,0,,"","",,,,,,,"",,,,,,,,0,0,1,0,-1,-0.2,0.5,0.3
Marc Laforge,1993-94,26,EDM,NHL,5,0,0,0,21,0,,"","",,,,,,,"",,,,,,,,3,0,7,2,-2,-0.1,0.1,0.0
Dean Kolstad,1988-89,20,MNS,NHL,25,1,5,6,42,41,,"","",,,,,,,"",,,,,,,,28,12,28,7,-5,0.0,1.2,1.2
Dean Kolstad,1990-91,22,MNS,NHL,5,0,0,0,15,9,,"","",,,,,,,"",,,,,,,,1,1,2,0,-2,-0.1,0.2,0.1
Dean Kolstad,1992-93,24,SJS,NHL,10,0,2,2,12,22,,"","",,,,,,,"",,,,,,,,5,4,11,1,-9,-0.1,0.0,-0.1
Darryl Shannon,1988-89,20,TOR,NHL,14,1,3,4,6,16,,"","",,,,,,,"",,,,,,,,19,2,13,1,5,0.1,0.9,0.9
Darryl Shannon,1989-90,21,TOR,NHL,10,0,1,1,12,16,,"","",,,,,,,"",,,,,,,,5,0,15,0,-10,-0.1,-0.2,-0.4
Darryl Shannon,1990-91,22,TOR,NHL,10,0,1,1,0,3,,"","",,,,,,,"",,,,,,,,5,0,4,0,1,-0.1,0.6,0.4
Darryl Shannon,1991-92,23,TOR,NHL,48,2,8,10,23,50,,"","",,,,,,,"",,,,,,,,22,7,34,2,-17,-0.1,1.8,1.8
Darryl Shannon,1992-93,24,TOR,NHL,16,0,0,0,11,10,,"","",,,,,,,"",,,,,,,,3,0,9,1,-5,-0.3,0.7,0.4
Darryl Shannon,1993-94,25,WIN,NHL,20,0,4,4,18,14,,"","",,,,,,,"",,,,,,,,11,1,20,4,-6,-0.1,0.6,0.5
Darryl Shannon,1994-95,26,WIN,NHL,40,5,9,14,48,42,,"","",,,,,,,"",,,,,,,,26,0,30,5,1,0.9,1.6,2.5
Darryl Shannon,1995-96,27,TOT,NHL,74,4,13,17,92,59,,"","",,,,,,,"",,,,,,,,65,3,85,38,15,0.4,4.1,4.5
Darryl Shannon,1996-97,28,BUF,NHL,82,4,19,23,112,94,,"","",,,,,,,"",,,,,,,,78,4,74,23,23,0.9,5.3,6.2
Darryl Shannon,1997-98,29,BUF,NHL,76,3,19,22,56,85,,"","",,,,,,,"",,,,,,,,71,14,57,26,26,1.0,5.5,6.5
Darryl Shannon,1998-99,30,BUF,NHL,71,3,12,15,52,80,,1432,20:10,,,,,,,"AS-21,Norris-18",,,,,,,,67,6,50,17,28,0.4,5.0,5.4
Darryl Shannon,1999-00,31,TOT,NHL,76,6,21,27,87,112,,1682,22:08,,,,,,,"",,,,,,,,75,27,97,22,-27,1.6,1.7,3.3
Darryl Shannon,2000-01,32,MTL,NHL,7,0,1,1,6,6,,126,18:03,,,,,,,"",,,,,,,,2,1,7,2,-4,0.0,0.0,0.0
Brian Glynn,1987-88,20,CGY,NHL,67,5,14,19,87,84,,"","",,,,,,,"",,,,,,,,71,14,82,23,-2,0.4,1.9,2.3
Brian Glynn,1988-89,21,CGY,NHL,9,0,1,1,19,4,,"","",,,,,,,"",,,,,,,,6,1,5,1,1,-0.1,0.5,0.4
Brian Glynn,1989-90,22,CGY,NHL,1,0,0,0,0,0,,"","",,,,,,,"",,,,,,,,0,0,1,0,-1,0.0,0.0,0.0
Brian Glynn,1990-91,23,MNS,NHL,66,8,11,19,83,111,,"","",,,,,,,"",,,,,,,,66,19,52,0,-5,0.7,3.4,4.1
Brian Glynn,1991-92,24,TOT,NHL,62,4,18,22,30,82,,"","",,,,,,,"",,,,,,,,72,20,81,24,-5,0.7,2.7,3.4
Brian Glynn,1992-93,25,EDM,NHL,64,4,12,16,60,80,,"","",,,,,,,"",,,,,,,,49,12,82,32,-13,0.2,2.5,2.7
Brian Glynn,1993-94,26,TOT,NHL,64,2,13,15,53,71,,"","",,,,,,,"",,,,,,,,53,19,76,23,-19,0.1,1.7,1.8
Brian Glynn,1994-95,27,HAR,NHL,43,1,6,7,32,35,,"","",,,,,,,"",,,,,,,,28,2,38,10,-2,-0.2,2.2,2.0
Brian Glynn,1995-96,28,HAR,NHL,54,0,4,4,44,46,,"","",,,,,,,"",,,,,,,,29,7,44,7,-15,-0.7,1.6,0.9
Brian Glynn,1996-97,29,HAR,NHL,1,1,0,1,2,2,,"","",,,,,,,"",,,,,,,,3,1,0,0,2,0.2,0.2,0.4
Dennis Vaske,1990-91,23,NYI,NHL,5,0,0,0,2,3,,"","",,,,,,,"",,,,,,,,7,0,4,1,4,-0.1,0.5,0.4
Dennis Vaske,1991-92,24,NYI,NHL,39,0,1,1,39,26,,"","",,,,,,,"",,,,,,,,35,1,42,13,5,-0.7,1.8,1.1
Dennis Vaske,1992-93,25,NYI,NHL,27,1,5,6,32,15,,"","",,,,,,,"",,,,,,,,34,0,28,3,9,0.0,1.8,1.8
Dennis Vaske,1993-94,26,NYI,NHL,65,2,11,13,76,71,,"","",,,,,,,"",,,,,,,,71,5,67,22,21,-0.1,4.4,4.3
Dennis Vaske,1994-95,27,NYI,NHL,41,1,11,12,53,48,,"","",,,,,,,"",,,,,,,,44,7,53,19,3,0.4,2.1,2.5
Dennis Vaske,1995-96,28,NYI,NHL,19,1,6,7,21,19,,"","",,,,,,,"",,,,,,,,18,8,36,13,-13,0.3,0.0,0.4
Dennis Vaske,1996-97,29,NYI,NHL,17,0,4,4,12,19,,"","",,,,,,,"",,,,,,,,17,2,13,1,3,0.1,1.0,1.0
Dennis Vaske,1997-98,30,NYI,NHL,19,0,3,3,12,16,,"","",,,,,,,"",,,,,,,,18,3,16,3,2,-0.1,1.1,1.0
Dennis Vaske,1998-99,31,BOS,NHL,3,0,0,0,6,0,,25,8:19,,,,,,,"",,,,,,,,0,0,3,0,-3,0.0,-0.2,-0.2
Jean-Marc Routhier,1989-90,21,QUE,NHL,8,0,0,0,9,8,,"","",,,,,,,"",,,,,,,,0,0,3,0,-3,-0.3,0.1,-0.3
Steve Seftel,1990-91,22,WSH,NHL,4,0,0,0,2,2,,"","",,,,,,,"",,,,,,,,0,0,2,0,-2,-0.2,0.0,-0.1
Stephane Guerard,1987-88,19,QUE,NHL,30,0,0,0,34,12,,"","",,,,,,,"",,,,,,,,14,0,24,3,-7,-0.6,1.3,0.6
Stephane Guerard,1989-90,21,QUE,NHL,4,0,0,0,6,9,,"","",,,,,,,"",,,,,,,,1,0,8,2,-5,-0.1,-0.1,-0.2
Derek Mayer,1993-94,26,OTT,NHL,17,2,2,4,8,29,,"","",,,,,,,"",,,,,,,,14,8,27,5,-16,0.1,-0.2,-0.1
Denis Larocque,1987-88,20,LAK,NHL,8,0,1,1,18,2,,"","",,,,,,,"",,,,,,,,3,0,10,3,-4,-0.1,0.1,0.0
Janne Ojanen,1988-89,20,NJD,NHL,3,0,1,1,2,1,,"","",,,,,,,"",,,,,,,,1,0,2,0,-1,0.0,0.0,0.0
Janne Ojanen,1989-90,21,NJD,NHL,64,17,13,30,12,76,,"","",,,,,,,"",,,,,,,,38,7,37,1,-5,1.0,0.6,1.6
Janne Ojanen,1992-93,24,NJD,NHL,31,4,9,13,14,44,,"","",,,,,,,"",,,,,,,,29,14,18,1,-2,0.1,0.3,0.4
Brad Aitken,1987-88,20,PIT,NHL,5,1,1,2,0,4,,"","",,,,,,,"",,,,,,,,2,0,1,0,1,0.0,0.1,0.1
Brad Aitken,1990-91,23,TOT,NHL,9,0,2,2,25,3,,"","",,,,,,,"",,,,,,,,2,0,5,0,-3,-0.2,0.0,-0.2
Bob Corkum,1989-90,22,BUF,NHL,8,2,0,2,4,6,,"","",,,,,,,"",,,,,,,,5,1,2,0,2,0.0,0.2,0.2
Bob Corkum,1991-92,24,BUF,NHL,20,2,4,6,21,23,,"","",,,,,,,"",,,,,,,,9,0,24,6,-9,-0.1,0.0,-0.1
Bob Corkum,1992-93,25,BUF,NHL,68,6,4,10,38,69,,"","",,,,,,,"",,,,,,,,17,0,46,26,-3,-1.4,0.8,-0.7
Bob Corkum,1993-94,26,MDA,NHL,76,23,28,51,18,180,,"","",,,,,,,"",,,,,,,,68,12,87,35,4,3.5,1.3,4.8
Bob Corkum,1994-95,27,MDA,NHL,44,10,9,19,25,100,,"","",,,,,,,"",,,,,,,,28,4,48,17,-7,0.9,0.3,1.2
Bob Corkum,1995-96,28,TOT,NHL,76,9,10,19,34,126,,"","",,,,,,,"",,,,,,,,34,2,55,26,3,-0.6,1.1,0.5
Bob Corkum,1996-97,29,PHX,NHL,80,9,11,20,40,119,,"","",,,,,,,"",,,,,,,,38,2,61,18,-7,-0.4,0.9,0.5
Bob Corkum,1997-98,30,PHX,NHL,76,12,9,21,28,105,,"","",,,,,,,Selke-16,,,,,,,,31,0,71,33,-7,0.5,0.5,1.0
Bob Corkum,1998-99,31,PHX,NHL,77,9,10,19,17,146,,1328,17:15,,,,,,,"",,,,,,,,29,0,58,20,-9,-0.7,1.1,0.4
Bob Corkum,1999-00,32,LAK,NHL,45,5,6,11,14,45,,650,14:26,,,,,,,"",,,,,,,,18,0,38,20,0,-0.2,0.6,0.4
Bob Corkum,2000-01,33,TOT,NHL,75,7,7,14,22,66,,946,12:37,,,,,,,"",,,,,,,,22,1,56,27,-8,-0.5,0.5,0.0
Bob Corkum,2001-02,34,TOT,NHL,75,3,5,8,20,80,,1133,15:06,,,,,,,"",,,,,,,,20,1,75,24,-32,-1.9,-0.1,-2.0
Don Gibson,1990-91,23,VAN,NHL,14,0,3,3,20,9,,"","",,,,,,,"",,,,,,,,11,1,11,0,-1,-0.1,0.7,0.6
Rick Bennett,1989-90,22,NYR,NHL,6,1,0,1,5,6,,"","",,,,,,,"",,,,,,,,1,0,6,1,-4,-0.1,0.0,-0.1
Rick Bennett,1990-91,23,NYR,NHL,6,0,0,0,6,3,,"","",,,,,,,"",,,,,,,,2,0,4,0,-2,-0.2,0.0,-0.2
Rick Bennett,1991-92,24,NYR,NHL,3,0,1,1,2,2,,"","",,,,,,,"",,,,,,,,1,0,1,0,0,0.0,0.0,0.0
Rob Zettler,1988-89,20,MNS,NHL,2,0,0,0,0,0,,"","",,,,,,,"",,,,,,,,0,0,1,0,-1,0.0,0.1,0.0
Rob Zettler,1989-90,21,MNS,NHL,31,0,8,8,45,21,,"","",,,,,,,"",,,,,,,,26,2,42,11,-7,0.0,1.3,1.2
Rob Zettler,1990-91,22,MNS,NHL,47,1,4,5,119,30,,"","",,,,,,,"",,,,,,,,30,1,64,25,-10,-0.5,2.0,1.5
Rob Zettler,1991-92,23,SJS,NHL,74,1,8,9,99,72,,"","",,,,,,,"",,,,,,,,59,2,112,32,-23,-0.7,2.4,1.7
Rob Zettler,1992-93,24,SJS,NHL,80,0,7,7,150,60,,"","",,,,,,,"",,,,,,,,43,1,130,38,-50,-1.1,1.3,0.1
Rob Zettler,1993-94,25,TOT,NHL,75,0,7,7,134,55,,"","",,,,,,,"",,,,,,,,45,3,94,26,-26,-1.0,1.9,0.9
Rob Zettler,1994-95,26,PHI,NHL,32,0,1,1,34,17,,"","",,,,,,,"",,,,,,,,14,0,28,11,-3,-0.6,1.4,0.8
Rob Zettler,1995-96,27,TOR,NHL,29,0,1,1,48,11,,"","",,,,,,,"",,,,,,,,8,0,14,5,-1,-0.5,1.5,1.0
Rob Zettler,1996-97,28,TOR,NHL,48,2,12,14,51,31,,"","",,,,,,,"",,,,,,,,37,0,39,10,8,0.6,2.6,3.2
Rob Zettler,1997-98,29,TOR,NHL,59,0,7,7,108,28,,"","",,,,,,,"",,,,,,,,30,2,44,8,-8,-0.5,2.4,1.9
Rob Zettler,1998-99,30,NSH,NHL,2,0,0,0,2,0,,33,16:16,,,,,,,"",,,,,,,,0,0,2,0,-2,0.0,-0.1,-0.1
Rob Zettler,1999-00,31,WSH,NHL,12,0,2,2,19,15,,184,15:22,,,,,,,"",,,,,,,,6,0,7,0,-1,0.0,0.3,0.3
Rob Zettler,2000-01,32,WSH,NHL,29,0,4,4,55,17,,352,12:08,,,,,,,"",,,,,,,,10,0,14,4,0,0.0,0.8,0.8
Rob Zettler,2001-02,33,WSH,NHL,49,1,4,5,56,28,,706,14:25,,,,,,,"",,,,,,,,26,0,33,10,3,-0.1,1.5,1.4
Jyrki Lumme,1988-89,22,MTL,NHL,21,1,3,4,10,18,,"","",,,,,,,"",,,,,,,,21,8,12,2,3,-0.1,1.4,1.4
Jyrki Lumme,1989-90,23,TOT,NHL,65,4,26,30,49,109,,"","",,,,,,,"",,,,,,,,85,23,50,5,17,1.2,4.5,5.8
Jyrki Lumme,1990-91,24,VAN,NHL,80,5,27,32,59,157,,"","",,,,,,,"",,,,,,,,91,25,96,15,-15,1.3,3.3,4.6
Jyrki Lumme,1991-92,25,VAN,NHL,75,12,32,44,65,106,,"","",,,,,,,AS-12,,,,,,,,125,45,77,22,25,2.8,5.5,8.3
Jyrki Lumme,1992-93,26,VAN,NHL,74,8,36,44,55,123,,"","",,,,,,,AS-16,,,,,,,,110,29,80,29,30,2.4,4.5,6.9
Jyrki Lumme,1993-94,27,VAN,NHL,83,13,42,55,50,161,,"","",,,,,,,"",,,,,,,,107,34,117,47,3,4.0,4.1,8.2
Jyrki Lumme,1994-95,28,VAN,NHL,36,5,12,17,26,78,,"","",,,,,,,"",,,,,,,,47,13,41,11,4,1.3,2.0,3.2
Jyrki Lumme,1995-96,29,VAN,NHL,80,17,37,54,50,192,,"","",,,,,,,"",,,,,,,,109,43,119,44,-9,4.6,2.6,7.2
Jyrki Lumme,1996-97,30,VAN,NHL,66,11,24,35,32,107,,"","",,,,,,,"",,,,,,,,82,25,75,26,8,3.0,3.0,6.0
Jyrki Lumme,1997-98,31,VAN,NHL,74,9,21,30,34,117,,"","",,,,,,,"",,,,,,,,86,28,117,34,-25,2.6,0.6,3.1
