Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Bryan Berard,1996-97,19,NYI,NHL,82,8,40,48,86,172,"","","","","","","","","","AS-14,Calder-1,Norris-11",,,,,,,,105,33,73,2,1,3.8,3.8,7.6,,
Bryan Berard,1997-98,20,NYI,NHL,75,14,32,46,59,192,"","","","","","","","","","",,,,,,,,97,45,92,8,-32,4.8,1.4,6.2,,
Bryan Berard,1998-99,21,TOT,NHL,69,9,25,34,48,135,"",1627,23:35,"","","","","","","",,,,,,,,93,37,76,21,1,2.8,2.6,5.5,,
Bryan Berard,1999-00,22,TOR,NHL,64,3,27,30,42,98,"",1253,19:34,"","","","","","","",,,,,,,,76,23,45,3,11,2.1,3.0,5.1,,
Bryan Berard,2001-02,24,NYR,NHL,82,2,21,23,60,132,"",1610,19:38,"","","","","","","",,,,,,,,76,12,84,19,-1,1.0,2.0,3.0,,
Bryan Berard,2002-03,25,BOS,NHL,80,10,28,38,64,205,"",1709,21:21,"","","","","","","",,,,,,,,98,36,85,19,-4,3.4,2.2,5.6,,
Bryan Berard,2003-04,26,CHI,NHL,58,13,34,47,53,203,"",1263,21:46,"","","","","","","Masterton-1,Norris-17",,,,,,,,78,30,75,3,-24,5.2,0.9,6.1,,
Bryan Berard,2005-06,28,CBJ,NHL,44,12,20,32,32,126,"",997,22:40,"","","","","","","",,,,,,,,59,35,60,7,-29,3.2,0.0,3.3,,
Bryan Berard,2006-07,29,CBJ,NHL,11,0,3,3,8,22,"",209,18:58,"","","","","","","",,,,,,,,13,4,14,1,-4,0.1,0.2,0.3,,
Bryan Berard,2007-08,30,NYI,NHL,54,5,17,22,48,87,206,953,17:38,0,0,59,37,19,37,"",661,658,487,499,22,31,97.8,41,19,40,1,-17,1.9,0.8,2.7,,
Wade Redden,1996-97,19,OTT,NHL,82,6,24,30,41,102,"","","","","","","","","",Calder-6,,,,,,,,75,22,66,14,1,1.8,4.9,6.7,,
Wade Redden,1997-98,20,OTT,NHL,80,8,14,22,27,103,"","","","","","","","","","",,,,,,,,67,13,54,17,17,1.5,6.1,7.5,,
Wade Redden,1998-99,21,OTT,NHL,72,8,21,29,54,127,"",1688,23:27,"","","","","","",AS-21,,,,,,,,81,22,71,19,7,2.2,4.0,6.1,,
Wade Redden,1999-00,22,OTT,NHL,81,10,26,36,49,163,"",1921,23:43,"","","","","","","AS-19,Norris-11",,,,,,,,97,29,83,14,-1,2.8,4.1,6.8,,
Wade Redden,2000-01,23,OTT,NHL,78,10,37,47,49,159,"",1972,25:17,"","","","","","","AS-11,Norris-12",,,,,,,,127,41,89,25,22,3.8,5.1,8.9,,
Wade Redden,2001-02,24,OTT,NHL,79,9,25,34,48,156,"",1983,25:06,"","","","","","",AS-18,,,,,,,,119,31,88,22,22,2.7,5.4,8.2,,
Wade Redden,2002-03,25,OTT,NHL,76,10,35,45,70,154,"",1930,25:24,"","","","","","","AS-9,Norris-9",,,,,,,,117,46,71,23,23,3.9,5.8,9.7,,
Wade Redden,2003-04,26,OTT,NHL,81,17,26,43,65,175,"",2017,24:54,"","","","","","","AS-10,Norris-10",,,,,,,,127,57,82,33,21,4.5,5.2,9.7,,
