Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Nico Hischier,2017-18,19,NJD,NHL,82,20,32,52,26,180,289,1337,16:19,422,561,39,56,56,26,Calder-7,1121,1118,868,868,69,56,101.5,80,11,61,2,10,3.9,2.0,5.9,57.4,52.1
Nico Hischier,2018-19,20,NJD,NHL,69,17,30,47,24,160,248,1249,18:06,437,529,44,53,38,32,"",966,951,756,717,55,51,99.5,80,24,57,1,0,3.1,1.7,4.8,52.2,38.7
Nolan Patrick,2017-18,19,PHI,NHL,73,13,17,30,30,127,204,1002,13:43,376,367,19,48,32,33,"",845,882,642,660,33,29,100.9,44,11,32,0,1,1.5,1.1,2.6,37.5,36.7
Nolan Patrick,2018-19,20,PHI,NHL,72,13,18,31,27,115,203,1086,15:05,399,380,26,72,40,26,"",862,979,625,720,40,41,101.4,47,7,47,0,-8,1.3,0.9,2.2,36.8,39.9
Miro Heiskanen,2018-19,19,DAL,NHL,82,12,21,33,16,182,364,1895,23:07,0,0,71,34,35,96,Calder-4,1588,1530,1193,1155,65,80,97.8,80,14,91,11,-14,2.2,4.3,6.5,78.5,70.1
Elias Pettersson,2018-19,20,VAN,NHL,71,28,38,66,12,144,266,1294,18:14,257,370,51,42,41,52,"Byng-24,Calder-1",1019,964,745,716,53,51,100.0,85,31,53,1,3,6.0,1.7,7.8,40.9,43.6
Lias Andersson,2017-18,19,NYR,NHL,7,1,1,2,0,5,10,84,11:57,19,28,3,9,4,0,"",69,90,47,76,4,3,107.2,4,0,4,1,1,0.1,0.1,0.2,2.2,4.9
Lias Andersson,2018-19,20,NYR,NHL,42,2,4,6,29,41,63,450,10:43,84,106,8,60,14,12,"",321,434,249,320,9,23,94.8,10,0,24,1,-13,-0.5,0.0,-0.4,14.7,21.1
Casey Mittelstadt,2017-18,19,BUF,NHL,6,1,4,5,2,9,15,84,14:01,17,19,2,2,0,5,"",59,61,46,49,5,4,103.5,8,3,4,0,1,0.4,0.2,0.6,2.9,2.3
Casey Mittelstadt,2018-19,20,BUF,NHL,77,12,13,25,10,118,196,1036,13:27,213,323,16,30,31,39,"",816,854,620,678,32,48,97.1,47,15,51,0,-19,0.8,0.6,1.4,35.3,43.8
