Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Erik Johnson,2007-08,19,STL,NHL,69,5,28,33,28,105,224,1255,18:11,0,1,64,87,27,37,Calder-12,786,778,626,594,39,43,98.5,65,25,50,1,-9,2.7,2.2,4.8,"",""
Erik Johnson,2009-10,21,STL,NHL,79,10,29,39,79,186,380,1694,21:27,0,0,77,70,44,47,"",1324,1172,1005,909,61,58,99.8,88,26,68,7,1,3.3,4.1,7.4,"",""
Erik Johnson,2010-11,22,TOT,NHL,77,8,21,29,56,161,315,1757,22:49,0,0,133,99,28,43,"",1255,1228,951,932,51,62,98.1,77,22,92,24,-13,2.1,2.3,4.3,"",""
Erik Johnson,2011-12,23,COL,NHL,73,4,22,26,26,155,308,1521,20:50,0,0,94,123,35,44,"",1286,1126,954,854,50,57,98.1,69,17,70,11,-7,1.6,3.0,4.6,"",""
Erik Johnson,2012-13,24,COL,NHL,31,0,4,4,18,64,119,643,20:45,0,0,58,44,19,26,"",497,481,377,357,22,27,97.0,27,3,39,12,-3,-0.3,1.0,0.7,120.6,130.7
Erik Johnson,2013-14,25,COL,NHL,80,9,30,39,61,157,311,1841,23:00,0,0,130,136,49,42,"",1390,1548,1043,1172,65,60,101.1,92,27,65,5,5,3.0,3.5,6.5,63.3,67.5
Erik Johnson,2014-15,26,COL,NHL,47,12,11,23,33,115,226,1148,24:25,0,0,107,93,26,38,"",819,929,634,688,38,37,100.3,50,10,53,15,2,2.5,2.7,5.2,33.5,43.7
Erik Johnson,2015-16,27,COL,NHL,73,11,16,27,50,175,307,1711,23:27,0,1,197,126,30,45,"",1154,1442,889,979,44,67,97.1,67,17,98,29,-19,2.1,2.2,4.2,49.9,56.7
Erik Johnson,2016-17,28,COL,NHL,46,2,15,17,9,96,204,1016,22:05,0,0,98,87,18,23,"",777,742,569,554,32,38,98.4,40,7,63,25,-6,0.8,2.1,2.9,31.6,33.1
Erik Johnson,2017-18,29,COL,NHL,62,9,16,25,58,168,291,1577,25:26,0,1,135,114,41,39,"",1127,1248,844,925,60,59,100.9,76,11,92,29,3,1.6,3.5,5.1,50.6,52.7
Erik Johnson,2018-19,30,COL,NHL,80,7,18,25,38,144,283,1745,21:49,0,0,143,124,31,41,"",1382,1485,1010,1096,70,69,100.5,79,4,98,29,8,1.1,4.0,5.1,67.0,67.9
Jordan Staal,2006-07,18,PIT,NHL,81,29,13,42,24,131,"",1210,14:56,"","","","","","","Byng-42,Calder-3,Selke-13",,,,,,,,64,17,63,32,16,3.8,1.9,5.6,"",""
Jordan Staal,2007-08,19,PIT,NHL,82,12,16,28,55,183,301,1498,18:16,507,695,57,86,40,37,Selke-58,896,1043,683,784,34,37,100.4,43,8,70,30,-5,0.0,1.3,1.3,"",""
Jordan Staal,2008-09,20,PIT,NHL,82,22,27,49,37,166,300,1627,19:51,567,639,55,156,45,44,Selke-28,985,1016,729,736,51,47,101.0,72,16,81,30,5,2.8,1.7,4.5,"",""
Jordan Staal,2009-10,21,PIT,NHL,82,21,28,49,57,195,327,1590,19:24,633,679,41,117,41,31,"Byng-24,Selke-3",1158,962,868,737,61,40,102.0,77,13,74,29,19,3.0,2.4,5.4,"",""
Jordan Staal,2010-11,22,PIT,NHL,42,11,19,30,24,91,166,897,21:21,376,425,13,70,20,10,Selke-14,667,580,474,449,31,28,101.1,47,12,37,9,7,1.9,1.3,3.3,"",""
Jordan Staal,2011-12,23,PIT,NHL,62,25,25,50,34,149,265,1243,20:03,591,567,23,101,39,26,Selke-8,1014,820,765,622,51,45,98.7,65,9,56,11,11,4.9,1.7,6.6,"",""
Jordan Staal,2012-13,24,CAR,NHL,48,10,21,31,32,114,188,965,20:06,458,456,20,105,31,20,Selke-29,835,728,625,559,33,50,94.7,46,12,66,14,-18,1.9,0.1,2.1,120.3,104.9
Jordan Staal,2013-14,25,CAR,NHL,82,15,25,40,34,165,298,1554,18:57,803,674,37,194,51,41,"",1333,1155,997,876,36,36,99.6,61,19,66,26,2,2.0,2.0,4.0,"",""
Jordan Staal,2014-15,26,CAR,NHL,46,6,18,24,14,92,175,853,18:33,499,386,15,85,39,24,"",842,596,603,466,25,31,96.0,37,12,33,2,-6,0.9,1.1,2.0,31.2,27.1
Jordan Staal,2015-16,27,CAR,NHL,82,20,28,48,34,151,271,1501,18:18,806,589,31,165,55,50,Selke-13,1152,971,840,742,46,43,99.5,69,21,53,10,6,3.5,2.3,5.8,47.5,43.2
Jordan Staal,2016-17,28,CAR,NHL,75,16,29,45,38,164,273,1400,18:40,688,477,29,139,55,42,Selke-9,1172,916,887,702,48,50,98.0,71,21,60,9,-1,2.8,1.8,4.6,53.2,42.9
Jordan Staal,2017-18,29,CAR,NHL,79,19,27,46,26,160,276,1521,19:15,757,581,32,181,58,44,Selke-25,1263,1044,931,811,56,58,98.5,83,25,82,21,-4,2.4,1.8,4.2,53.6,45.6
Jordan Staal,2018-19,30,CAR,NHL,50,11,17,28,26,121,197,914,18:17,571,452,18,122,40,24,Selke-22,896,602,672,469,36,32,98.2,45,7,42,10,6,1.4,1.3,2.7,41.2,27.0
Jonathan Toews,2007-08,19,CHI,NHL,64,24,30,54,44,144,217,1195,18:40,509,447,13,27,29,8,"AS-8,Calder-3",689,684,543,534,52,41,102.3,92,37,52,8,11,5.2,1.6,6.8,"",""
Jonathan Toews,2008-09,20,CHI,NHL,82,34,35,69,51,195,284,1527,18:38,704,583,26,43,54,18,Selke-17,1094,781,828,613,59,47,99.7,104,43,56,7,12,6.3,2.0,8.2,"",""
Jonathan Toews,2009-10,21,CHI,NHL,76,25,43,68,47,202,297,1520,20:00,801,596,33,56,69,24,"AS-8,Byng-29,Selke-4,Smythe-1",1213,819,922,599,64,48,98.6,108,36,56,6,22,5.6,2.4,8.0,"",""
Jonathan Toews,2010-11,22,CHI,NHL,80,32,44,76,26,233,344,1661,20:46,937,716,28,74,93,30,"AS-3,Byng-5,Hart-6,Selke-2",1305,1002,987,755,73,47,101.6,116,40,67,16,25,7.1,2.7,9.8,"",""
Jonathan Toews,2011-12,23,CHI,NHL,59,29,28,57,28,185,257,1230,20:51,675,462,14,32,82,25,Selke-6,996,742,759,569,55,43,99.7,80,20,60,17,17,6.2,1.7,7.9,"",""
Jonathan Toews,2012-13,24,CHI,NHL,47,23,25,48,27,143,224,909,19:21,559,374,16,24,56,16,"AS-2,Byng-37,Hart-4,Selke-1",713,529,551,380,49,21,104.4,66,13,29,4,28,5.6,2.0,7.6,"",""
Jonathan Toews,2013-14,25,CHI,NHL,76,28,40,68,34,193,284,1555,20:28,884,660,20,29,51,30,"AS-7,Hart-9,Selke-3",1345,903,1002,692,73,46,100.7,113,35,65,13,26,6.4,2.3,8.7,"",""
Jonathan Toews,2014-15,26,CHI,NHL,81,28,38,66,36,192,304,1585,19:34,947,728,16,56,45,34,"AS-7,Hart-10,Messier-1,Selke-2",1335,1017,955,778,66,35,103.5,102,33,50,12,30,6.2,3.2,9.4,61.0,46.4
Jonathan Toews,2015-16,27,CHI,NHL,80,28,30,58,62,179,278,1540,19:15,921,652,38,81,57,28,"AS-7,Byng-27,Selke-4",1226,1121,888,844,54,45,100.8,90,29,56,11,16,5.4,2.4,7.7,58.0,49.3
Jonathan Toews,2016-17,28,CHI,NHL,72,21,37,58,35,199,311,1451,20:09,852,700,32,43,37,37,"AS-8,Selke-5",1191,1084,844,823,61,48,102.1,84,23,71,17,7,4.7,1.6,6.3,50.6,56.5
Jonathan Toews,2017-18,29,CHI,NHL,74,20,32,52,47,211,341,1457,19:41,900,653,24,32,53,42,Selke-16,1395,1063,950,826,54,54,98.7,79,24,75,19,-1,3.3,1.7,5.0,63.6,54.1
Jonathan Toews,2018-19,30,CHI,NHL,82,35,46,81,40,235,354,1723,21:00,1059,821,44,42,72,52,Selke-15,1372,1310,1001,1020,80,78,100.3,124,40,112,29,2,6.7,1.5,8.3,64.3,69.1
Nicklas Backstrom,2007-08,20,WSH,NHL,82,14,55,69,24,153,278,1557,19:00,405,469,34,34,72,50,"Byng-72,Calder-2,Selke-65",1319,912,989,692,69,51,100.0,115,46,57,1,13,4.7,2.1,6.8,"",""
Nicklas Backstrom,2008-09,21,WSH,NHL,82,22,66,88,46,174,312,1635,19:57,570,601,46,52,77,62,"AS-9,Byng-28,Selke-28",1474,1132,1050,846,73,50,101.7,138,65,61,4,16,7.0,2.2,9.2,"",""
Nicklas Backstrom,2009-10,22,WSH,NHL,82,33,68,101,50,222,362,1677,20:27,657,660,61,90,53,51,"AS-4,Byng-54,Hart-9,Selke-10",1455,1137,1038,854,90,52,103.6,150,58,64,9,37,10.0,2.2,12.2,"",""
Nicklas Backstrom,2010-11,23,WSH,NHL,77,18,47,65,40,202,349,1586,20:36,679,619,62,68,73,42,Selke-53,1339,1110,956,798,62,37,102.2,93,29,50,10,24,4.7,2.9,7.5,"",""
Nicklas Backstrom,2011-12,24,WSH,NHL,42,14,30,44,24,95,161,805,19:10,353,338,25,31,28,18,"",603,569,458,425,30,31,99.8,54,24,38,4,-4,4.4,0.7,5.1,"",""
Nicklas Backstrom,2012-13,25,WSH,NHL,48,8,40,48,20,82,156,955,19:54,432,408,35,31,33,26,"Byng-27,Selke-23",683,640,486,476,36,26,103.2,70,33,44,15,8,3.5,1.2,4.8,"",""
Nicklas Backstrom,2013-14,26,WSH,NHL,82,18,61,79,54,196,336,1624,19:48,714,701,54,89,54,24,"",1192,1212,867,923,49,64,98.6,105,54,81,10,-20,6.2,1.0,7.2,"",""
Nicklas Backstrom,2014-15,27,WSH,NHL,82,18,60,78,40,153,283,1683,20:32,862,747,52,91,55,35,"AS-6,Byng-32,Selke-11",1417,1235,1044,890,61,57,99.6,105,43,68,10,5,6.1,2.0,8.1,51.9,47.3
Nicklas Backstrom,2015-16,28,WSH,NHL,75,20,50,70,36,129,222,1439,19:11,659,698,50,51,42,27,"AS-8,Byng-70,Selke-12",1122,1062,799,752,52,32,102.8,89,37,41,6,17,6.1,2.2,8.3,42.4,39.4
Nicklas Backstrom,2016-17,29,WSH,NHL,82,23,63,86,38,162,269,1497,18:16,685,648,33,45,61,54,"AS-3,Byng-27,Hart-9,Selke-7",1144,1118,873,841,62,43,102.6,103,41,51,6,17,7.8,2.1,9.9,47.3,48.0
Nicklas Backstrom,2017-18,30,WSH,NHL,81,21,50,71,46,165,279,1593,19:40,702,669,51,37,44,58,Selke-18,1240,1187,918,915,61,49,102.0,108,47,65,9,5,5.0,1.9,6.9,48.9,50.8
Nicklas Backstrom,2018-19,31,WSH,NHL,80,22,52,74,30,169,287,1596,19:57,700,739,30,54,53,62,Byng-38,1210,1213,905,898,70,63,100.6,114,44,76,9,2,5.1,1.5,6.6,47.3,50.8
Phil Kessel,2006-07,19,BOS,NHL,70,11,18,29,12,170,"",984,14:04,"","","","","","","Byng-59,Calder-11,Masterton-1",,,,,,,,38,7,43,0,-12,1.3,0.7,2.0,"",""
Phil Kessel,2007-08,20,BOS,NHL,82,19,18,37,28,213,372,1249,15:14,137,187,17,11,37,30,Byng-37,995,853,754,677,47,50,98.9,62,15,53,0,-6,2.5,1.1,3.6,"",""
Phil Kessel,2008-09,21,BOS,NHL,70,36,24,60,16,232,400,1159,16:34,42,45,16,6,42,33,"AS-13,Byng-9",999,887,728,699,54,30,104.8,80,24,34,1,23,6.8,2.0,8.8,"",""
Phil Kessel,2009-10,22,TOR,NHL,70,30,25,55,21,297,526,1368,19:33,59,63,13,13,30,46,"",1211,1032,891,752,52,56,97.9,75,23,60,0,-8,5.2,1.0,6.3,"",""
Phil Kessel,2010-11,23,TOR,NHL,82,32,32,64,24,325,561,1611,19:39,24,35,22,11,45,45,Byng-39,1279,1424,924,1044,50,68,98.5,82,31,71,0,-20,6.0,0.9,6.9,"",""
Phil Kessel,2011-12,24,TOR,NHL,82,37,45,82,20,295,518,1645,20:03,9,19,21,12,39,82,"AS-18,AS-5,Byng-16",1407,1404,1012,1075,73,81,99.1,107,33,84,0,-10,8.7,1.2,9.9,"",""
Phil Kessel,2012-13,25,TOR,NHL,48,20,32,52,18,161,313,951,19:49,5,3,23,16,25,45,"AS-4,Byng-18",781,892,556,671,40,39,101.7,64,24,43,0,-3,5.4,0.8,6.2,"",""
Phil Kessel,2013-14,26,TOR,NHL,82,37,43,80,27,305,532,1695,20:40,2,12,30,25,37,88,AS-3,1380,1661,1030,1302,76,73,101.6,105,29,82,0,-5,8.8,1.4,10.3,"",""
Phil Kessel,2014-15,27,TOR,NHL,82,25,36,61,30,280,496,1541,18:48,2,3,13,18,34,64,"",1190,1358,900,1045,47,77,97.1,82,35,83,0,-34,5.6,0.3,5.9,50.3,66.9
Phil Kessel,2015-16,28,PIT,NHL,82,26,33,59,18,274,479,1507,18:23,2,3,13,9,26,55,"",1270,1065,943,823,61,49,100.4,99,38,54,1,9,5.4,1.9,7.2,58.1,47.1
Phil Kessel,2016-17,29,PIT,NHL,82,23,47,70,20,229,407,1471,17:56,5,10,15,12,15,51,Byng-44,1090,1211,813,890,57,50,101.6,104,47,54,0,3,6.1,1.1,7.3,52.3,53.9
Phil Kessel,2017-18,30,PIT,NHL,82,34,58,92,36,261,449,1532,18:41,6,13,17,10,26,60,AS-3,1260,1181,985,902,71,72,99.1,130,59,76,1,-4,8.6,1.4,10.1,66.5,60.4
Phil Kessel,2018-19,31,PIT,NHL,82,27,55,82,28,215,370,1474,17:59,4,5,18,12,33,78,Byng-49,1148,1261,872,950,56,62,99.8,100,44,75,0,-19,6.8,0.8,7.7,57.2,55.5
Derick Brassard,2007-08,20,CBJ,NHL,17,1,1,2,6,13,29,154,9:03,34,46,0,11,4,3,"",108,89,77,76,3,7,93.7,5,2,7,0,-4,-0.1,0.0,-0.1,"",""
Derick Brassard,2008-09,21,CBJ,NHL,31,10,15,25,17,59,102,447,14:25,161,171,3,40,21,13,Calder-19,331,233,241,178,26,11,106.4,35,9,14,0,12,2.4,1.0,3.4,"",""
Derick Brassard,2009-10,22,CBJ,NHL,79,9,27,36,48,125,227,1180,14:57,210,293,11,97,21,14,"",799,861,611,680,43,52,98.4,61,18,61,1,-17,1.4,0.6,2.0,"",""
Derick Brassard,2010-11,23,CBJ,NHL,74,17,30,47,55,183,304,1260,17:02,414,474,14,121,26,23,"",1004,951,753,727,48,51,99.0,67,18,61,1,-11,3.3,0.8,4.1,"",""
Derick Brassard,2011-12,24,CBJ,NHL,74,14,27,41,42,125,233,1209,16:20,278,339,16,137,35,28,"",847,928,621,712,37,51,98.2,59,22,58,1,-20,2.8,0.5,3.3,"",""
Derick Brassard,2012-13,25,TOT,NHL,47,12,17,29,16,88,151,778,16:33,215,231,8,83,19,17,"",541,545,392,410,26,23,101.6,42,16,27,2,1,2.4,1.0,3.4,"",""
Derick Brassard,2013-14,26,NYR,NHL,81,18,27,45,46,159,274,1280,15:48,469,508,19,124,28,28,"",1055,895,781,667,46,42,99.3,68,22,44,0,2,3.5,1.7,5.3,"",""
Derick Brassard,2014-15,27,NYR,NHL,80,19,41,60,34,168,281,1392,17:24,669,699,13,104,41,37,"",1126,1011,839,762,60,48,100.3,87,27,53,2,9,5.2,1.7,6.9,52.2,44.8
Derick Brassard,2015-16,28,NYR,NHL,80,27,31,58,30,182,307,1431,17:53,676,670,23,103,47,56,"",1084,1192,785,857,60,46,103.1,92,32,50,1,12,5.7,1.8,7.5,46.3,50.1
Derick Brassard,2016-17,29,OTT,NHL,81,14,25,39,24,195,337,1408,17:23,612,613,24,92,37,37,"",1244,1064,912,766,58,45,100.2,77,19,47,1,12,1.9,2.2,4.1,48.8,41.6
Derick Brassard,2017-18,30,TOT,NHL,72,21,25,46,34,197,317,1277,17:44,516,534,25,96,42,40,"",1120,1094,811,815,62,62,99.5,80,18,63,0,0,3.3,1.4,4.7,50.2,44.6
