Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Steven Stamkos,2008-09,18,TBL,NHL,79,23,23,46,39,181,329,1180,14:56,253,304,17,75,49,33,Calder-9,808,881,609,685,39,45,100.3,67,28,53,1,-13,3.8,0.7,4.5,"",""
Steven Stamkos,2009-10,19,TBL,NHL,82,51,44,95,38,297,530,1685,20:33,475,517,38,68,47,52,"AS-3,AS-7,Byng-15,Hart-6,Richard-1",1116,1202,835,938,70,69,101.1,127,54,89,14,-2,10.9,1.9,12.8,"",""
Steven Stamkos,2010-11,20,TBL,NHL,82,45,46,91,74,272,519,1656,20:12,431,496,37,84,40,60,"AS-6,AS-8,AS-2,Byng-20,Hart-11",1265,1191,944,857,70,55,101.9,128,57,70,2,3,10.1,2.0,12.2,"",""
Steven Stamkos,2011-12,21,TBL,NHL,82,60,37,97,66,303,539,1806,22:01,558,669,37,109,42,45,"AS-9,AS-2,Byng-30,Hart-2,Richard-1",1332,1369,965,1010,92,76,102.7,127,34,89,3,7,12.8,1.9,14.6,"",""
Steven Stamkos,2012-13,22,TBL,NHL,48,29,28,57,32,157,287,1057,22:01,406,413,17,63,24,31,"AS-3,AS-6,Byng-61,Hart-8",780,754,572,573,49,50,99.2,74,24,59,5,-4,6.4,0.7,7.1,"",""
Steven Stamkos,2013-14,23,TBL,NHL,37,25,15,40,18,124,232,749,20:15,260,269,16,50,24,13,"",566,511,428,380,34,23,103.5,55,20,28,2,9,5.2,1.1,6.3,"",""
Steven Stamkos,2014-15,24,TBL,NHL,82,43,29,72,49,268,495,1588,19:22,438,466,33,87,34,33,"AS-4,Byng-23,Hart-11",1268,1113,921,833,64,57,100.1,98,34,63,2,2,8.6,1.5,10.1,59.1,48.2
Steven Stamkos,2015-16,25,TBL,NHL,77,36,28,64,38,216,404,1521,19:45,463,464,35,109,45,45,"AS-12,Byng-45",1157,1088,831,823,53,49,100.9,87,31,56,1,3,7.3,1.9,9.2,45.8,48.6
Steven Stamkos,2016-17,26,TBL,NHL,17,9,11,20,14,58,100,304,17:52,106,92,3,21,15,6,"",253,193,184,154,16,12,101.7,26,10,13,0,3,2.3,0.5,2.8,12.7,10.4
Steven Stamkos,2017-18,27,TBL,NHL,78,27,59,86,72,212,412,1464,18:46,466,426,35,61,27,50,"",1256,1106,945,868,76,56,102.8,121,45,63,5,18,7.5,1.8,9.3,54.9,53.1
Steven Stamkos,2018-19,28,TBL,NHL,82,45,53,98,37,234,425,1501,18:18,506,447,40,72,28,60,"AS-4,Byng-49,Hart-14",1195,1117,910,860,69,63,100.9,132,61,68,2,4,10.1,1.4,11.5,53.0,51.7
Drew Doughty,2008-09,19,LAK,NHL,81,6,21,27,56,126,295,1930,23:50,0,0,114,90,36,75,"AS-17,Calder-5",1251,1252,942,975,48,63,98.4,75,25,88,21,-17,1.2,4.1,5.3,"",""
Drew Doughty,2009-10,20,LAK,NHL,82,16,43,59,54,142,315,2048,24:59,0,0,75,155,19,69,"AS-3,AS-2,Hart-17,Norris-3",1307,1181,1028,909,67,45,101.6,122,52,70,20,20,5.6,6.2,11.9,"",""
Drew Doughty,2010-11,21,LAK,NHL,76,11,29,40,68,139,341,1949,25:39,0,0,101,137,22,77,"AS-12,Norris-10",1478,1246,1076,949,74,57,101.1,107,32,82,20,13,3.3,6.3,9.6,"",""
Drew Doughty,2011-12,22,LAK,NHL,77,10,26,36,69,168,354,1917,24:54,0,0,70,122,26,65,AS-21,1424,1168,1071,928,46,48,98.5,75,27,61,11,-2,2.9,5.4,8.3,"",""
Drew Doughty,2012-13,23,LAK,NHL,48,6,16,22,36,114,260,1267,26:24,0,0,46,128,9,36,"AS-9,Norris-9",991,725,747,571,42,39,99.1,62,19,53,14,4,1.6,3.3,4.9,"",""
