Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Ed Jovanovski,1995-96,19,FLA,NHL,70,10,11,21,137,116,"","","","","","","","","","Calder-3,Norris-16",,,,,,,,60,17,50,4,-3,1.3,3.9,5.2,,
Ed Jovanovski,1996-97,20,FLA,NHL,61,7,16,23,172,80,"","","","","","","","","","",,,,,,,,57,16,44,2,-1,1.6,3.4,5.0,,
Ed Jovanovski,1997-98,21,FLA,NHL,81,9,14,23,158,142,"","","","","","","","","","",,,,,,,,64,15,69,8,-12,1.6,2.4,4.0,,
Ed Jovanovski,1998-99,22,TOT,NHL,72,5,22,27,126,109,"",1585,22:01,"","","","","","","",,,,,,,,62,15,81,25,-9,1.7,2.4,4.2,,
Ed Jovanovski,1999-00,23,VAN,NHL,75,5,21,26,54,109,"",1803,24:03,"","","","","","",Norris-16,,,,,,,,74,4,102,29,-3,1.3,3.1,4.3,,
Ed Jovanovski,2000-01,24,VAN,NHL,79,12,35,47,102,193,"",1971,24:57,"","","","","","","AS-12,Norris-15",,,,,,,,110,39,100,28,-1,4.0,3.6,7.6,,
Ed Jovanovski,2001-02,25,VAN,NHL,82,17,31,48,101,202,"",2065,25:11,"","","","","","","AS-8,Norris-6",,,,,,,,117,48,96,20,-7,4.8,3.1,7.9,,
Ed Jovanovski,2002-03,26,VAN,NHL,67,6,40,46,113,145,"",1625,24:15,"","","","","","","AS-7,Norris-6",,,,,,,,114,49,61,15,19,3.9,4.6,8.4,,
Ed Jovanovski,2003-04,27,VAN,NHL,56,7,16,23,64,143,"",1299,23:11,"","","","","","",AS-19,,,,,,,,62,15,56,11,2,1.8,2.5,4.4,,
Ed Jovanovski,2005-06,29,VAN,NHL,44,8,25,33,58,87,"",1075,24:26,"","","","","","","",,,,,,,,63,31,51,11,-8,2.7,1.8,4.5,,
Ed Jovanovski,2006-07,30,PHX,NHL,54,11,18,29,63,135,"",1250,23:09,"","","","","","","",,,,,,,,65,20,59,8,-6,2.7,2.2,4.9,,
Ed Jovanovski,2007-08,31,PHX,NHL,80,12,39,51,73,240,444,1804,22:33,0,0,63,114,31,42,"AS-15,Norris-15",1350,1206,1043,960,45,52,98.4,89,42,63,3,-13,4.8,3.1,7.9,,
Ed Jovanovski,2008-09,32,PHX,NHL,82,9,27,36,106,194,406,1817,22:10,0,1,109,130,18,40,"",1306,1384,966,1072,49,61,99.1,83,34,70,6,-15,2.6,3.0,5.6,,
Ed Jovanovski,2009-10,33,PHX,NHL,66,10,24,34,55,117,233,1428,21:38,0,1,106,105,14,33,"AS-16,Norris-18",882,1018,674,771,39,51,98.5,64,20,68,12,-12,3.1,2.4,5.5,,
Ed Jovanovski,2010-11,34,PHX,NHL,50,5,9,14,39,73,152,1024,20:29,0,0,91,87,9,37,"",767,808,558,640,33,31,100.8,39,3,51,19,4,0.9,2.1,3.0,,
Ed Jovanovski,2011-12,35,FLA,NHL,66,3,10,13,31,58,124,1102,16:42,0,0,73,71,15,38,"",755,826,559,614,27,39,98.3,35,6,48,8,-11,0.5,1.7,2.2,,
Ed Jovanovski,2012-13,36,FLA,NHL,6,0,1,1,0,6,16,94,15:40,0,0,8,3,1,6,"",69,65,47,49,2,6,89.5,2,0,7,1,-4,0.0,-0.1,-0.1,,
Ed Jovanovski,2013-14,37,FLA,NHL,37,1,4,5,39,44,83,598,16:10,0,0,42,34,8,12,"",426,487,327,392,19,27,98.9,22,1,34,7,-6,-0.1,0.7,0.6,,
Oleg Tverdovsky,1994-95,18,MDA,NHL,36,3,9,12,14,26,,"","",,,,,,,"",,,,,,,,32,7,35,4,-6,0.6,1.1,1.7,,
Oleg Tverdovsky,1995-96,19,TOT,NHL,82,7,23,30,41,119,,"","",,,,,,,"",,,,,,,,75,18,69,5,-7,1.6,3.3,4.9,,
Oleg Tverdovsky,1996-97,20,PHX,NHL,82,10,45,55,30,144,,"","",,,,,,,"AS-13,Norris-10",,,,,,,,121,46,96,16,-5,4.5,4.0,8.5,,
Oleg Tverdovsky,1997-98,21,PHX,NHL,46,7,12,19,12,83,,"","",,,,,,,"",,,,,,,,50,21,31,3,1,1.7,2.1,3.8,,
Oleg Tverdovsky,1998-99,22,PHX,NHL,82,7,18,25,32,117,,1706,20:48,,,,,,,"",,,,,,,,80,13,68,12,11,1.5,4.5,6.0,,
Oleg Tverdovsky,1999-00,23,MDA,NHL,82,15,36,51,30,153,,1867,22:46,,,,,,,"AS-19,Norris-14",,,,,,,,121,40,90,14,5,4.8,4.5,9.2,,
Oleg Tverdovsky,2000-01,24,MDA,NHL,82,14,39,53,32,188,,2002,24:25,,,,,,,"AS-17,Norris-16",,,,,,,,103,57,85,28,-11,4.7,4.2,9.0,,
Oleg Tverdovsky,2001-02,25,MDA,NHL,73,6,26,32,31,147,,1667,22:50,,,,,,,"",,,,,,,,70,28,61,19,0,2.4,4.5,6.9,,
Oleg Tverdovsky,2002-03,26,NJD,NHL,50,5,8,13,22,76,,840,16:48,,,,,,,"",,,,,,,,40,12,26,0,2,1.1,2.2,3.3,,
Oleg Tverdovsky,2005-06,29,CAR,NHL,72,3,20,23,37,91,,1195,16:36,,,,,,,"",,,,,,,,70,21,56,6,-1,1.2,2.0,3.2,,
Oleg Tverdovsky,2006-07,30,LAK,NHL,26,0,4,4,10,26,,308,11:50,,,,,,,"",,,,,,,,11,4,17,0,-10,0.0,-0.1,-0.1,,
Radek Bonk,1994-95,19,OTT,NHL,42,3,8,11,28,40,"","","","","","","","","","",,,,,,,,15,6,14,0,-5,-0.3,0.5,0.2,,
Radek Bonk,1995-96,20,OTT,NHL,76,16,19,35,36,161,"","","","","","","","","","",,,,,,,,59,19,63,18,-5,1.5,1.1,2.7,,
Radek Bonk,1996-97,21,OTT,NHL,53,5,13,18,14,82,"","","","","","","","","","",,,,,,,,34,2,45,9,-4,0.1,0.7,0.8,,
Radek Bonk,1997-98,22,OTT,NHL,65,7,9,16,16,93,"","","","","","","","","","",,,,,,,,27,7,35,2,-13,-0.1,0.5,0.5,,
Radek Bonk,1998-99,23,OTT,NHL,81,16,16,32,48,110,"",1112,13:44,"","","","","","","",,,,,,,,46,0,46,15,15,2.1,1.7,3.7,,
Radek Bonk,1999-00,24,OTT,NHL,80,23,37,60,53,167,"",1458,18:14,"","","","","","",Selke-30,,,,,,,,73,24,56,5,-2,4.7,1.6,6.3,,
