Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Roman Hamrlik,1992-93,18,TBL,NHL,67,6,15,21,71,113,"","","","","","","","","","",,,,,,,,53,14,66,6,-21,0.6,2.4,3.1,,
Roman Hamrlik,1993-94,19,TBL,NHL,64,3,18,21,135,158,"","","","","","","","","","",,,,,,,,58,18,59,5,-14,0.7,3.1,3.8,,
Roman Hamrlik,1994-95,20,TBL,NHL,48,12,11,23,86,134,"","","","","","","","","","",,,,,,,,55,23,69,19,-18,2.3,1.5,3.8,,
Roman Hamrlik,1995-96,21,TBL,NHL,82,16,49,65,103,281,"","","","","","","","","","AS-7,Norris-7",,,,,,,,130,66,109,21,-24,5.5,3.4,8.9,,
Roman Hamrlik,1996-97,22,TBL,NHL,79,12,28,40,57,238,"","","","","","","","","","",,,,,,,,96,37,92,4,-29,3.4,2.2,5.6,,
Roman Hamrlik,1997-98,23,TOT,NHL,78,9,32,41,70,198,"","","","","","","","","","",,,,,,,,94,45,85,21,-15,3.6,2.9,6.5,,
Roman Hamrlik,1998-99,24,EDM,NHL,75,8,24,32,70,172,"",1786,23:49,"","","","","","","",,,,,,,,97,28,87,27,9,2.3,3.8,6.1,,
Roman Hamrlik,1999-00,25,EDM,NHL,80,8,37,45,68,180,"",2023,25:18,"","","","","","","",,,,,,,,98,37,76,16,1,3.3,4.4,7.7,,
Roman Hamrlik,2000-01,26,NYI,NHL,76,16,30,46,92,232,"",1916,25:12,"","","","","","","",,,,,,,,88,36,103,31,-20,4.4,2.8,7.2,,
Roman Hamrlik,2001-02,27,NYI,NHL,70,11,26,37,78,169,"",1787,25:32,"","","","","","","",,,,,,,,105,36,77,15,7,3.4,3.7,7.0,,
Roman Hamrlik,2002-03,28,NYI,NHL,73,9,32,41,87,151,"",1940,26:34,"","","","","","",AS-18,,,,,,,,124,36,99,32,21,3.3,5.4,8.8,,
Roman Hamrlik,2003-04,29,NYI,NHL,81,7,22,29,68,182,"",1991,24:35,"","","","","","","",,,,,,,,90,22,83,17,2,1.9,3.6,5.5,,
Roman Hamrlik,2005-06,31,CGY,NHL,51,7,19,26,56,89,"",1114,21:51,"","","","","","","",,,,,,,,61,27,41,15,8,2.0,3.8,5.8,,
Roman Hamrlik,2006-07,32,CGY,NHL,75,7,31,38,88,125,"",1865,24:52,"","","","","","","",,,,,,,,113,40,76,25,22,2.5,4.9,7.4,,
Roman Hamrlik,2007-08,33,MTL,NHL,77,5,21,26,38,129,258,1781,23:08,0,0,187,138,36,70,"",1225,1352,905,964,58,54,101.0,77,16,81,27,7,1.4,4.1,5.5,,
Roman Hamrlik,2008-09,34,MTL,NHL,81,6,27,33,62,143,264,1775,21:55,0,0,195,104,41,78,"",1291,1452,953,1063,62,60,101.0,76,8,89,25,4,2.1,4.0,6.0,,
Roman Hamrlik,2009-10,35,MTL,NHL,75,6,20,26,56,100,225,1758,23:26,0,0,157,59,28,86,"",1299,1356,936,978,55,55,100.5,77,20,81,22,-2,1.4,4.1,5.5,,
Roman Hamrlik,2010-11,36,MTL,NHL,79,5,29,34,81,129,276,1760,22:17,0,0,192,66,31,53,"",1431,1412,1083,1011,53,48,100.2,80,25,73,24,6,2.2,4.9,7.1,,
Roman Hamrlik,2011-12,37,WSH,NHL,68,2,11,13,34,58,131,1307,19:13,0,0,149,69,26,43,"",1093,1099,796,782,54,45,101.4,57,0,55,9,11,0.2,3.5,3.7,,
Roman Hamrlik,2012-13,38,TOT,NHL,16,0,1,1,8,7,21,184,11:29,0,0,14,8,1,3,"",169,125,127,86,3,7,92.1,3,0,9,2,-4,-0.1,0.0,-0.1,,
Alexei Yashin,1993-94,20,OTT,NHL,83,30,49,79,22,232,,"","",,,,,,,Calder-4,,,,,,,,94,39,126,22,-49,5.9,-0.1,5.8,,
Alexei Yashin,1994-95,21,OTT,NHL,47,21,23,44,20,154,,"","",,,,,,,"",,,,,,,,59,25,55,1,-20,4.4,0.1,4.4,,
Alexei Yashin,1995-96,22,OTT,NHL,46,15,24,39,28,143,,"","",,,,,,,"",,,,,,,,51,22,44,0,-15,3.0,0.3,3.3,,
Alexei Yashin,1996-97,23,OTT,NHL,82,35,40,75,44,291,,"","",,,,,,,"",,,,,,,,100,35,82,10,-7,7.2,1.0,8.3,,
Alexei Yashin,1997-98,24,OTT,NHL,82,33,39,72,24,291,,"","",,,,,,,Byng-5,,,,,,,,97,32,63,4,6,7.9,1.5,9.5,,
