Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Auston Matthews,2016-17,19,TOR,NHL,82,40,29,69,14,279,476,1446,17:38,530,600,61,21,76,44,"AS-5,Byng-6,Calder-1,Hart-11,Selke-38",1318,1209,991,926,56,53,99.9,86,30,55,0,2,8.2,1.5,9.7,64.1,55.9
Auston Matthews,2017-18,20,TOR,NHL,62,34,29,63,12,187,312,1124,18:08,375,313,61,16,59,59,Byng-8,1050,1015,759,762,67,42,104.8,83,16,43,0,25,7.0,2.1,9.0,55.2,45.8
Auston Matthews,2018-19,21,TOR,NHL,68,37,36,73,12,251,447,1262,18:33,475,436,60,28,57,67,Byng-8,1273,1124,949,868,65,70,98.9,92,27,74,0,-9,7.6,0.7,8.3,60.2,54.3
Patrik Laine,2016-17,18,WPG,NHL,73,36,28,64,26,204,360,1308,17:55,0,3,33,80,43,55,"AS-6,Byng-49,Calder-2",973,1026,748,772,72,61,103.5,92,20,65,0,7,7.4,1.5,8.9,44.7,47.9
Patrik Laine,2017-18,19,WPG,NHL,82,44,26,70,24,241,466,1351,16:29,11,32,43,74,29,51,"AS-4,Byng-41",1107,1099,825,821,61,47,102.7,104,43,53,0,8,7.9,1.6,9.6,46.3,45.5
Patrik Laine,2018-19,20,WPG,NHL,82,30,20,50,42,245,470,1413,17:14,11,19,44,70,28,48,"",1014,1182,767,900,50,69,98.9,96,46,74,0,-24,4.1,0.6,4.7,42.6,52.9
Pierre-Luc Dubois,2017-18,19,CBJ,NHL,82,20,28,48,49,165,274,1364,16:38,461,591,46,127,38,29,Calder-8,1339,1054,1028,780,59,46,100.4,85,26,50,0,8,3.3,1.8,5.0,62.5,55.4
Pierre-Luc Dubois,2018-19,20,CBJ,NHL,82,27,34,61,64,174,309,1453,17:43,455,592,52,115,45,54,"",1255,1155,986,882,86,68,101.5,105,19,72,2,16,5.0,2.2,7.2,64.9,57.2
Jesse Puljujarvi,2016-17,18,EDM,NHL,28,1,7,8,10,41,69,315,11:15,0,1,10,11,12,10,"",271,234,204,176,11,6,103.1,12,1,6,0,5,0.1,0.6,0.7,13.0,10.1
Jesse Puljujarvi,2017-18,19,EDM,NHL,65,12,8,20,14,136,232,869,13:22,0,3,23,67,27,40,"",861,824,649,616,33,34,99.9,37,4,34,0,-1,0.9,0.9,1.8,37.3,36.9
Jesse Puljujarvi,2018-19,20,EDM,NHL,46,4,5,9,16,53,112,550,11:57,2,2,26,46,20,29,"",425,500,314,361,14,27,95.9,16,2,28,0,-14,-0.2,0.1,-0.1,17.9,22.6
Matthew Tkachuk,2016-17,19,CGY,NHL,76,13,35,48,105,142,232,1114,14:40,8,15,22,65,40,27,Calder-7,1025,808,751,599,50,35,100.7,70,20,37,1,14,3.5,1.9,5.4,41.8,36.2
Matthew Tkachuk,2017-18,20,CGY,NHL,68,24,25,49,61,188,309,1173,17:15,7,10,16,80,32,34,"",1154,845,859,651,44,44,97.7,66,22,45,0,-1,4.2,1.5,5.6,43.9,35.9
Matthew Tkachuk,2018-19,21,CGY,NHL,80,34,43,77,62,207,344,1408,17:36,6,7,13,104,42,56,"",1272,960,935,740,69,52,100.2,108,39,56,1,14,7.1,1.8,8.8,56.6,45.2
Clayton Keller,2016-17,18,ARI,NHL,3,0,2,2,0,0,0,38,12:40,0,0,0,0,1,0,"",20,40,11,34,1,4,98.5,2,1,4,0,-3,0.1,-0.1,0.0,0.3,1.8
Clayton Keller,2017-18,19,ARI,NHL,82,23,42,65,24,212,385,1483,18:05,37,41,28,7,42,50,Calder-3,1221,1249,902,960,56,60,99.5,85,28,66,1,-7,4.9,1.7,6.7,51.0,53.4
Clayton Keller,2018-19,20,ARI,NHL,82,14,33,47,24,200,350,1495,18:14,28,56,21,16,46,37,"",1152,1171,835,884,46,62,97.8,73,27,69,2,-21,2.2,1.4,3.6,48.5,54.7
Alexander Nylander,2016-17,18,BUF,NHL,4,0,1,1,0,4,8,49,12:20,0,2,2,1,3,3,"",47,47,34,43,1,2,98.5,1,0,3,0,-2,0.0,0.0,0.0,1.2,2.3
Alexander Nylander,2017-18,19,BUF,NHL,3,1,0,1,0,2,4,39,12:52,0,0,0,0,0,2,"",39,33,29,28,1,4,85.3,1,0,4,0,-3,0.1,-0.1,0.0,1.3,1.6
Alexander Nylander,2018-19,20,BUF,NHL,12,2,2,4,4,16,30,146,12:12,2,1,1,1,1,4,"",144,112,112,94,4,7,95.6,6,2,7,0,-4,0.2,0.0,0.2,5.0,6.8
Mikhail Sergachev,2016-17,18,MTL,NHL,4,0,0,0,0,2,4,49,12:08,0,0,3,10,1,3,"",39,50,29,41,3,2,109.9,3,0,2,0,1,-0.1,0.2,0.1,1.9,3.8
Mikhail Sergachev,2017-18,19,TBL,NHL,79,9,31,40,38,141,330,1213,15:22,0,0,64,90,21,60,Calder-11,1155,974,860,743,57,43,101.7,80,23,45,0,11,3.5,2.5,6.0,53.1,46.0
Mikhail Sergachev,2018-19,20,TBL,NHL,75,6,26,32,28,128,270,1344,17:55,1,1,93,97,18,50,"",1247,1074,924,809,62,50,100.7,74,11,56,4,12,2.2,3.0,5.1,56.2,47.8
Tyson Jost,2016-17,18,COL,NHL,6,1,0,1,0,9,15,94,15:41,28,42,3,3,3,1,"",75,84,54,68,2,7,90.0,2,0,8,1,-5,0.0,-0.1,-0.1,2.6,4.1
Tyson Jost,2017-18,19,COL,NHL,65,12,10,22,26,113,194,951,14:38,84,145,26,33,22,10,"",664,780,463,564,22,29,99.2,47,25,35,2,-10,0.9,0.8,1.6,27.5,32.5
Tyson Jost,2018-19,20,COL,NHL,70,11,15,26,14,114,198,910,13:00,55,91,35,48,29,8,"",695,745,510,534,31,31,100.3,43,12,32,0,-2,1.2,0.9,2.1,30.4,32.9
Logan Brown,2017-18,19,OTT,NHL,4,0,1,1,0,4,7,33,8:08,4,8,1,1,2,4,"",21,21,16,15,2,2,101.1,2,0,2,0,0,0.0,0.0,0.0,1.6,1.3
Logan Brown,2018-19,20,OTT,NHL,2,0,0,0,0,2,3,21,10:31,2,6,1,0,1,0,"",16,19,12,12,0,1,90.0,0,0,2,0,-2,-0.1,-0.1,-0.1,0.6,0.6
Michael McLeod,2018-19,20,NJD,NHL,21,0,3,3,13,21,35,256,12:12,70,62,4,41,12,10,"",175,238,134,192,3,11,95.2,4,0,13,1,-8,-0.4,0.0,-0.4,7.1,9.3
Jake Bean,2018-19,20,CAR,NHL,2,0,0,0,2,1,2,17,8:28,0,0,0,1,1,0,"",9,28,7,21,0,0,100.0,0,0,0,0,0,0.0,0.0,0.0,0.6,1.0
Charlie McAvoy,2017-18,20,BOS,NHL,63,7,25,32,53,77,187,1395,22:09,0,0,80,133,22,44,Calder-5,1240,1022,924,767,64,44,101.8,79,13,52,6,20,2.3,4.5,6.8,55.7,44.7
Charlie McAvoy,2018-19,21,BOS,NHL,54,7,21,28,45,79,156,1197,22:10,0,0,91,92,30,54,"",1053,892,806,640,65,49,100.7,73,6,56,3,14,2.0,3.7,5.7,48.4,41.8
Luke Kunin,2017-18,20,MIN,NHL,19,2,2,4,13,32,54,247,12:59,24,30,8,34,2,4,"",192,204,143,152,4,8,97.2,5,0,9,1,-3,-0.1,0.1,0.1,6.5,8.7
Luke Kunin,2018-19,21,MIN,NHL,49,6,11,17,27,88,164,778,15:53,88,112,34,67,12,15,"",618,673,476,492,28,36,98.2,30,2,45,8,-9,0.1,0.8,0.9,28.8,26.6
Jakob Chychrun,2016-17,18,ARI,NHL,68,7,13,20,47,86,197,1133,16:40,0,0,99,109,12,45,"",888,1059,667,822,35,49,98.9,39,4,57,8,-14,1.6,1.4,3.0,33.8,44.6
Jakob Chychrun,2017-18,19,ARI,NHL,50,4,10,14,16,102,235,1013,20:15,0,0,72,74,19,27,"",855,941,626,708,36,32,101.6,44,8,35,0,2,0.6,2.7,3.3,35.4,36.6
Jakob Chychrun,2018-19,20,ARI,NHL,53,5,15,20,28,117,255,1074,20:15,0,0,77,74,20,38,"",932,918,699,650,28,35,97.7,46,18,40,0,-12,1.3,2.1,3.4,38.8,35.3
Dante Fabbro,2018-19,20,NSH,NHL,4,1,0,1,0,5,7,51,12:44,0,0,6,3,2,1,"",42,39,31,28,1,2,94.2,1,0,2,0,-1,0.1,0.0,0.2,1.6,2.0
Dennis Cholowski,2018-19,20,DET,NHL,52,7,9,16,16,71,152,949,18:15,1,0,50,18,7,50,"",774,788,582,614,29,46,96.8,45,16,50,1,-20,1.2,0.6,1.7,36.8,35.5
Henrik Borgström,2017-18,20,FLA,NHL,4,1,0,1,0,6,10,51,12:40,15,22,1,1,2,2,"",22,42,17,31,2,3,102.9,3,1,3,0,-1,0.1,0.0,0.1,1.1,2.2
Henrik Borgström,2018-19,21,FLA,NHL,50,8,10,18,4,54,90,600,12:00,165,240,12,11,21,25,"",450,492,335,376,20,32,96.5,29,9,34,0,-14,0.9,0.2,1.1,20.0,22.7
Max Jones,2018-19,20,ANA,NHL,30,2,3,5,14,58,110,395,13:10,1,2,5,30,12,9,"",318,331,241,250,11,11,100.9,13,2,12,0,-1,-0.4,0.5,0.1,15.1,15.8
Tage Thompson,2017-18,20,STL,NHL,41,3,6,9,12,55,113,489,11:55,1,9,9,39,20,11,"",429,436,305,322,10,22,95.5,13,3,22,0,-12,-0.1,0.2,0.0,15.2,20.9
Tage Thompson,2018-19,21,BUF,NHL,65,7,5,12,20,108,205,788,12:08,10,10,9,66,24,32,"",632,693,498,552,16,36,95.8,18,2,38,0,-22,-0.3,0.2,-0.1,23.7,35.3
Brett Howden,2018-19,20,NYR,NHL,66,6,17,23,14,74,126,986,14:56,353,376,47,64,28,37,"",700,949,529,727,34,49,99.7,40,6,57,8,-16,0.2,0.6,0.7,33.4,47.4
Trent Frederic,2018-19,20,BOS,NHL,15,0,0,0,15,19,24,141,9:24,41,40,3,18,5,2,"",109,114,75,82,0,4,93.4,1,1,5,1,-4,-0.4,0.0,-0.4,3.0,5.5
Sam Steel,2018-19,20,ANA,NHL,22,6,5,11,8,33,52,329,14:58,108,112,6,9,7,10,"",232,299,162,236,12,9,105.6,15,2,13,1,2,0.8,0.5,1.3,8.8,15.1
Jordan Kyrou,2018-19,20,STL,NHL,16,1,2,3,4,16,24,155,9:40,2,0,3,2,3,3,"",113,163,90,129,4,5,100.8,4,0,5,0,-1,0.0,0.2,0.1,6.5,8.8
Libor Hajek,2018-19,20,NYR,NHL,5,1,0,1,6,10,11,83,16:32,0,0,3,5,4,5,"",71,60,59,46,3,2,99.9,3,0,2,0,1,0.1,0.2,0.3,4.0,2.6
Alex DeBrincat,2017-18,20,CHI,NHL,82,28,24,52,6,181,358,1214,14:48,25,34,25,40,33,25,"Byng-7,Calder-10",1135,957,784,716,59,50,101.1,76,17,55,1,6,4.9,1.6,6.5,49.0,50.3
Alex DeBrincat,2018-19,21,CHI,NHL,82,41,35,76,15,220,404,1451,17:42,16,19,26,35,51,50,"AS-6,Byng-19",1174,1158,866,879,76,69,100.8,114,38,76,0,0,7.6,1.2,8.8,55.5,57.8
Nathan Bastian,2018-19,21,NJD,NHL,7,3,0,3,10,13,18,89,12:41,3,0,1,24,1,0,"",70,62,52,48,3,3,98.2,3,0,3,0,0,0.4,0.1,0.5,3.0,2.5
Janne Kuokkanen,2017-18,19,CAR,NHL,4,0,0,0,0,6,10,44,11:04,0,0,1,1,3,2,"",58,26,48,20,0,3,75.0,0,0,3,0,-3,-0.1,-0.1,-0.2,2.0,0.8
Janne Kuokkanen,2018-19,20,CAR,NHL,7,0,0,0,4,6,12,76,10:55,0,0,3,0,2,1,"",47,66,35,49,1,3,94.9,3,2,3,0,-2,-0.2,0.0,-0.2,1.2,1.6
Samuel Girard,2017-18,19,TOT,NHL,73,4,19,23,8,84,171,1288,17:39,0,0,69,46,13,31,Byng-49,1007,1095,722,819,44,50,99.7,63,19,54,0,-11,1.2,1.8,3.0,40.9,46.2
Samuel Girard,2018-19,20,COL,NHL,82,4,23,27,6,116,279,1631,19:54,1,0,90,65,25,44,Byng-7,1359,1422,993,1042,64,54,101.5,85,21,58,2,8,1.2,3.7,4.9,62.6,65.9
Ryan Lindgren,2018-19,20,NYR,NHL,5,0,0,0,8,8,9,73,14:35,0,0,9,11,0,2,"",49,69,38,51,1,7,83.4,1,0,7,0,-6,-0.1,-0.3,-0.4,2.6,3.3
Filip Hronek,2018-19,21,DET,NHL,46,5,18,23,30,73,164,918,19:58,0,0,32,66,10,47,"",736,727,530,575,30,40,98.3,41,9,50,9,-10,1.7,1.2,2.9,28.1,35.2
Dillon Dube,2018-19,20,CGY,NHL,25,1,4,5,4,22,43,252,10:04,16,24,3,11,6,6,"",191,218,144,160,9,7,103.4,9,0,9,2,2,-0.1,0.3,0.2,8.6,10.9
Carl Grundstrom,2018-19,21,LAK,NHL,15,5,1,6,6,26,58,225,14:58,0,0,3,38,8,5,"",186,186,145,143,7,9,99.5,9,2,11,0,-4,0.5,0.2,0.6,8.0,7.9
Dylan Gambrell,2017-18,21,SJS,NHL,3,0,0,0,0,1,3,32,10:33,9,9,2,0,0,0,"",30,34,19,19,1,2,90.2,1,0,2,0,-1,-0.1,0.0,-0.1,0.8,1.5
Dylan Gambrell,2018-19,22,SJS,NHL,8,0,0,0,2,6,10,69,8:38,20,19,1,13,5,0,"",48,58,33,45,1,0,104.8,1,0,0,0,1,-0.2,0.1,-0.1,2.2,2.8
Vitaly Abramov,2018-19,20,OTT,NHL,1,0,0,0,0,0,5,14,13:52,0,0,1,0,4,2,"",9,13,4,9,0,2,75.0,0,0,3,0,-3,0.0,-0.1,-0.1,0.1,0.9
Joey Anderson,2018-19,20,NJD,NHL,34,4,3,7,6,49,72,439,12:54,9,8,11,42,12,3,"",337,365,260,276,11,19,94.7,12,0,19,0,-7,-0.1,0.3,0.2,15.9,15.9
Rem Pitlick,2018-19,21,NSH,NHL,1,0,0,0,2,0,0,10,9:43,0,0,0,0,0,0,"",6,14,5,10,0,0,100.0,0,0,0,0,0,0.0,0.0,0.0,0.2,0.2
Brandon Gignac,2018-19,21,NJD,NHL,1,0,0,0,0,1,1,9,9:04,0,0,1,0,0,2,"",8,16,6,13,0,2,80.0,0,0,2,0,-2,0.0,-0.1,-0.1,0.2,1.2
Josh Mahura,2018-19,20,ANA,NHL,17,1,4,5,4,20,42,243,14:18,0,0,18,6,7,8,"",200,240,147,189,8,8,102.1,12,4,8,0,0,0.3,0.6,0.9,7.5,14.9
Victor Mete,2017-18,19,MTL,NHL,49,0,7,7,4,43,97,764,15:35,0,0,71,1,6,53,"",681,677,502,462,33,28,100.1,38,5,29,1,5,-0.2,2.2,2.0,33.4,21.8
Victor Mete,2018-19,20,MTL,NHL,71,0,13,13,6,65,164,1262,17:46,0,0,95,21,10,57,"",1243,1177,919,871,55,39,102.1,57,1,44,5,17,-0.2,3.7,3.5,58.6,48.0
Riley Stillman,2018-19,20,FLA,NHL,1,0,0,0,2,1,2,11,11:22,0,0,0,5,0,1,"",15,5,9,5,1,1,81.0,1,0,1,0,0,0.0,0.0,0.0,0.6,1.3
Maxime Lajoie,2018-19,21,OTT,NHL,56,7,8,15,20,79,165,1059,18:54,0,0,82,34,13,48,"",705,981,522,733,25,47,97.6,35,10,64,14,-25,0.9,0.4,1.2,29.5,39.1
Timothy Gettinger,2018-19,20,NYR,NHL,4,0,0,0,0,2,6,30,7:31,0,0,3,15,0,3,"",22,33,20,25,1,1,101.4,1,0,1,0,0,-0.1,0.0,0.0,0.6,1.2
Jesper Bratt,2017-18,19,NJD,NHL,74,13,22,35,18,100,175,1129,15:15,7,4,22,44,25,30,"",790,906,602,703,33,47,97.6,53,18,59,8,-16,1.9,0.7,2.6,37.0,38.8
Jesper Bratt,2018-19,20,NJD,NHL,51,8,25,33,6,91,140,774,15:10,4,3,22,36,17,24,"",627,683,472,521,30,36,99.2,41,11,38,0,-8,2.0,0.8,2.8,29.9,33.0
Blake Hillman,2017-18,22,CHI,NHL,4,1,0,1,0,5,10,72,18:02,0,0,8,5,0,0,"",49,72,38,48,0,2,94.1,1,0,2,0,-1,0.1,0.1,0.2,2.2,2.6
Maxim Mamin,2017-18,23,FLA,NHL,26,3,1,4,7,28,47,274,10:31,0,1,9,51,14,12,"",232,252,177,181,7,5,101.2,7,0,5,0,2,-0.1,0.4,0.3,10.4,9.4
