Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS
Trevor Linden,2001-02,31,TOT,NHL,80,13,24,37,71,141,"",1498,18:43,"","","","","","","",,,,,,,,58,19,68,24,-5,1.2,1.2,2.4
Trevor Linden,2002-03,32,VAN,NHL,71,19,22,41,30,116,"",1126,15:52,"","","","","","",Byng-34,,,,,,,,54,15,60,20,-1,3.3,1.0,4.3
Trevor Linden,2003-04,33,VAN,NHL,82,14,22,36,26,97,"",1336,16:17,"","","","","","",Selke-55,,,,,,,,55,18,70,27,-6,1.8,1.0,2.9
Trevor Linden,2005-06,35,VAN,NHL,82,7,9,16,15,55,"",929,11:20,"","","","","","","",,,,,,,,26,2,54,33,3,-0.5,1.2,0.7
Trevor Linden,2006-07,36,VAN,NHL,80,12,13,25,34,92,"",987,12:20,"","","","","","",Byng-45,,,,,,,,47,25,39,11,-6,0.9,1.1,2.0
Trevor Linden,2007-08,37,VAN,NHL,59,7,5,12,15,45,74,667,11:19,158,158,16,48,11,14,"",354,492,262,394,16,17,102.1,18,0,23,5,0,0.2,0.8,1.0
Curtis Leschyshyn,1988-89,19,QUE,NHL,71,4,9,13,71,58,,"","",,,,,,,"",,,,,,,,53,3,99,17,-32,-0.2,2.0,1.8
Curtis Leschyshyn,1989-90,20,QUE,NHL,68,2,6,8,44,42,,"","",,,,,,,"",,,,,,,,48,2,120,33,-41,-0.6,1.0,0.4
Curtis Leschyshyn,1990-91,21,QUE,NHL,55,3,7,10,49,57,,"","",,,,,,,"",,,,,,,,41,6,70,16,-19,-0.1,1.1,1.0
Curtis Leschyshyn,1991-92,22,QUE,NHL,42,5,12,17,42,61,,"","",,,,,,,"",,,,,,,,43,22,61,12,-28,0.9,0.3,1.2
Curtis Leschyshyn,1992-93,23,QUE,NHL,82,9,23,32,61,73,,"","",,,,,,,"",,,,,,,,110,23,100,38,25,1.4,5.0,6.3
Curtis Leschyshyn,1993-94,24,QUE,NHL,72,5,17,22,65,97,,"","",,,,,,,"",,,,,,,,90,24,103,35,-2,0.8,2.8,3.6
Curtis Leschyshyn,1994-95,25,QUE,NHL,44,2,13,15,20,43,,"","",,,,,,,AS-10,,,,,,,,67,9,45,16,29,0.6,3.4,4.0
Curtis Leschyshyn,1995-96,26,COL,NHL,77,4,15,19,73,76,,"","",,,,,,,AS-18,,,,,,,,86,9,62,17,32,0.5,4.9,5.4
Curtis Leschyshyn,1996-97,27,TOT,NHL,77,4,18,22,38,102,,"","",,,,,,,"",,,,,,,,56,13,80,19,-18,1.0,2.8,3.7
Curtis Leschyshyn,1997-98,28,CAR,NHL,73,2,10,12,45,53,,"","",,,,,,,"",,,,,,,,48,5,64,19,-2,-0.1,3.5,3.4
Curtis Leschyshyn,1998-99,29,CAR,NHL,65,2,7,9,50,35,,1255,19:18,,,,,,,"",,,,,,,,44,2,62,19,-1,-0.1,2.2,2.1
Curtis Leschyshyn,1999-00,30,CAR,NHL,53,0,2,2,14,31,,943,17:47,,,,,,,"",,,,,,,,23,0,58,16,-19,-0.8,0.9,0.1
Curtis Leschyshyn,2000-01,31,TOT,NHL,65,2,7,9,19,51,,1263,19:26,,,,,,,"",,,,,,,,53,8,53,13,5,-0.2,3.6,3.4
Curtis Leschyshyn,2001-02,32,OTT,NHL,79,1,9,10,44,59,,1459,18:28,,,,,,,"",,,,,,,,45,10,59,19,-5,-0.3,2.3,2.0
Curtis Leschyshyn,2002-03,33,OTT,NHL,54,1,6,7,18,30,,822,15:13,,,,,,,"",,,,,,,,30,0,32,13,11,0.0,2.6,2.6
Curtis Leschyshyn,2003-04,34,OTT,NHL,56,1,4,5,16,30,,778,13:54,,,,,,,"",,,,,,,,29,0,24,8,13,-0.2,2.4,2.2
Darrin Shannon,1988-89,19,BUF,NHL,3,0,0,0,0,0,,"","",,,,,,,"",,,,,,,,0,0,2,0,-2,-0.1,0.0,-0.1
Darrin Shannon,1989-90,20,BUF,NHL,17,2,7,9,4,20,,"","",,,,,,,"",,,,,,,,12,0,7,1,6,0.2,0.4,0.6
Darrin Shannon,1990-91,21,BUF,NHL,34,8,6,14,12,56,,"","",,,,,,,"",,,,,,,,20,1,37,7,-11,0.5,0.1,0.6
Darrin Shannon,1991-92,22,TOT,NHL,69,13,27,40,41,93,,"","",,,,,,,"",,,,,,,,64,20,55,17,6,1.5,1.3,2.8
Darrin Shannon,1992-93,23,WIN,NHL,84,20,40,60,91,116,,"","",,,,,,,"",,,,,,,,107,40,97,26,-4,2.7,0.9,3.6
Darrin Shannon,1993-94,24,WIN,NHL,77,21,37,58,87,124,,"","",,,,,,,"",,,,,,,,73,26,85,20,-18,3.6,0.6,4.2
Darrin Shannon,1994-95,25,WIN,NHL,19,5,3,8,14,26,,"","",,,,,,,"",,,,,,,,18,13,16,5,-6,0.4,0.0,0.5
Darrin Shannon,1995-96,26,WIN,NHL,63,5,18,23,28,74,,"","",,,,,,,"",,,,,,,,40,7,48,10,-5,0.0,0.5,0.5
Darrin Shannon,1996-97,27,PHX,NHL,82,11,13,24,41,104,,"","",,,,,,,"",,,,,,,,48,5,59,20,4,0.1,1.3,1.4
Darrin Shannon,1997-98,28,PHX,NHL,58,2,12,14,26,57,,"","",,,,,,,"",,,,,,,,24,0,38,18,4,-0.6,0.8,0.2
Daniel Dore,1989-90,19,QUE,NHL,16,2,3,5,59,5,,"","",,,,,,,"",,,,,,,,7,4,11,0,-8,-0.1,0.0,-0.1
Daniel Dore,1990-91,20,QUE,NHL,1,0,0,0,0,0,,"","",,,,,,,"",,,,,,,,1,0,0,0,1,0.0,0.0,0.0
Scott Pearson,1988-89,19,TOR,NHL,9,0,1,1,2,6,,"","",,,,,,,"",,,,,,,,2,0,2,0,0,-0.3,0.1,-0.2
Scott Pearson,1989-90,20,TOR,NHL,41,5,10,15,90,66,,"","",,,,,,,"",,,,,,,,24,4,27,0,-7,-0.1,0.2,0.1
Scott Pearson,1990-91,21,TOT,NHL,47,11,4,15,106,74,,"","",,,,,,,"",,,,,,,,26,2,33,0,-9,0.3,0.4,0.7
Scott Pearson,1991-92,22,QUE,NHL,10,1,2,3,14,14,,"","",,,,,,,"",,,,,,,,4,1,8,0,-5,-0.1,0.0,-0.1
Scott Pearson,1992-93,23,QUE,NHL,41,13,1,14,95,45,,"","",,,,,,,"",,,,,,,,20,0,17,0,3,0.5,0.5,1.0
Scott Pearson,1993-94,24,EDM,NHL,72,19,18,37,165,160,,"","",,,,,,,"",,,,,,,,54,10,48,0,-4,1.9,0.8,2.8
Scott Pearson,1994-95,25,TOT,NHL,42,3,5,8,74,40,,"","",,,,,,,"",,,,,,,,12,0,26,0,-14,-0.6,0.1,-0.5
Scott Pearson,1995-96,26,BUF,NHL,27,4,0,4,67,26,,"","",,,,,,,"",,,,,,,,4,0,8,0,-4,-0.4,0.2,-0.1
Scott Pearson,1996-97,27,TOR,NHL,1,0,0,0,2,0,,"","",,,,,,,"",,,,,,,,0,0,0,0,0,0.0,0.0,0.0
Scott Pearson,1999-00,30,NYI,NHL,2,0,1,1,0,5,,26,13:15,,,,,,,"",,,,,,,,2,0,1,0,1,0.0,0.1,0.1
Martin Gelinas,1988-89,18,EDM,NHL,6,1,2,3,0,14,"","","","","","","","","","",,,,,,,,4,0,5,0,-1,0.1,0.0,0.1
Martin Gelinas,1989-90,19,EDM,NHL,46,17,8,25,30,71,"","","","","","","","","","",,,,,,,,33,7,26,0,0,1.3,0.6,1.9
Martin Gelinas,1990-91,20,EDM,NHL,73,20,20,40,34,124,"","","","","","","","","","",,,,,,,,56,11,52,0,-7,1.9,0.6,2.6
Martin Gelinas,1991-92,21,EDM,NHL,68,11,18,29,62,94,"","","","","","","","","","",,,,,,,,47,6,28,1,14,0.5,1.0,1.6
Martin Gelinas,1992-93,22,EDM,NHL,65,11,12,23,30,93,"","","","","","","","","","",,,,,,,,39,1,36,1,3,0.1,1.1,1.1
Martin Gelinas,1993-94,23,TOT,NHL,64,14,14,28,34,107,"","","","","","","","","","",,,,,,,,43,9,43,1,-8,1.1,0.5,1.6
Martin Gelinas,1994-95,24,VAN,NHL,46,13,10,23,36,75,"","","","","","","","","","",,,,,,,,27,2,30,13,8,1.5,0.8,2.4
Martin Gelinas,1995-96,25,VAN,NHL,81,30,26,56,59,181,"","","","","","","","","","",,,,,,,,75,9,78,20,8,4.3,1.0,5.3
Martin Gelinas,1996-97,26,VAN,NHL,74,35,33,68,42,177,"","","","","","","","","","",,,,,,,,89,19,85,21,6,6.7,1.0,7.6
Martin Gelinas,1997-98,27,TOT,NHL,64,16,18,34,40,147,"","","","","","","","","","",,,,,,,,51,10,55,9,-5,2.7,0.6,3.4
Martin Gelinas,1998-99,28,CAR,NHL,76,13,15,28,67,111,"",1004,13:13,"","","","","","","",,,,,,,,39,0,38,2,3,1.6,1.1,2.7
Martin Gelinas,1999-00,29,CAR,NHL,81,14,16,30,40,139,"",1106,13:39,"","","","","","","",,,,,,,,48,7,51,0,-10,1.5,1.1,2.6
Martin Gelinas,2000-01,30,CAR,NHL,79,23,29,52,59,170,"",1414,17:54,"","","","","","","",,,,,,,,75,21,72,14,-4,3.7,1.9,5.6
Martin Gelinas,2001-02,31,CAR,NHL,72,13,16,29,30,121,"",1158,16:05,"","","","","","","",,,,,,,,43,8,48,12,-1,1.3,1.3,2.6
Martin Gelinas,2002-03,32,CGY,NHL,81,21,31,52,51,152,"",1341,16:33,"","","","","","","",,,,,,,,68,20,52,1,-3,4.1,1.6,5.7
Martin Gelinas,2003-04,33,CGY,NHL,76,17,18,35,70,139,"",1127,14:50,"","","","","","",Byng-49,,,,,,,,53,15,28,0,10,2.7,1.9,4.6
Martin Gelinas,2005-06,35,FLA,NHL,82,17,24,41,80,186,"",1311,15:59,"","","","","","",Selke-17,,,,,,,,70,9,42,8,27,1.9,2.2,4.2
Martin Gelinas,2006-07,36,FLA,NHL,82,14,30,44,36,171,"",1101,13:26,"","","","","","",Byng-60,,,,,,,,68,23,39,1,7,2.8,1.2,4.1
Martin Gelinas,2007-08,37,NSH,NHL,57,9,11,20,20,110,168,805,14:07,11,11,12,50,35,22,Byng-83,643,571,526,433,27,23,100.4,30,2,28,5,5,0.8,1.1,1.9
Jeremy Roenick,1988-89,19,CHI,NHL,20,9,9,18,4,52,"","","","","","","","","","",,,,,,,,26,7,16,1,4,1.2,0.3,1.6
Jeremy Roenick,1989-90,20,CHI,NHL,78,26,40,66,54,173,"","","","","","","","","",Calder-3,,,,,,,,86,28,64,8,2,3.8,1.0,4.7
Jeremy Roenick,1990-91,21,CHI,NHL,79,41,53,94,80,194,"","","","","","","","","","AS-5,Selke-21",,,,,,,,140,61,52,11,38,7.7,2.2,9.9
Jeremy Roenick,1991-92,22,CHI,NHL,80,53,50,103,98,234,"","","","","","","","","","AS-4,Hart-5,Selke-9",,,,,,,,128,57,63,15,23,9.1,1.9,11.1
Jeremy Roenick,1992-93,23,CHI,NHL,84,50,57,107,86,255,"","","","","","","","","","",,,,,,,,132,67,64,14,15,8.4,1.8,10.2
Jeremy Roenick,1993-94,24,CHI,NHL,84,46,61,107,125,281,"","","","","","","","","","AS-5,Hart-10",,,,,,,,135,52,91,29,21,9.5,1.8,11.3
Jeremy Roenick,1994-95,25,CHI,NHL,33,10,24,34,14,93,"","","","","","","","","","",,,,,,,,58,33,29,9,5,2.8,0.6,3.4
Jeremy Roenick,1995-96,26,CHI,NHL,66,32,35,67,109,171,"","","","","","","","","","",,,,,,,,92,36,64,17,9,5.8,1.0,6.9
Jeremy Roenick,1996-97,27,PHX,NHL,72,29,40,69,115,228,"","","","","","","","","","",,,,,,,,91,33,76,11,-7,6.4,0.8,7.2
Jeremy Roenick,1997-98,28,PHX,NHL,79,24,32,56,103,182,"","","","","","","","","","",,,,,,,,88,38,66,21,5,5.2,1.0,6.2
Jeremy Roenick,1998-99,29,PHX,NHL,78,24,48,72,130,203,"",1573,20:10,"","","","","","","",,,,,,,,91,29,60,5,7,5.6,2.0,7.6
Jeremy Roenick,1999-00,30,PHX,NHL,75,34,44,78,102,192,"",1564,20:51,"","","","","","",AS-4,,,,,,,,100,23,71,5,11,7.1,2.0,9.1
Jeremy Roenick,2000-01,31,PHX,NHL,80,30,46,76,114,192,"",1680,21:00,"","","","","","","",,,,,,,,104,43,66,4,-1,6.2,1.8,8.0
Jeremy Roenick,2001-02,32,PHI,NHL,75,21,46,67,74,167,"",1367,18:14,"","","","","","",AS-5,,,,,,,,91,22,38,1,32,5.9,2.6,8.5
Jeremy Roenick,2002-03,33,PHI,NHL,79,27,32,59,75,197,"",1485,18:48,"","","","","","",Selke-31,,,,,,,,87,31,49,13,20,5.3,2.7,8.0
Jeremy Roenick,2003-04,34,PHI,NHL,62,19,28,47,62,128,"",1093,17:37,"","","","","","","",,,,,,,,54,26,42,15,1,4.2,1.2,5.4
Jeremy Roenick,2005-06,36,LAK,NHL,58,9,13,22,36,111,"",1007,17:22,"","","","","","","",,,,,,,,36,12,46,17,-5,0.1,0.9,0.9
Jeremy Roenick,2006-07,37,PHX,NHL,70,11,17,28,32,89,"",973,13:54,"","","","","","","",,,,,,,,37,12,57,14,-18,1.2,0.4,1.5
Jeremy Roenick,2007-08,38,SJS,NHL,69,14,19,33,26,89,143,949,13:45,83,105,22,96,21,58,"",642,532,510,380,28,32,96.3,52,24,36,0,-8,2.4,1.1,3.5
Jeremy Roenick,2008-09,39,SJS,NHL,42,4,9,13,24,50,76,489,11:39,109,123,14,54,15,26,"",387,341,289,258,17,17,99.2,22,5,19,1,-1,0.3,0.6,0.9
Rod Brind'Amour,1989-90,19,STL,NHL,79,26,35,61,46,160,"","","","","","","","","",Calder-4,,,,,,,,103,29,59,8,23,3.4,1.7,5.2
Rod Brind'Amour,1990-91,20,STL,NHL,78,17,32,49,93,169,"","","","","","","","","","",,,,,,,,97,32,65,2,2,2.2,0.9,3.1
Rod Brind'Amour,1991-92,21,PHI,NHL,80,33,44,77,100,202,"","","","","","","","","","",,,,,,,,112,35,116,36,-3,5.4,1.1,6.5
Rod Brind'Amour,1992-93,22,PHI,NHL,81,37,49,86,89,206,"","","","","","","","","","",,,,,,,,123,45,121,35,-8,6.2,0.6,6.8
Rod Brind'Amour,1993-94,23,PHI,NHL,84,35,62,97,85,230,"","","","","","","","","",Selke-16,,,,,,,,131,42,137,39,-9,7.6,0.6,8.2
Rod Brind'Amour,1994-95,24,PHI,NHL,48,12,27,39,33,86,"","","","","","","","","","",,,,,,,,56,26,52,18,-4,2.8,0.4,3.3
Rod Brind'Amour,1995-96,25,PHI,NHL,82,26,61,87,110,213,"","","","","","","","","","",,,,,,,,114,43,94,43,20,6.5,1.7,8.2
Rod Brind'Amour,1996-97,26,PHI,NHL,82,27,32,59,41,205,"","","","","","","","","","",,,,,,,,93,21,100,30,2,4.9,0.9,5.8
Rod Brind'Amour,1997-98,27,PHI,NHL,82,36,38,74,54,205,"","","","","","","","","","AS-3,Selke-13",,,,,,,,96,39,85,26,-2,8.1,0.9,9.0
Rod Brind'Amour,1998-99,28,PHI,NHL,82,24,50,74,47,191,"",1762,21:29,"","","","","","","AS-10,Selke-9",,,,,,,,95,46,70,24,3,5.3,2.0,7.3
Rod Brind'Amour,1999-00,29,TOT,NHL,45,9,13,22,26,87,"",929,20:39,"","","","","","","",,,,,,,,33,12,44,10,-13,0.7,0.7,1.4
Rod Brind'Amour,2000-01,30,CAR,NHL,79,20,36,56,47,163,"",1748,22:07,"","","","","","",Selke-17,,,,,,,,83,28,85,23,-7,2.9,2.2,5.1
Rod Brind'Amour,2001-02,31,CAR,NHL,81,23,32,55,40,162,"",1792,22:07,"","","","","","","",,,,,,,,95,28,95,31,3,3.5,2.2,5.6
Rod Brind'Amour,2002-03,32,CAR,NHL,48,14,23,37,37,110,"",1141,23:46,"","","","","","","",,,,,,,,47,24,52,20,-9,2.4,1.2,3.5
Rod Brind'Amour,2003-04,33,CAR,NHL,78,12,26,38,28,141,"",1668,21:23,"","","","","","",Selke-49,,,,,,,,59,11,87,39,0,1.1,2.1,3.2
Rod Brind'Amour,2005-06,35,CAR,NHL,78,31,39,70,68,198,"",1895,24:18,"","","","","","","Hart-10,Selke-1",,,,,,,,119,59,88,36,8,4.5,2.2,6.8
Rod Brind'Amour,2006-07,36,CAR,NHL,78,26,56,82,46,181,"",1819,23:19,"","","","","","","Byng-36,Selke-1",,,,,,,,114,46,87,26,7,5.7,2.5,8.2
Rod Brind'Amour,2007-08,37,CAR,NHL,59,19,32,51,38,151,234,1325,22:27,851,609,38,55,31,26,Selke-24,892,797,655,595,43,36,100.2,69,26,76,33,0,3.7,1.2,4.9
Rod Brind'Amour,2008-09,38,CAR,NHL,80,16,35,51,36,135,228,1518,18:58,908,580,35,76,40,40,"Byng-35,Selke-16",1082,1044,774,799,35,56,96.7,70,33,82,22,-23,2.7,0.9,3.6
Rod Brind'Amour,2009-10,39,CAR,NHL,80,9,10,19,36,95,164,1017,12:43,490,348,31,82,27,28,Selke-54,737,699,542,529,22,48,93.0,32,10,62,11,-29,0.1,-0.1,0.0
Teemu Selanne,1992-93,22,WIN,NHL,84,76,56,132,45,387,"","","","","","","","","","AS-1,Byng-10,Calder-1,Hart-6",,,,,,,,165,67,93,3,8,12.2,1.3,13.4
Teemu Selanne,1993-94,23,WIN,NHL,51,25,29,54,22,191,"","","","","","","","","","",,,,,,,,81,38,66,0,-23,4.6,0.0,4.6
Teemu Selanne,1994-95,24,WIN,NHL,45,22,26,48,2,167,"","","","","","","","","",Byng-6,,,,,,,,75,32,44,2,1,4.6,0.6,5.1
Teemu Selanne,1995-96,25,TOT,NHL,79,40,68,108,22,267,"","","","","","","","","","AS-3,Byng-3,Hart-21",,,,,,,,146,70,76,5,5,9.8,1.1,10.9
Teemu Selanne,1996-97,26,MDA,NHL,78,51,58,109,34,273,"","","","","","","","","","AS-1,Byng-2,Hart-5",,,,,,,,137,46,70,7,28,11.8,1.9,13.7
Teemu Selanne,1997-98,27,MDA,NHL,73,52,34,86,30,268,"","","","","","","","","","AS-2,Byng-2,Hart-3",,,,,,,,112,34,72,6,12,12.0,1.3,13.3
Teemu Selanne,1998-99,28,MDA,NHL,75,47,60,107,30,281,"",1709,22:47,"","","","","","","AS-2,Byng-3,Hart-5,Richard-1",,,,,,,,139,70,53,2,18,11.6,2.7,14.3
Teemu Selanne,1999-00,29,MDA,NHL,79,33,52,85,12,236,"",1795,22:44,"","","","","","","AS-7,Byng-3",,,,,,,,117,43,70,2,6,7.1,2.2,9.3
Teemu Selanne,2000-01,30,TOT,NHL,73,33,39,72,36,233,"",1552,21:15,"","","","","","",Byng-11,,,,,,,,98,47,59,1,-7,6.4,1.8,8.2
Teemu Selanne,2001-02,31,SJS,NHL,82,29,25,54,40,202,"",1392,16:58,"","","","","","","",,,,,,,,79,36,59,5,-11,5.2,0.7,5.9
Teemu Selanne,2002-03,32,SJS,NHL,82,28,36,64,30,253,"",1577,19:14,"","","","","","",Byng-16,,,,,,,,90,37,66,7,-6,5.5,1.5,7.0
Teemu Selanne,2003-04,33,COL,NHL,78,16,16,32,32,182,"",1261,16:10,"","","","","","","",,,,,,,,52,17,38,5,2,1.8,1.4,3.2
Teemu Selanne,2005-06,35,MDA,NHL,80,40,50,90,44,267,"",1424,17:48,"","","","","","","AS-5,Byng-5,Hart-13,Masterton-1",,,,,,,,133,64,43,2,28,8.7,2.7,11.4
Teemu Selanne,2006-07,36,ANA,NHL,82,48,46,94,82,257,"",1451,17:42,"","","","","","","AS-4,AS-14,Byng-9,Hart-9,Selke-25",,,,,,,,123,60,38,1,26,10.3,2.7,13.0
Teemu Selanne,2007-08,37,ANA,NHL,26,12,11,23,8,87,128,471,18:07,34,33,2,6,7,30,"",271,257,216,217,15,9,104.2,32,17,10,0,5,2.5,0.8,3.3
Teemu Selanne,2008-09,38,ANA,NHL,65,27,27,54,36,186,311,1072,16:29,110,114,5,18,23,47,Byng-14,780,693,617,562,36,36,99.5,78,42,41,2,-3,5.3,1.0,6.3
Teemu Selanne,2009-10,39,ANA,NHL,54,27,21,48,16,173,269,935,17:19,62,69,13,14,17,39,Byng-10,663,684,525,555,32,26,102.0,66,34,29,0,3,5.6,1.0,6.6
Teemu Selanne,2010-11,40,ANA,NHL,73,31,49,80,49,213,322,1310,17:56,97,121,20,15,37,45,"AS-4,Byng-6,Selke-40",849,1016,634,780,53,45,102.8,98,44,48,0,6,8.3,1.7,10.0
Teemu Selanne,2011-12,41,ANA,NHL,82,26,40,66,50,210,365,1466,17:53,144,153,20,23,29,43,Byng-12,999,992,768,753,55,52,100.8,91,36,57,1,-1,6.3,1.7,8.0
Teemu Selanne,2012-13,42,ANA,NHL,46,12,12,24,28,96,167,722,15:42,85,83,10,8,23,31,Byng-13,526,601,374,425,19,25,99.3,32,13,29,0,-10,2.0,0.3,2.3
Teemu Selanne,2013-14,43,ANA,NHL,64,9,18,27,12,111,194,904,14:08,46,60,8,15,16,31,Byng-7,731,674,564,517,33,22,102.1,43,10,25,0,8,1.5,1.0,2.5
Chris Govedaris,1989-90,19,HAR,NHL,12,0,1,1,6,13,,"","",,,,,,,"",,,,,,,,4,2,2,0,0,-0.4,0.2,-0.2
Chris Govedaris,1990-91,20,HAR,NHL,14,1,3,4,4,10,,"","",,,,,,,"",,,,,,,,7,2,10,1,-4,-0.1,0.1,0.0
Chris Govedaris,1992-93,22,HAR,NHL,7,1,0,1,0,6,,"","",,,,,,,"",,,,,,,,1,0,3,0,-2,-0.1,0.0,-0.1
