Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Joe Thornton,1997-98,18,BOS,NHL,55,3,4,7,19,33,"","","","","","","","","","",,,,,,,,9,2,13,0,-6,-1.1,0.5,-0.5,"",""
Joe Thornton,1998-99,19,BOS,NHL,81,16,25,41,69,128,"",1243,15:21,"","","","","","","",,,,,,,,60,23,35,1,3,2.5,1.8,4.3,"",""
Joe Thornton,1999-00,20,BOS,NHL,81,23,37,60,82,171,"",1725,21:18,"","","","","","","",,,,,,,,90,26,80,11,-5,4.0,1.8,5.7,"",""
Joe Thornton,2000-01,21,BOS,NHL,72,37,34,71,107,181,"",1566,21:45,"","","","","","","",,,,,,,,103,49,76,18,-4,6.7,1.6,8.3,"",""
Joe Thornton,2001-02,22,BOS,NHL,66,22,46,68,127,152,"",1319,19:59,"","","","","","",AS-10,,,,,,,,82,25,52,2,7,6.2,1.5,7.8,"",""
Joe Thornton,2002-03,23,BOS,NHL,77,36,65,101,109,196,"",1736,22:33,"","","","","","","AS-2,Hart-4",,,,,,,,131,47,77,5,12,10.1,2.0,12.1,"",""
Joe Thornton,2003-04,24,BOS,NHL,77,23,50,73,98,187,"",1666,21:38,"","","","","","","AS-3,Hart-14",,,,,,,,97,26,56,3,18,6.3,2.5,8.8,"",""
Joe Thornton,2005-06,26,TOT,NHL,81,29,96,125,61,195,"",1728,21:20,"","","","","","","AS-1,Byng-15,Hart-1,Ross-1,Selke-19",,,,,,,,156,68,75,18,31,10.2,3.1,13.3,"",""
Joe Thornton,2006-07,27,SJS,NHL,82,22,92,114,44,213,"",1666,20:19,"","","","","","","AS-3,Byng-14,Hart-5,Selke-21",,,,,,,,136,65,49,2,24,9.0,3.2,12.2,"",""
Joe Thornton,2007-08,28,SJS,NHL,82,29,67,96,59,178,308,1754,21:24,784,700,31,60,55,103,"AS-2,Byng-11,Hart-6,Selke-58",1231,894,935,674,65,41,101.3,118,53,49,2,18,8.6,3.3,11.9,"",""
Joe Thornton,2008-09,29,SJS,NHL,82,25,61,86,56,139,257,1596,19:28,718,577,24,81,64,86,"AS-5,Byng-33,Hart-9,Selke-28",1317,1045,994,818,66,44,101.6,109,43,53,3,16,6.8,2.7,9.5,"",""
Joe Thornton,2009-10,30,SJS,NHL,79,20,69,89,54,141,233,1569,19:51,662,566,29,113,71,88,"AS-5,Byng-27,Hart-12,Selke-32",1223,1126,896,879,69,52,102.7,115,42,62,6,17,7.3,2.2,9.6,"",""
Joe Thornton,2010-11,31,SJS,NHL,80,21,49,70,47,149,261,1590,19:52,675,565,35,56,114,98,Selke-36,1231,1065,890,790,58,52,100.6,112,52,64,8,4,5.4,1.9,7.2,"",""
Joe Thornton,2011-12,32,SJS,NHL,82,18,59,77,31,156,259,1678,20:28,557,436,26,42,96,95,Selke-31,1475,1138,1083,829,63,46,100.4,100,36,54,7,17,5.8,2.6,8.4,"",""
Joe Thornton,2012-13,33,SJS,NHL,48,7,33,40,26,85,136,882,18:23,410,291,21,23,37,42,Selke-45,760,626,530,435,31,24,100.3,57,26,25,0,6,2.9,1.5,4.4,150.2,103.4
Joe Thornton,2013-14,34,SJS,NHL,82,11,65,76,32,122,226,1552,18:56,617,482,34,54,76,96,"AS-9,Hart-22",1449,1038,1062,762,72,49,100.5,112,39,57,4,20,5.3,2.6,7.9,63.2,39.8
Joe Thornton,2014-15,35,SJS,NHL,78,16,49,65,30,131,255,1437,18:25,535,405,24,39,60,90,"Byng-46,Selke-14",1364,965,983,682,54,56,97.1,94,40,63,4,-4,5.0,1.5,6.5,57.0,40.0
Joe Thornton,2015-16,36,SJS,NHL,82,19,63,82,54,121,211,1506,18:22,399,353,30,48,69,98,"AS-2,AS-9,Byng-20,Hart-5,Selke-5",1271,985,955,693,75,45,101.9,123,48,52,2,25,7.1,2.9,10.0,62.2,40.5
Joe Thornton,2016-17,37,SJS,NHL,79,7,43,50,51,81,145,1427,18:04,374,362,31,52,63,74,Selke-21,1225,1047,882,740,57,46,100.3,88,31,49,0,7,2.2,2.1,4.3,50.8,40.5
Joe Thornton,2017-18,38,SJS,NHL,47,13,23,36,38,75,132,862,18:21,229,211,18,32,33,55,"",776,650,545,453,29,38,95.7,58,29,38,0,-9,2.5,0.7,3.3,28.2,28.6
Joe Thornton,2018-19,39,SJS,NHL,73,16,35,51,20,90,149,1135,15:33,356,319,14,17,43,42,Byng-35,1040,787,760,593,54,41,100.2,76,22,45,0,8,3.5,1.4,4.8,49.3,36.1
Patrick Marleau,1997-98,18,SJS,NHL,74,13,19,32,14,90,"","","","","","","","","",Calder-6,,,,,,,,50,13,32,0,5,1.9,1.2,3.1,"",""
Patrick Marleau,1998-99,19,SJS,NHL,81,21,24,45,24,134,"",1230,15:11,"","","","","","","",,,,,,,,65,19,37,1,10,3.5,1.9,5.4,"",""
Patrick Marleau,1999-00,20,SJS,NHL,81,17,23,40,36,161,"",1149,14:11,"","","","","","","",,,,,,,,56,17,48,0,-9,2.7,0.9,3.6,"",""
Patrick Marleau,2000-01,21,SJS,NHL,81,25,27,52,22,146,"",1319,16:17,"","","","","","","",,,,,,,,76,21,51,3,7,4.2,1.8,6.0,"",""
Patrick Marleau,2001-02,22,SJS,NHL,79,21,23,44,40,121,"",1111,14:04,"","","","","","","",,,,,,,,66,15,42,0,9,4.0,1.3,5.3,"",""
Patrick Marleau,2002-03,23,SJS,NHL,82,28,29,57,33,172,"",1519,18:31,"","","","","","","",,,,,,,,83,32,67,6,-10,4.9,1.3,6.1,"",""
Patrick Marleau,2003-04,24,SJS,NHL,80,28,29,57,24,220,"",1456,18:12,"","","","","","","AS-10,Byng-18,Hart-21",,,,,,,,82,34,57,4,-5,5.4,1.3,6.8,"",""
Patrick Marleau,2005-06,26,SJS,NHL,82,34,52,86,26,260,"",1634,19:56,"","","","","","",Byng-3,,,,,,,,117,66,74,11,-12,7.1,1.4,8.5,"",""
Patrick Marleau,2006-07,27,SJS,NHL,77,32,46,78,33,180,"",1429,18:34,"","","","","","","Byng-12,Selke-22",,,,,,,,110,56,46,1,9,7.0,2.3,9.4,"",""
Patrick Marleau,2007-08,28,SJS,NHL,78,19,29,48,33,185,310,1422,18:14,317,288,10,83,44,72,Byng-83,960,833,748,617,29,44,95.1,73,43,50,1,-19,3.2,1.3,4.5,"",""
Patrick Marleau,2008-09,29,SJS,NHL,76,38,33,71,18,251,396,1623,21:21,310,281,23,98,46,61,"AS-13,Byng-4,Hart-17,Selke-9",1193,973,908,743,59,47,100.3,108,41,70,19,16,6.5,2.7,9.2,"",""
Patrick Marleau,2009-10,30,SJS,NHL,82,44,39,83,22,274,472,1739,21:13,316,299,33,76,53,69,"AS-11,AS-3,Byng-6,Hart-9,Selke-8",1325,1162,985,896,72,51,102.5,117,39,74,17,21,8.8,2.6,11.4,"",""
Patrick Marleau,2010-11,31,SJS,NHL,82,37,36,73,16,279,470,1705,20:47,288,261,31,86,35,66,"AS-4,Byng-4,Hart-26,Selke-53",1279,1134,920,834,60,61,99.5,112,49,94,28,-3,7.1,1.7,8.8,"",""
Patrick Marleau,2011-12,32,SJS,NHL,82,30,34,64,26,251,418,1679,20:29,243,224,33,84,38,45,"",1397,1176,1054,850,64,53,99.7,103,39,67,13,10,5.7,2.3,8.0,"",""
Patrick Marleau,2012-13,33,SJS,NHL,48,17,14,31,24,150,245,917,19:07,71,79,13,38,25,26,AS-14,720,619,534,434,26,27,97.4,52,25,37,8,-2,2.9,1.3,4.1,146.9,125.5
Patrick Marleau,2013-14,34,SJS,NHL,82,33,37,70,18,285,482,1683,20:31,163,145,29,85,50,65,"AS-7,Byng-3,Hart-23",1355,1195,1019,873,63,60,99.0,105,39,82,16,0,6.7,1.8,8.6,"",""
Patrick Marleau,2014-15,35,SJS,NHL,82,19,38,57,12,233,403,1606,19:35,139,182,26,83,42,74,Byng-18,1274,1223,929,906,50,64,97.9,93,43,86,19,-17,3.9,1.1,5.1,55.5,56.6
