Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
John Tavares,2009-10,19,NYI,NHL,82,24,30,54,22,186,346,1477,18:00,536,593,28,42,55,77,Calder-5,1044,1127,778,838,49,61,98.8,84,35,65,1,-15,4.3,0.9,5.1,"",""
John Tavares,2010-11,20,NYI,NHL,79,29,38,67,53,243,404,1521,19:15,681,616,23,21,73,51,"",1220,1281,881,943,54,65,98.6,83,28,72,1,-16,6.3,1.0,7.4,"",""
John Tavares,2011-12,21,NYI,NHL,82,31,50,81,26,286,464,1687,20:34,813,772,23,27,99,65,"AS-6,Byng-17,Selke-38",1427,1377,1056,1002,72,77,97.9,108,36,78,0,-6,7.7,1.9,9.6,"",""
John Tavares,2012-13,22,NYI,NHL,48,28,19,47,18,162,288,997,20:46,459,471,22,33,27,44,"AS-4,Byng-16,Hart-3,Selke-25",866,757,623,549,41,43,97.4,63,22,43,0,-2,5.6,1.0,6.6,"",""
John Tavares,2013-14,23,NYI,NHL,59,24,42,66,40,188,334,1253,21:15,554,575,19,23,55,56,Hart-18,1050,1048,745,794,55,58,100.1,89,34,62,0,-6,6.7,1.1,7.7,"",""
John Tavares,2014-15,24,NYI,NHL,82,38,48,86,46,278,471,1695,20:40,753,689,37,48,94,109,"AS-1,Byng-27,Hart-3,Selke-46",1575,1290,1147,938,72,67,98.8,118,45,69,0,5,9.5,1.8,11.2,82.7,63.0
John Tavares,2015-16,25,NYI,NHL,78,33,37,70,38,250,457,1560,20:00,741,629,29,51,69,82,"AS-10,Byng-32,Hart-13",1332,1253,966,921,63,54,101.4,99,36,57,0,6,7.4,1.9,9.3,64.1,67.3
John Tavares,2016-17,26,NYI,NHL,77,28,38,66,38,260,471,1572,20:25,824,804,20,42,63,81,"AS-7,Byng-45,Selke-8",1332,1187,965,877,69,62,100.1,96,25,73,6,4,6.2,1.6,7.8,64.9,53.9
John Tavares,2017-18,27,NYI,NHL,82,37,47,84,26,257,447,1634,19:56,913,813,34,30,49,78,"Byng-22,Selke-26",1283,1315,948,1025,73,80,100.1,121,45,113,26,-12,7.8,1.0,8.8,62.6,70.3
John Tavares,2018-19,28,TOR,NHL,82,47,41,88,34,286,485,1565,19:05,833,694,53,59,53,72,"AS-7,Byng-23,Hart-17,Selke-19",1585,1386,1139,1086,99,74,102.8,133,34,84,4,19,9.3,2.0,11.3,81.8,66.2
Victor Hedman,2009-10,19,TBL,NHL,74,4,16,20,79,90,216,1543,20:51,0,0,95,57,14,46,Calder-9,1117,1183,834,892,59,64,100.2,71,9,84,19,-3,0.8,3.1,3.9,"",""
Victor Hedman,2010-11,20,TBL,NHL,79,3,23,26,70,101,243,1660,21:01,0,0,85,54,48,64,"",1358,1167,1025,842,65,61,98.6,74,9,78,16,3,1.2,3.8,5.0,"",""
Victor Hedman,2011-12,21,TBL,NHL,61,5,18,23,65,82,192,1409,23:06,0,0,127,96,33,35,"",1014,1107,758,805,54,61,99.0,63,8,84,20,-9,1.5,1.4,2.9,"",""
Victor Hedman,2012-13,22,TBL,NHL,44,4,16,20,31,76,156,997,22:40,0,0,84,56,17,42,"",676,727,515,552,45,43,100.7,52,6,63,18,1,1.4,1.6,3.0,"",""
Victor Hedman,2013-14,23,TBL,NHL,75,13,42,55,53,170,342,1683,22:26,0,0,101,86,34,44,"AS-9,Norris-9",1290,1104,989,845,61,58,99.2,89,23,83,23,5,5.5,3.5,9.0,"",""
Victor Hedman,2014-15,24,TBL,NHL,59,10,28,38,40,115,249,1338,22:41,0,0,111,51,29,67,"",1025,882,746,653,65,52,100.7,79,13,66,12,12,3.8,3.2,7.0,44.4,40.8
Victor Hedman,2015-16,25,TBL,NHL,78,10,37,47,46,180,395,1799,23:04,0,0,132,62,48,62,"AS-8,Norris-7",1534,1201,1133,903,73,52,101.0,93,17,72,17,21,4.3,5.8,10.1,62.8,51.8
Victor Hedman,2016-17,26,TBL,NHL,79,16,56,72,47,166,397,1936,24:30,0,0,132,93,39,73,"AS-2,AS-3,Byng-38,Hart-14,Norris-3",1501,1308,1100,1009,76,67,101.1,122,45,87,13,3,7.3,4.7,12.0,61.8,63.2
Victor Hedman,2017-18,27,TBL,NHL,77,17,46,63,54,216,439,1991,25:51,1,1,110,139,46,67,"AS-1,Hart-17,Norris-1",1583,1452,1193,1120,87,60,103.2,130,37,92,31,32,5.7,5.2,11.0,69.0,66.7
Victor Hedman,2018-19,28,TBL,NHL,70,12,42,54,44,182,328,1594,22:46,0,1,97,59,32,50,"AS-2,AS-4,Norris-3",1223,1133,931,862,74,56,102.6,125,45,70,13,24,4.7,4.3,8.9,57.3,53.3
Matt Duchene,2009-10,19,COL,NHL,81,24,31,55,16,180,309,1436,17:44,479,609,28,51,64,39,"Byng-22,Calder-3",943,1080,730,803,51,47,101.6,88,36,52,1,1,4.3,1.5,5.8,"",""
Matt Duchene,2010-11,20,COL,NHL,80,27,40,67,33,202,356,1516,18:57,628,618,48,57,65,52,Byng-48,1195,1266,911,937,70,74,99.8,96,26,79,1,-8,6.0,1.0,7.1,"",""
Matt Duchene,2011-12,21,COL,NHL,58,14,14,28,8,132,249,945,16:17,200,191,41,43,31,21,"",844,741,618,558,26,36,97.0,39,13,38,1,-11,2.1,0.7,2.8,"",""
Matt Duchene,2012-13,22,COL,NHL,47,17,26,43,12,132,214,983,20:55,488,405,47,48,44,24,"AS-11,Byng-26,Selke-21",752,762,557,556,39,49,97.1,54,14,65,13,-12,4.0,0.6,4.5,140.4,142.1
Matt Duchene,2013-14,23,COL,NHL,71,23,47,70,19,217,374,1313,18:30,532,526,44,53,40,36,"Byng-8,Hart-17",1110,1088,843,836,63,54,100.8,89,26,56,2,8,6.6,1.5,8.1,"",""
Matt Duchene,2014-15,24,COL,NHL,82,21,34,55,16,207,344,1523,18:34,635,582,74,43,49,34,"",1106,1420,840,1058,64,60,102.2,75,11,61,1,3,4.3,1.9,6.2,52.7,59.6
Matt Duchene,2015-16,25,COL,NHL,76,30,29,59,24,200,325,1413,18:35,428,311,37,41,43,31,"",1099,1267,833,942,55,59,100.3,81,26,64,1,-8,5.9,1.3,7.2,49.2,58.1
