Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Owen Nolan,1990-91,18,QUE,NHL,59,3,10,13,109,54,"","","","","","","","","","",,,,,,,,25,2,43,1,-19,-1.0,0.2,-0.8,,
Owen Nolan,1991-92,19,QUE,NHL,75,42,31,73,183,190,"","","","","","","","","",AS-7,,,,,,,,98,31,78,2,-9,6.2,0.7,6.9,,
Owen Nolan,1992-93,20,QUE,NHL,73,36,41,77,185,241,"","","","","","","","","","",,,,,,,,111,42,78,8,-1,5.7,0.7,6.5,,
Owen Nolan,1993-94,21,QUE,NHL,6,2,2,4,8,15,"","","","","","","","","","",,,,,,,,9,3,7,3,2,0.3,0.1,0.4,,
Owen Nolan,1994-95,22,QUE,NHL,46,30,19,49,46,137,"","","","","","","","","",AS-5,,,,,,,,61,21,29,10,21,5.4,1.0,6.5,,
Owen Nolan,1995-96,23,TOT,NHL,81,33,36,69,146,207,"","","","","","","","","","",,,,,,,,93,40,105,19,-33,5.8,-0.1,5.7,,
Owen Nolan,1996-97,24,SJS,NHL,72,31,32,63,155,225,"","","","","","","","","","",,,,,,,,85,28,79,3,-19,6.3,0.4,6.7,,
Owen Nolan,1997-98,25,SJS,NHL,75,14,27,41,144,192,"","","","","","","","","","",,,,,,,,52,15,58,19,-2,2.9,0.9,3.8,,
Owen Nolan,1998-99,26,SJS,NHL,78,19,26,45,129,207,"",1494,19:09,"","","","","","","",,,,,,,,72,24,50,18,16,2.6,2.4,5.1,,
Owen Nolan,1999-00,27,SJS,NHL,78,44,40,84,110,261,"",1647,21:07,"","","","","","","AS-3,Hart-5",,,,,,,,101,44,83,25,-1,8.6,1.8,10.5,,
Owen Nolan,2000-01,28,SJS,NHL,57,24,25,49,75,191,"",1244,21:49,"","","","","","",Selke-30,,,,,,,,71,28,55,12,0,4.0,1.5,5.5,,
Owen Nolan,2001-02,29,SJS,NHL,75,23,43,66,93,217,"",1454,19:23,"","","","","","",AS-10,,,,,,,,82,29,63,17,7,5.7,1.5,7.2,,
Owen Nolan,2002-03,30,TOT,NHL,75,29,25,54,107,221,"",1345,17:56,"","","","","","","",,,,,,,,74,31,64,18,-3,5.1,1.3,6.5,,
Owen Nolan,2003-04,31,TOR,NHL,65,19,29,48,110,154,"",1166,17:57,"","","","","","","",,,,,,,,69,25,60,20,4,4.2,1.3,5.4,,
Owen Nolan,2006-07,34,PHX,NHL,76,16,24,40,56,154,"",1172,15:25,"","","","","","","",,,,,,,,59,21,54,14,-2,2.3,1.2,3.6,,
Owen Nolan,2007-08,35,CGY,NHL,77,16,16,32,71,163,286,1275,16:33,181,165,22,86,44,50,"",833,764,645,616,38,34,101.0,51,10,53,18,6,1.6,1.5,3.2,,
Owen Nolan,2008-09,36,MIN,NHL,59,25,20,45,26,148,238,967,16:24,75,86,12,37,21,25,"",649,714,492,539,36,27,102.8,63,27,31,0,5,4.6,1.7,6.2,,
Owen Nolan,2009-10,37,MIN,NHL,73,16,17,33,40,151,251,1212,16:36,184,206,20,51,29,36,"",802,858,607,643,32,39,98.7,50,17,55,10,-12,1.8,1.1,2.9,,
Petr Nedved,1990-91,19,VAN,NHL,61,10,6,16,20,97,,"","",,,,,,,"",,,,,,,,25,3,45,2,-21,-0.2,0.3,0.1,,
Petr Nedved,1991-92,20,VAN,NHL,77,15,22,37,36,99,,"","",,,,,,,"",,,,,,,,49,11,44,3,-3,1.1,0.9,2.0,,
Petr Nedved,1992-93,21,VAN,NHL,84,38,33,71,96,149,,"","",,,,,,,"",,,,,,,,106,28,75,17,20,5.1,1.2,6.3,,
Petr Nedved,1993-94,22,STL,NHL,19,6,14,20,8,63,,"","",,,,,,,"",,,,,,,,27,12,16,3,2,1.5,0.3,1.8,,
