Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Vincent Lecavalier,1998-99,18,TBL,NHL,82,13,15,28,23,125,"",1121,13:40,"","","","","","",Calder-14,,,,,,,,44,12,51,0,-19,1.3,0.5,1.9,"",""
Vincent Lecavalier,1999-00,19,TBL,NHL,80,25,42,67,43,166,"",1544,19:18,"","","","","","","",,,,,,,,90,39,79,3,-25,5.3,0.6,5.9,"",""
Vincent Lecavalier,2000-01,20,TBL,NHL,68,23,28,51,66,165,"",1356,19:57,"","","","","","","",,,,,,,,74,33,69,2,-26,3.9,0.5,4.4,"",""
Vincent Lecavalier,2001-02,21,TBL,NHL,76,20,17,37,61,164,"",1303,17:09,"","","","","","","",,,,,,,,56,20,54,0,-18,2.5,1.1,3.6,"",""
Vincent Lecavalier,2002-03,22,TBL,NHL,80,33,45,78,39,274,"",1563,19:33,"","","","","","","AS-7,Byng-30",,,,,,,,105,43,71,9,0,7.4,1.9,9.3,"",""
Vincent Lecavalier,2003-04,23,TBL,NHL,81,32,34,66,52,242,"",1463,18:04,"","","","","","",AS-15,,,,,,,,98,28,51,5,23,6.9,2.4,9.3,"",""
Vincent Lecavalier,2005-06,25,TBL,NHL,80,35,40,75,90,309,"",1610,20:08,"","","","","","","",,,,,,,,118,53,75,10,0,6.0,2.0,8.1,"",""
Vincent Lecavalier,2006-07,26,TBL,NHL,82,52,56,108,44,339,"",1854,22:36,"","","","","","","AS-2,Byng-19,Hart-4,Richard-1,Selke-41",,,,,,,,134,48,98,14,2,11.2,2.2,13.4,"",""
Vincent Lecavalier,2007-08,27,TBL,NHL,81,40,52,92,89,318,529,1859,22:57,810,848,21,108,51,65,"AS-4,Clancy-1,Hart-17",1217,1275,925,968,71,89,97.9,123,44,105,9,-17,9.1,1.6,10.7,"",""
Vincent Lecavalier,2008-09,28,TBL,NHL,77,29,38,67,54,291,481,1559,20:15,710,684,29,110,51,55,Byng-55,1062,1057,813,818,54,62,99.0,93,35,81,14,-9,5.5,1.3,6.7,"",""
Vincent Lecavalier,2009-10,29,TBL,NHL,82,24,46,70,63,295,491,1623,19:47,762,675,21,80,33,47,Byng-36,1100,1161,842,908,50,61,99.1,95,44,71,4,-16,5.5,1.2,6.7,"",""
Vincent Lecavalier,2010-11,30,TBL,NHL,65,25,29,54,43,210,348,1200,18:27,591,570,25,93,35,26,"",927,909,691,668,43,40,100.3,76,32,51,2,-5,5.2,1.2,6.4,"",""
Vincent Lecavalier,2011-12,31,TBL,NHL,64,22,27,49,50,182,308,1212,18:56,556,606,31,103,24,34,"",941,980,685,730,56,53,101.0,74,18,59,1,-2,4.6,1.0,5.6,"",""
Vincent Lecavalier,2012-13,32,TBL,NHL,39,10,22,32,29,86,136,697,17:53,404,338,13,74,12,7,"",496,561,381,441,31,35,100.3,49,18,37,1,-5,2.6,0.3,3.0,"",""
Vincent Lecavalier,2013-14,33,PHI,NHL,69,20,17,37,44,132,240,1048,15:11,200,248,19,77,16,27,"",800,902,597,682,34,46,98.7,49,15,51,1,-16,3.5,0.4,3.9,"",""
Vincent Lecavalier,2014-15,34,PHI,NHL,57,8,12,20,36,103,187,721,12:39,95,96,15,40,11,16,"",525,583,384,427,23,29,99.0,32,9,30,0,-7,1.1,0.5,1.6,20.7,22.4
Vincent Lecavalier,2015-16,35,TOT,NHL,49,10,8,18,22,67,113,649,13:14,297,288,22,62,13,14,"",470,492,354,346,17,17,100.0,26,9,20,3,0,1.3,0.7,2.1,16.9,19.5
David Legwand,1998-99,18,NSH,NHL,1,0,0,0,0,2,"",13,12:50,"","","","","","","",,,,,,,,0,0,0,0,0,0.0,0.0,0.0,"",""
David Legwand,1999-00,19,NSH,NHL,71,13,15,28,30,111,"",1045,14:43,"","","","","","","",,,,,,,,46,15,37,0,-6,1.4,1.1,2.5,"",""
David Legwand,2000-01,20,NSH,NHL,81,13,28,41,38,172,"",1234,15:14,"","","","","","","",,,,,,,,52,11,41,1,1,2.1,1.8,3.9,"",""
David Legwand,2001-02,21,NSH,NHL,63,11,19,30,54,121,"",1034,16:25,"","","","","","","",,,,,,,,41,7,35,2,1,1.6,1.3,2.9,"",""
David Legwand,2002-03,22,NSH,NHL,64,17,31,48,34,167,"",1231,19:14,"","","","","","","",,,,,,,,71,34,40,1,-2,3.7,1.6,5.2,"",""
David Legwand,2003-04,23,NSH,NHL,82,18,29,47,46,165,"",1417,17:17,"","","","","","","",,,,,,,,75,21,48,3,9,3.3,2.0,5.3,"",""
David Legwand,2005-06,25,NSH,NHL,44,7,19,26,34,109,"",741,16:50,"","","","","","","",,,,,,,,41,15,26,3,3,1.1,1.0,2.0,"",""
David Legwand,2006-07,26,NSH,NHL,78,27,36,63,44,153,"",1432,18:22,"","","","","","","Byng-45,Selke-12",,,,,,,,81,13,55,10,23,5.0,2.3,7.3,"",""
David Legwand,2007-08,27,NSH,NHL,65,15,29,44,38,144,207,1171,18:01,305,395,21,7,52,26,"",713,746,539,590,40,40,101.0,68,27,53,8,-4,3.0,1.1,4.1,"",""
David Legwand,2008-09,28,NSH,NHL,73,20,22,42,32,175,274,1419,19:27,509,514,23,25,44,50,Selke-39,987,938,749,714,41,45,98.7,59,14,64,16,-3,2.3,1.7,4.1,"",""
David Legwand,2009-10,29,NSH,NHL,82,11,27,38,24,151,246,1534,18:42,538,586,46,38,46,60,"",1110,1087,835,838,44,50,99.7,59,12,71,19,-5,1.0,1.5,2.5,"",""
