Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TOI,ATOI,Awards,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS
Petr Prajsler,1988-89,23,LAK,NHL,2,0,3,3,0,1,"","","",6,2,0,0,4,0.2,0.3,0.5
Petr Prajsler,1989-90,24,LAK,NHL,34,3,7,10,47,49,"","","",38,19,33,5,-9,0.3,0.7,0.9
Petr Prajsler,1991-92,26,BOS,NHL,3,0,0,0,2,3,"","","",0,0,1,0,-1,-0.1,0.1,0.0
Ken Priestlay,1986-87,19,BUF,NHL,34,11,6,17,8,49,"","","",30,14,14,1,3,0.8,0.5,1.3
Ken Priestlay,1987-88,20,BUF,NHL,33,5,12,17,35,63,"","","",38,15,37,10,-4,0.4,0.3,0.7
Ken Priestlay,1988-89,21,BUF,NHL,15,2,0,2,2,20,"","","",6,2,19,7,-8,-0.3,0.0,-0.3
Ken Priestlay,1989-90,22,BUF,NHL,35,7,7,14,14,66,"","","",23,5,23,4,-1,0.2,0.5,0.7
Ken Priestlay,1990-91,23,PIT,NHL,2,0,1,1,0,2,"","","",1,0,1,0,0,0.0,0.0,0.0
Ken Priestlay,1991-92,24,PIT,NHL,49,2,8,10,4,20,"","","",14,4,10,5,5,-1.0,0.6,-0.4
Bruce Major,1990-91,24,QUE,NHL,4,0,0,0,0,0,"","","",0,0,1,0,-1,-0.2,0.0,-0.1
Jiri Latal,1989-90,22,PHI,NHL,32,6,13,19,6,59,"","","",49,12,33,0,4,1.2,1.7,2.9
Jiri Latal,1990-91,23,PHI,NHL,50,5,21,26,14,81,"","","",46,17,49,1,-19,1.3,1.7,3.1
Jiri Latal,1991-92,24,PHI,NHL,10,1,2,3,4,22,"","","",10,2,7,0,1,0.1,0.6,0.7
Shane Churla,1986-87,21,HAR,NHL,20,0,1,1,78,2,"","","",3,0,4,0,-1,-0.7,0.2,-0.4
Shane Churla,1987-88,22,TOT,NHL,31,1,5,6,146,15,"","","",16,0,15,0,1,-0.7,0.2,-0.4
Shane Churla,1988-89,23,TOT,NHL,18,1,0,1,79,8,"","","",1,0,4,0,-3,-0.6,0.2,-0.4
Shane Churla,1989-90,24,MNS,NHL,53,2,3,5,292,40,"","","",13,1,16,0,-4,-1.5,0.7,-0.9
Shane Churla,1990-91,25,MNS,NHL,40,2,2,4,286,32,"","","",12,0,11,0,1,-1.0,0.6,-0.4
Shane Churla,1991-92,26,MNS,NHL,57,4,1,5,278,42,"","","",12,0,24,0,-12,-1.5,0.6,-0.9
Shane Churla,1992-93,27,MNS,NHL,73,5,16,21,286,61,"","","",40,16,32,0,-8,-0.8,0.9,0.1
Shane Churla,1993-94,28,DAL,NHL,69,6,7,13,333,62,"","","",24,7,26,1,-8,-1.1,0.6,-0.4
Shane Churla,1994-95,29,DAL,NHL,27,1,3,4,186,22,"","","",7,0,7,0,0,-0.6,0.4,-0.2
Shane Churla,1995-96,30,TOT,NHL,55,4,6,10,231,32,"","","",20,4,24,0,-8,-0.9,0.5,-0.4
Shane Churla,1996-97,31,NYR,NHL,45,0,1,1,106,19,"","","",4,0,14,0,-10,-1.7,0.1,-1.5
Brian McReynolds,1989-90,25,WIN,NHL,9,0,2,2,4,11,"","","",3,0,8,1,-4,-0.2,0.0,-0.2
Brian McReynolds,1990-91,26,NYR,NHL,1,0,0,0,0,0,"","","",0,0,1,0,-1,0.0,0.0,-0.1
Brian McReynolds,1993-94,29,LAK,NHL,20,1,3,4,4,10,"","","",6,0,14,6,-2,-0.3,0.2,-0.2
Randy McKay,1988-89,22,DET,NHL,3,0,0,0,0,2,"","","",1,0,2,0,-1,-0.1,0.0,-0.1
Randy McKay,1989-90,23,DET,NHL,33,3,6,9,51,33,"","","",17,0,16,0,1,-0.4,0.4,0.0
Randy McKay,1990-91,24,DET,NHL,47,1,7,8,183,22,"","","",12,0,27,0,-15,-1.1,0.1,-1.0
Randy McKay,1991-92,25,NJD,NHL,80,17,16,33,246,111,"","","",47,4,43,6,6,0.9,1.0,1.9
Randy McKay,1992-93,26,NJD,NHL,73,11,11,22,206,94,"","","",31,1,40,10,0,-0.3,0.9,0.6
Randy McKay,1993-94,27,NJD,NHL,78,12,15,27,244,77,"","","",41,0,17,0,24,0.3,1.4,1.7
Randy McKay,1994-95,28,NJD,NHL,33,5,7,12,44,44,"","","",20,3,7,0,10,0.3,0.8,1.1
Randy McKay,1995-96,29,NJD,NHL,76,11,10,21,145,97,"","","",39,9,23,0,7,-0.2,1.6,1.4
Randy McKay,1996-97,30,NJD,NHL,77,9,18,27,109,92,"","","",42,5,22,0,15,0.3,1.7,2.0
Randy McKay,1997-98,31,NJD,NHL,74,24,24,48,86,141,"","",Selke-10,70,19,21,0,30,4.5,2.2,6.8
Randy McKay,1998-99,32,NJD,NHL,70,17,20,37,143,136,1127,16:06,"",63,19,34,0,10,2.5,1.5,4.0
Randy McKay,1999-00,33,NJD,NHL,67,16,23,39,80,116,1048,15:39,"",66,17,41,0,8,2.7,1.4,4.1
Randy McKay,2000-01,34,NJD,NHL,77,23,20,43,50,120,1076,13:58,Selke-43,69,27,39,0,3,3.7,1.0,4.7
Randy McKay,2001-02,35,TOT,NHL,69,7,11,18,72,73,898,13:01,"",37,9,25,1,4,0.2,1.3,1.5
Randy McKay,2002-03,36,MTL,NHL,75,6,13,19,72,52,829,11:03,"",30,6,43,5,-14,0.4,0.3,0.7
Gord Hynes,1991-92,25,BOS,NHL,15,0,5,5,6,16,"","","",17,0,9,0,8,0.1,1.3,1.4
Gord Hynes,1992-93,26,PHI,NHL,37,3,4,7,16,39,"","","",31,5,31,2,-3,0.0,1.3,1.3
Donald Dufresne,1988-89,21,MTL,NHL,13,0,1,1,43,5,"","","",5,0,4,2,3,-0.2,0.9,0.7
Donald Dufresne,1989-90,22,MTL,NHL,18,0,4,4,23,6,"","","",14,0,14,1,1,-0.1,1.1,1.0
Donald Dufresne,1990-91,23,MTL,NHL,53,2,13,15,55,32,"","","",43,1,46,9,5,0.2,3.2,3.4
Donald Dufresne,1991-92,24,MTL,NHL,3,0,0,0,2,2,"","","",2,0,0,0,2,-0.1,0.3,0.2
Donald Dufresne,1992-93,25,MTL,NHL,32,1,2,3,32,13,"","","",18,0,19,1,0,-0.4,1.5,1.1
Donald Dufresne,1993-94,26,TOT,NHL,60,2,6,8,58,56,"","","",32,1,50,12,-7,-0.4,3.1,2.7
Donald Dufresne,1994-95,27,STL,NHL,22,0,3,3,10,11,"","","",15,1,16,4,2,-0.2,0.8,0.6
Donald Dufresne,1995-96,28,TOT,NHL,45,1,6,7,20,21,"","","",19,1,29,7,-4,-0.2,2.0,1.8
Donald Dufresne,1996-97,29,EDM,NHL,22,0,1,1,15,10,"","","",12,1,15,3,-1,-0.3,0.9,0.6
Rod Dallman,1987-88,21,NYI,NHL,3,1,0,1,6,2,"","","",1,0,0,0,1,0.0,0.1,0.1
Rod Dallman,1988-89,22,NYI,NHL,1,0,0,0,15,1,"","","",0,0,1,0,-1,0.0,0.0,-0.1
Rod Dallman,1991-92,25,PHI,NHL,2,0,0,0,5,2,"","","",0,0,0,0,0,-0.1,0.0,0.0
Joe Reekie,1985-86,20,BUF,NHL,3,0,0,0,14,1,"","","",2,0,4,0,-2,-0.1,0.1,0.0
Joe Reekie,1986-87,21,BUF,NHL,56,1,8,9,82,56,"","","",59,4,74,25,6,-0.4,3.0,2.6
Joe Reekie,1987-88,22,BUF,NHL,30,1,4,5,68,23,"","","",28,0,39,8,-3,-0.2,1.2,1.0
Joe Reekie,1988-89,23,BUF,NHL,15,1,3,4,26,14,"","","",19,1,18,6,6,0.1,1.1,1.1
Joe Reekie,1989-90,24,NYI,NHL,31,1,8,9,43,22,"","","",35,1,38,17,13,0.1,2.2,2.3
Joe Reekie,1990-91,25,NYI,NHL,66,3,16,19,96,70,"","","",65,3,76,31,17,0.3,4.7,5.0
Joe Reekie,1991-92,26,NYI,NHL,54,4,12,16,85,59,"","","",64,3,75,29,15,0.4,3.0,3.4
Joe Reekie,1992-93,27,TBL,NHL,42,2,11,13,69,53,"","","",40,2,56,20,2,0.2,2.4,2.6
Joe Reekie,1993-94,28,TOT,NHL,85,1,16,17,156,98,"","","",70,0,85,30,15,-0.3,6.1,5.9
Joe Reekie,1994-95,29,WSH,NHL,48,1,6,7,97,52,"","","",35,1,37,13,10,-0.3,3.7,3.5
Joe Reekie,1995-96,30,WSH,NHL,78,3,7,10,149,52,"","","",54,0,63,16,7,-0.4,5.3,4.9
Joe Reekie,1996-97,31,WSH,NHL,65,1,8,9,107,65,"","","",48,1,58,19,8,-0.3,4.4,4.1
Joe Reekie,1997-98,32,WSH,NHL,68,2,8,10,70,59,"","","",52,1,52,16,15,-0.2,5.0,4.8
Joe Reekie,1998-99,33,WSH,NHL,73,0,10,10,68,81,1597,21:53,"",63,2,76,26,11,-0.6,4.5,3.9
Joe Reekie,1999-00,34,WSH,NHL,59,0,7,7,50,32,1034,17:32,"",48,1,40,14,21,-0.4,3.8,3.4
Joe Reekie,2000-01,35,WSH,NHL,74,2,9,11,77,59,1392,18:49,"",53,0,60,21,14,-0.2,4.2,4.0
Joe Reekie,2001-02,36,TOT,NHL,55,2,6,8,69,33,812,14:46,"",31,1,47,12,-5,0.2,1.1,1.3
Tim Sweeney,1990-91,23,CGY,NHL,42,7,9,16,8,40,"","","",24,1,33,11,1,0.2,0.4,0.6
Tim Sweeney,1991-92,24,CGY,NHL,11,1,2,3,4,16,"","","",4,0,9,5,0,-0.1,0.1,0.0
Tim Sweeney,1992-93,25,BOS,NHL,14,1,7,8,6,15,"","","",10,0,9,0,1,0.1,0.2,0.3
Tim Sweeney,1993-94,26,MDA,NHL,78,16,27,43,49,114,"","","",62,18,50,9,3,2.1,1.3,3.4
Tim Sweeney,1994-95,27,MDA,NHL,13,1,1,2,2,11,"","","",6,0,16,7,-3,-0.2,0.1,-0.2
Tim Sweeney,1995-96,28,BOS,NHL,41,8,8,16,14,47,"","","",20,4,22,10,4,0.5,0.6,1.1
Tim Sweeney,1996-97,29,BOS,NHL,36,10,11,21,14,65,"","","",34,6,34,6,0,1.5,0.5,2.0
Tim Sweeney,1997-98,30,NYR,NHL,56,11,18,29,26,75,"","","",42,11,25,1,7,1.9,1.2,3.0
Danton Cole,1989-90,23,WIN,NHL,2,1,1,2,0,2,"","","",2,0,4,1,-1,0.1,0.0,0.1
Danton Cole,1990-91,24,WIN,NHL,66,13,11,24,24,109,"","","",38,6,60,14,-14,0.4,0.7,1.0
Danton Cole,1991-92,25,WIN,NHL,52,7,5,12,32,65,"","","",19,2,46,14,-15,-0.5,0.4,-0.1
Danton Cole,1992-93,26,TBL,NHL,67,12,15,27,23,100,"","","",41,3,75,35,-2,0.4,1.0,1.4
Danton Cole,1993-94,27,TBL,NHL,81,20,23,43,32,149,"","","",65,21,64,27,7,2.3,1.6,4.0
Danton Cole,1994-95,28,TOT,NHL,38,4,5,9,14,76,"","","",23,3,27,6,-1,-0.2,0.5,0.3
Danton Cole,1995-96,29,TOT,NHL,12,1,0,1,0,6,"","","",1,0,2,1,0,-0.3,0.2,-0.1
Victor Posa,1985-86,19,CBH,NHL,2,0,0,0,2,1,"","","",0,0,0,0,0,-0.1,0.0,-0.1
Ed Cristofoli,1989-90,22,MTL,NHL,9,0,1,1,4,6,"","","",2,0,3,0,-1,-0.3,0.1,-0.2
Stu Grimson,1988-89,23,CGY,NHL,1,0,0,0,5,0,"","","",0,0,0,0,0,0.0,0.0,0.0
Stu Grimson,1989-90,24,CGY,NHL,3,0,0,0,17,0,"","","",0,0,1,0,-1,-0.1,0.0,-0.1
Stu Grimson,1990-91,25,CHI,NHL,35,0,1,1,183,14,"","","",4,0,7,0,-3,-1.2,0.4,-0.9
Stu Grimson,1991-92,26,CHI,NHL,54,2,2,4,234,23,"","","",5,0,8,1,-2,-1.6,0.8,-0.8
Stu Grimson,1992-93,27,CHI,NHL,78,1,1,2,193,14,"","","",7,2,3,0,2,-2.8,1.3,-1.5
Stu Grimson,1993-94,28,MDA,NHL,77,1,5,6,199,34,"","","",17,0,24,1,-6,-2.3,1.0,-1.3
Stu Grimson,1994-95,29,TOT,NHL,42,0,1,1,147,18,"","","",7,0,18,0,-11,-1.5,0.1,-1.4
Stu Grimson,1995-96,30,DET,NHL,56,0,1,1,128,19,"","","",6,0,16,0,-10,-2.1,0.3,-1.8
Stu Grimson,1996-97,31,TOT,NHL,76,2,2,4,218,17,"","","",8,0,16,0,-8,-2.4,0.9,-1.5
Stu Grimson,1997-98,32,CAR,NHL,82,3,4,7,204,17,"","","",10,0,10,0,0,-2.1,1.2,-0.9
Stu Grimson,1998-99,33,MDA,NHL,73,3,0,3,158,10,249,3:25,"",7,1,6,0,0,0.0,0.3,0.3
Stu Grimson,1999-00,34,MDA,NHL,50,1,2,3,116,14,260,5:13,"",5,0,6,1,0,-0.3,0.3,0.0
Stu Grimson,2000-01,35,LAK,NHL,72,3,2,5,235,26,432,6:00,"",14,0,16,0,-2,-0.4,0.3,-0.1
Stu Grimson,2001-02,36,NSH,NHL,30,1,1,2,76,5,184,6:08,"",5,0,5,0,0,-0.2,0.2,0.0
Tony Horacek,1989-90,22,PHI,NHL,48,5,5,10,117,31,"","","",19,0,13,0,6,-0.8,0.7,0.0
Tony Horacek,1990-91,23,PHI,NHL,34,3,6,9,49,35,"","","",17,0,11,0,6,-0.4,0.7,0.3
Tony Horacek,1991-92,24,TOT,NHL,46,2,7,9,72,32,"","","",10,0,18,1,-7,-0.9,0.5,-0.4
Tony Horacek,1993-94,26,CHI,NHL,7,0,0,0,53,2,"","","",1,0,0,0,1,-0.3,0.1,-0.1
Tony Horacek,1994-95,27,CHI,NHL,19,0,1,1,25,6,"","","",1,0,5,0,-4,-0.6,0.1,-0.5
Paul Stanton,1990-91,23,PIT,NHL,75,5,18,23,40,72,"","","",78,7,91,31,11,0.6,3.1,3.7
Paul Stanton,1991-92,24,PIT,NHL,54,2,8,10,62,70,"","","",45,8,56,11,-8,-0.2,1.4,1.2
Paul Stanton,1992-93,25,PIT,NHL,77,4,12,16,97,106,"","","",81,15,72,13,7,-0.1,3.8,3.7
Paul Stanton,1993-94,26,BOS,NHL,71,3,7,10,54,136,"","","",56,11,60,8,-7,-0.4,3.6,3.2
Paul Stanton,1994-95,27,NYI,NHL,18,0,4,4,9,28,"","","",11,5,13,1,-6,0.0,0.4,0.4
Randy Burridge,1985-86,20,BOS,NHL,52,17,25,42,28,90,"","","",58,14,34,7,16,2.0,1.1,3.1
Randy Burridge,1986-87,21,BOS,NHL,23,1,4,5,16,28,"","","",12,0,23,5,-8,-0.4,0.1,-0.4
Randy Burridge,1987-88,22,BOS,NHL,79,27,28,55,105,159,"","","",85,21,92,28,0,3.0,1.0,4.0
Randy Burridge,1988-89,23,BOS,NHL,80,31,30,61,39,189,"","",AS-12,89,22,79,31,19,3.7,1.7,5.4
Randy Burridge,1989-90,24,BOS,NHL,63,17,15,32,47,118,"","",Selke-29,66,20,47,10,9,1.2,1.2,2.4
Randy Burridge,1990-91,25,BOS,NHL,62,15,13,28,40,108,"","","",55,5,50,17,17,1.1,1.2,2.3
Randy Burridge,1991-92,26,WSH,NHL,66,23,44,67,50,131,"","","",98,43,69,10,-4,4.4,0.6,5.1
Randy Burridge,1992-93,27,WSH,NHL,4,0,0,0,0,7,"","","",1,0,0,0,1,-0.2,0.1,-0.1
Randy Burridge,1993-94,28,WSH,NHL,78,25,17,42,73,150,"","","",78,34,52,7,-1,2.6,1.0,3.6
Randy Burridge,1994-95,29,TOT,NHL,40,4,15,19,10,52,"","","",27,6,26,1,-4,0.5,0.4,0.9
Randy Burridge,1995-96,30,BUF,NHL,74,25,33,58,30,154,"","","",89,40,52,3,0,4.3,1.0,5.3
Randy Burridge,1996-97,31,BUF,NHL,55,10,21,31,20,85,"","","",48,11,28,8,17,1.7,1.1,2.9
Randy Burridge,1997-98,32,BUF,NHL,30,4,6,10,0,40,"","","",12,1,14,3,0,0.3,0.3,0.6
Hank Lammens,1993-94,27,OTT,NHL,27,1,2,3,22,6,"","","",10,0,50,20,-20,-0.2,0.0,-0.3
Trent Kaese,1988-89,21,BUF,NHL,1,0,0,0,0,5,"","","",0,0,0,0,0,0.0,0.0,0.0
Jim Paek,1990-91,23,PIT,NHL,3,0,0,0,9,0,"","","",2,0,0,0,2,-0.1,0.2,0.2
Jim Paek,1991-92,24,PIT,NHL,49,1,7,8,36,33,"","","",43,0,50,7,0,-0.3,1.7,1.4
Jim Paek,1992-93,25,PIT,NHL,77,3,15,18,64,57,"","","",72,3,71,15,13,-0.1,4.1,4.1
Jim Paek,1993-94,26,TOT,NHL,59,1,5,6,18,35,"","","",31,0,41,2,-8,-0.7,1.8,1.2
Jim Paek,1994-95,27,OTT,NHL,29,0,2,2,28,16,"","","",14,1,27,9,-5,-0.4,1.2,0.7
Jamie Huscroft,1988-89,22,NJD,NHL,15,0,2,2,51,9,"","","",6,0,13,4,-3,-0.2,0.5,0.4
Jamie Huscroft,1989-90,23,NJD,NHL,42,2,3,5,149,19,"","","",7,0,9,0,-2,-0.3,1.9,1.6
Jamie Huscroft,1990-91,24,NJD,NHL,8,0,1,1,27,3,"","","",1,0,0,0,1,-0.1,0.5,0.4
Jamie Huscroft,1993-94,27,BOS,NHL,36,0,1,1,144,13,"","","",8,1,9,0,-2,-0.7,1.9,1.2
Jamie Huscroft,1994-95,28,BOS,NHL,34,0,6,6,103,30,"","","",16,0,21,2,-3,-0.2,2.0,1.8
Jamie Huscroft,1995-96,29,CGY,NHL,70,3,9,12,162,57,"","","",37,0,28,5,14,0.0,4.7,4.7
Jamie Huscroft,1996-97,30,TOT,NHL,52,0,5,5,151,40,"","","",18,0,26,6,-2,-0.5,2.8,2.3
Jamie Huscroft,1997-98,31,TOT,NHL,51,0,4,4,177,26,"","","",14,0,25,9,-2,-0.7,2.3,1.6
Jamie Huscroft,1998-99,32,TOT,NHL,37,0,2,2,90,27,353,9:32,"",9,0,17,4,-4,-0.1,0.4,0.3
Jamie Huscroft,1999-00,33,WSH,NHL,7,0,0,0,11,4,74,10:37,"",2,0,7,0,-5,-0.1,-0.2,-0.3
Stephane Brochu,1988-89,21,NYR,NHL,1,0,0,0,0,1,"","","",1,0,0,0,1,0.0,0.1,0.1
Jiri Sejba,1990-91,28,BUF,NHL,11,0,2,2,8,10,"","","",4,0,9,0,-5,-0.3,0.0,-0.3
Darryl Olsen,1991-92,25,CGY,NHL,1,0,0,0,0,3,"","","",0,0,2,0,-2,0.0,-0.1,-0.1
Kelly Buchberger,1987-88,21,EDM,NHL,19,1,0,1,81,10,"","","",4,0,5,0,-1,-0.6,0.1,-0.5
Kelly Buchberger,1988-89,22,EDM,NHL,66,5,9,14,234,57,"","","",27,8,33,0,-14,-1.2,0.4,-0.8
Kelly Buchberger,1989-90,23,EDM,NHL,55,2,6,8,168,35,"","","",12,0,20,0,-8,-1.4,0.4,-0.9
Kelly Buchberger,1990-91,24,EDM,NHL,64,3,1,4,160,54,"","","",14,0,20,0,-6,-1.9,0.6,-1.3
Kelly Buchberger,1991-92,25,EDM,NHL,79,20,24,44,157,90,"","",Selke-14,52,2,74,33,9,2.0,1.0,3.0
Kelly Buchberger,1992-93,26,EDM,NHL,83,12,18,30,133,92,"","","",42,4,113,48,-27,0.0,0.5,0.5
Kelly Buchberger,1993-94,27,EDM,NHL,84,3,18,21,199,93,"","","",33,3,82,32,-20,-1.2,0.5,-0.7
Kelly Buchberger,1994-95,28,EDM,NHL,48,7,17,24,82,73,"","","",37,3,67,33,0,1.0,0.7,1.6
Kelly Buchberger,1995-96,29,EDM,NHL,82,11,14,25,184,119,"","","",44,3,104,43,-20,-0.1,0.6,0.5
Kelly Buchberger,1996-97,30,EDM,NHL,81,8,30,38,159,78,"","","",51,1,70,24,4,1.2,1.2,2.4
Kelly Buchberger,1997-98,31,EDM,NHL,82,6,17,23,122,86,"","","",37,3,79,35,-10,-0.1,0.8,0.7
Kelly Buchberger,1998-99,32,EDM,NHL,52,4,4,8,68,29,614,11:49,"",11,0,32,15,-6,-0.4,0.3,-0.1
Kelly Buchberger,1999-00,33,TOT,NHL,81,7,13,20,152,76,1303,16:05,"",27,1,89,27,-36,-0.8,0.2,-0.6
Kelly Buchberger,2000-01,34,LAK,NHL,82,6,14,20,75,66,1183,14:26,"",28,0,68,30,-10,-0.6,0.7,0.0
Kelly Buchberger,2001-02,35,LAK,NHL,74,6,7,13,105,39,765,10:21,"",15,2,45,19,-13,-0.1,0.5,0.4
Kelly Buchberger,2002-03,36,PHX,NHL,79,3,9,12,109,32,788,9:59,"",20,0,46,26,0,-0.6,0.8,0.2
Kelly Buchberger,2003-04,37,PIT,NHL,71,1,3,4,109,34,735,10:21,"",11,1,50,21,-19,-1.5,0.0,-1.4
Gord Murphy,1988-89,21,PHI,NHL,75,4,31,35,68,116,"","","",122,50,86,11,-3,1.3,3.7,5.1
Gord Murphy,1989-90,22,PHI,NHL,75,14,27,41,95,160,"","","",106,37,100,24,-7,2.5,3.1,5.6
Gord Murphy,1990-91,23,PHI,NHL,80,11,31,42,58,203,"","","",111,45,98,25,-7,2.4,4.1,6.6
Gord Murphy,1991-92,24,TOT,NHL,73,5,14,19,84,132,"","","",73,15,80,20,-2,0.4,3.9,4.2
Gord Murphy,1992-93,25,BOS,NHL,49,5,12,17,62,68,"","","",39,13,42,3,-13,0.6,1.9,2.5
Gord Murphy,1993-94,26,FLA,NHL,84,14,29,43,71,172,"","","",106,44,101,28,-11,3.1,4.1,7.2
Gord Murphy,1994-95,27,FLA,NHL,46,6,16,22,24,94,"","","",50,20,63,19,-14,1.7,2.0,3.7
Gord Murphy,1995-96,28,FLA,NHL,70,8,22,30,30,125,"","","",82,28,90,41,5,1.9,4.5,6.4
Gord Murphy,1996-97,29,FLA,NHL,80,8,15,23,51,137,"","","",73,15,86,31,3,1.3,4.8,6.1
Gord Murphy,1997-98,30,FLA,NHL,79,6,11,17,46,123,"","","",65,8,102,42,-3,0.7,3.0,3.7
Gord Murphy,1998-99,31,FLA,NHL,51,0,7,7,16,56,1017,19:57,"",35,4,42,15,4,-0.3,2.2,1.9
Gord Murphy,1999-00,32,ATL,NHL,58,1,10,11,38,74,1315,22:41,"",44,8,88,26,-26,-0.2,1.1,0.9
Gord Murphy,2000-01,33,ATL,NHL,27,3,11,14,12,44,560,20:44,"",22,10,37,14,-11,1.2,0.1,1.3
Gord Murphy,2001-02,34,BOS,NHL,15,0,2,2,13,10,218,14:32,"",11,1,9,1,2,0.0,0.5,0.5
Bobby Reynolds,1989-90,22,TOR,NHL,7,1,1,2,0,13,"","","",2,0,5,0,-3,0.0,0.0,-0.1
Steve Nemeth,1987-88,20,NYR,NHL,12,2,0,2,2,12,"","","",4,0,10,2,-4,-0.2,0.1,-0.1
Dallas Eakins,1992-93,25,WIN,NHL,14,0,2,2,38,9,"","","",10,0,13,5,2,-0.1,0.8,0.6
Dallas Eakins,1993-94,26,FLA,NHL,1,0,0,0,0,2,"","","",0,0,1,1,0,0.0,0.1,0.0
Dallas Eakins,1994-95,27,FLA,NHL,17,0,1,1,35,3,"","","",12,0,12,2,2,-0.3,1.2,1.0
Dallas Eakins,1995-96,28,TOT,NHL,18,0,1,1,34,6,"","","",5,0,10,4,-1,-0.3,1.0,0.7
Dallas Eakins,1996-97,29,TOT,NHL,7,0,0,0,16,4,"","","",2,0,6,0,-4,-0.1,0.1,-0.1
Dallas Eakins,1997-98,30,FLA,NHL,23,0,1,1,44,16,"","","",10,0,9,0,1,-0.4,1.0,0.6
Dallas Eakins,1998-99,31,TOR,NHL,18,0,2,2,24,11,296,16:28,"",15,0,18,6,3,-0.1,0.5,0.4
Dallas Eakins,1999-00,32,NYI,NHL,2,0,1,1,2,4,43,21:28,"",4,0,2,1,3,0.1,0.3,0.4
Dallas Eakins,2000-01,33,CGY,NHL,17,0,1,1,11,4,209,12:18,"",6,1,10,4,-1,-0.1,0.4,0.3
Dallas Eakins,2001-02,34,CGY,NHL,3,0,0,0,4,0,43,14:21,"",1,0,0,0,1,0.0,0.2,0.1
Bob Beers,1989-90,22,BOS,NHL,3,0,1,1,6,0,"","","",4,1,2,1,2,0.0,0.3,0.3
Bob Beers,1990-91,23,BOS,NHL,16,0,1,1,10,9,"","","",7,1,15,1,-8,-0.3,0.3,0.0
Bob Beers,1991-92,24,BOS,NHL,31,0,5,5,29,25,"","","",14,2,27,2,-13,-0.3,0.9,0.7
Bob Beers,1992-93,25,TBL,NHL,64,12,24,36,70,138,"","","",87,38,106,32,-25,2.3,2.1,4.3
Bob Beers,1993-94,26,TOT,NHL,82,11,32,43,86,187,"","","",98,36,112,28,-22,2.8,2.8,5.6
Bob Beers,1994-95,27,NYI,NHL,22,2,7,9,6,38,"","","",22,4,37,11,-8,0.6,0.5,1.1
Bob Beers,1995-96,28,NYI,NHL,13,0,5,5,10,9,"","","",16,7,14,3,-2,0.2,0.5,0.7
Bob Beers,1996-97,29,BOS,NHL,27,3,4,7,8,49,"","","",21,2,22,3,0,0.4,1.2,1.6
Tim Armstrong,1988-89,21,TOR,NHL,11,1,0,1,6,5,"","","",2,0,6,2,-2,-0.3,0.1,-0.2
Igor Larionov,1989-90,29,VAN,NHL,74,17,27,44,20,118,"","","",71,26,54,4,-5,1.7,1.0,2.7
Igor Larionov,1990-91,30,VAN,NHL,64,13,21,34,14,66,"","","",53,7,68,19,-3,1.3,0.9,2.2
Igor Larionov,1991-92,31,VAN,NHL,72,21,44,65,54,97,"","","",88,34,71,24,7,3.9,1.1,5.1
Igor Larionov,1993-94,33,SJS,NHL,60,18,38,56,40,72,"","","AS-9,Hart-14,Selke-7",85,23,51,9,20,3.9,1.5,5.4
Igor Larionov,1994-95,34,SJS,NHL,33,4,20,24,14,69,"","","",36,8,37,6,-3,1.3,0.3,1.6
Igor Larionov,1995-96,35,TOT,NHL,73,22,51,73,34,113,"","","Byng-14,Selke-16",114,41,48,6,31,5.3,1.9,7.2
Igor Larionov,1996-97,36,DET,NHL,64,12,42,54,26,95,"","","",100,37,34,2,31,3.6,2.0,5.6
Igor Larionov,1997-98,37,DET,NHL,69,8,39,47,40,93,"","",Selke-10,68,24,33,3,14,3.0,1.3,4.3
Igor Larionov,1998-99,38,DET,NHL,75,14,49,63,48,83,1300,17:20,"",81,31,40,3,13,4.3,1.8,6.1
Igor Larionov,1999-00,39,DET,NHL,79,9,38,47,28,69,1270,16:05,Byng-21,71,22,41,5,13,2.3,1.6,3.9
Igor Larionov,2000-01,40,TOT,NHL,65,9,31,40,38,46,1078,16:35,Byng-25,49,19,40,5,-5,2.1,1.0,3.1
Igor Larionov,2001-02,41,DET,NHL,70,11,32,43,50,50,1012,14:28,"",56,27,36,2,-5,3.0,0.8,3.8
Igor Larionov,2002-03,42,DET,NHL,74,10,33,43,48,50,1030,13:55,Byng-22,66,39,36,2,-7,2.8,0.6,3.4
Igor Larionov,2003-04,43,NJD,NHL,49,1,10,11,20,25,593,12:06,"",20,7,10,0,3,-0.3,0.9,0.6
Robert Burakovsky,1993-94,27,OTT,NHL,23,2,3,5,6,40,"","","",8,0,15,0,-7,-0.3,0.2,-0.1
John Byce,1990-91,23,BOS,NHL,18,1,3,4,6,13,"","","",6,1,4,0,1,-0.3,0.2,0.0
John Byce,1991-92,24,BOS,NHL,3,1,0,1,0,2,"","","",2,1,2,0,-1,0.0,0.0,0.1
Guy Larose,1988-89,21,WIN,NHL,3,0,1,1,6,2,"","","",2,0,3,0,-1,0.0,0.0,0.0
Guy Larose,1990-91,23,WIN,NHL,7,0,0,0,8,7,"","","",1,0,3,1,-1,-0.3,0.1,-0.2
Guy Larose,1991-92,24,TOR,NHL,34,9,5,14,27,60,"","","",21,2,27,0,-8,0.5,0.3,0.8
