Name,Season,Age,Tm,Lg,GP,G,A,PTS,PIM,S,TSA,TOI,ATOI,FOW,FOL,BLK,HIT,TK,GV,Awards,CF,CA,FF,FA,oiGF,oiGA,PDO,TGF,PGF,TGA,PGA,+/-,OPS,DPS,PS,xGF,xGA
Connor McDavid,2015-16,19,EDM,NHL,45,16,32,48,18,105,156,850,18:53,249,355,10,12,33,17,"AS-13,Calder-3",709,629,529,472,41,41,98.2,59,18,45,3,-1,4.8,1.0,5.8,41.4,32.4
Connor McDavid,2016-17,20,EDM,NHL,82,30,70,100,26,251,420,1733,21:08,348,458,29,34,76,54,"AS-1,Byng-14,Hart-1,Pearson-1,Ross-1,Selke-16",1479,1272,1112,917,87,60,101.9,131,42,72,8,27,9.7,3.0,12.8,85.0,58.3
Connor McDavid,2017-18,21,EDM,NHL,82,41,67,108,26,274,432,1767,21:33,376,533,46,28,111,67,"AS-1,Byng-10,Hart-5,Pearson-1,Ross-1,Selke-26",1643,1442,1259,1066,95,75,100.9,122,22,89,10,20,10.5,2.6,13.1,86.6,70.8
Connor McDavid,2018-19,22,EDM,NHL,78,41,75,116,20,240,423,1781,22:50,428,490,30,39,99,89,"AS-1,Byng-5,Hart-3",1466,1436,1110,1109,97,94,100.7,142,42,107,10,3,10.8,2.1,13.0,73.7,71.7
Jack Eichel,2015-16,19,BUF,NHL,81,24,32,56,22,238,434,1549,19:07,402,578,25,43,43,49,Calder-4,1124,1228,837,949,50,62,99.4,79,29,67,1,-16,4.9,1.4,6.3,46.4,55.0
Jack Eichel,2016-17,20,BUF,NHL,61,24,33,57,22,249,428,1215,19:55,310,486,35,26,38,46,"",963,1055,756,788,44,54,98.9,75,31,59,2,-13,5.6,1.0,6.6,42.0,46.8
Jack Eichel,2017-18,21,BUF,NHL,67,25,39,64,32,246,434,1350,20:09,347,489,35,52,38,61,"",1002,1013,772,794,51,71,96.8,88,35,80,2,-25,5.5,1.0,6.5,42.7,42.7
Jack Eichel,2018-19,22,BUF,NHL,77,28,54,82,26,303,485,1574,20:26,597,673,51,70,38,76,"",1300,1228,1027,969,76,79,98.8,112,36,92,5,-11,6.6,1.6,8.2,65.2,58.9
Dylan Strome,2016-17,19,ARI,NHL,7,0,1,1,0,6,16,96,13:41,31,46,2,3,3,0,"",82,99,65,82,2,6,94.5,2,0,7,0,-5,-0.2,-0.1,-0.3,2.0,4.0
Dylan Strome,2017-18,20,ARI,NHL,21,4,5,9,8,30,64,272,12:57,92,122,12,7,12,2,"",252,283,183,204,10,6,103.4,12,2,6,0,4,0.6,0.5,1.1,10.4,10.3
Dylan Strome,2018-19,21,TOT,NHL,78,20,37,57,20,145,235,1260,16:09,434,463,46,13,47,34,"",991,1073,727,817,64,65,100.7,98,34,71,0,-8,4.2,0.9,5.1,49.5,57.2
Mitch Marner,2016-17,19,TOR,NHL,77,19,42,61,38,176,325,1294,16:49,14,23,39,41,67,62,Calder-5,1140,1104,852,879,56,53,100.9,84,28,58,0,0,5.4,1.2,6.6,50.0,52.2
Mitch Marner,2017-18,20,TOR,NHL,82,22,47,69,26,194,399,1344,16:23,50,45,25,31,85,50,"",1209,1075,882,848,54,52,100.4,91,37,58,2,-1,5.7,1.3,7.0,55.1,48.2
Mitch Marner,2018-19,21,TOR,NHL,82,26,68,94,22,233,446,1625,19:49,7,5,43,29,78,67,"AS-3,Byng-18,Selke-14",1476,1379,1064,1071,96,72,103.2,133,34,87,10,22,7.6,2.2,9.8,75.7,65.3
Noah Hanifin,2015-16,19,CAR,NHL,79,4,18,22,22,122,280,1414,17:54,0,0,78,67,42,49,"",1108,1106,825,859,43,53,98.2,60,17,58,1,-14,1.2,2.6,3.8,46.5,50.3
Noah Hanifin,2016-17,20,CAR,NHL,81,4,25,29,26,108,270,1452,17:55,0,0,73,57,42,53,"",1222,1188,892,908,47,62,97.6,64,17,66,0,-19,1.8,2.0,3.8,50.7,54.0
Noah Hanifin,2017-18,21,CAR,NHL,79,10,22,32,21,165,341,1490,18:52,0,0,69,81,50,58,"",1471,1131,1089,883,52,68,95.8,69,17,73,1,-20,2.4,2.1,4.5,63.9,50.9
